timestamp,close,high,low,trade_count,open,volume,vwap
2023-01-04 09:00:00+00:00,332.11,332.17,331.97,8,331.97,536,332.058119
2023-01-04 09:45:00+00:00,332.27,332.27,332.27,2,332.27,434,332.27
2023-01-04 10:00:00+00:00,332.46,332.46,332.46,1,332.46,100,332.46
2023-01-04 11:15:00+00:00,332.29,332.29,332.18,2,332.18,200,332.235
2023-01-04 11:30:00+00:00,332.23,332.23,332.23,4,332.23,1000,332.23
2023-01-04 11:45:00+00:00,332.5,332.5,332.5,9,332.5,750,332.5
2023-01-04 12:00:00+00:00,332.1,332.15,332.1,13,332.14,1253,332.139327
2023-01-04 12:30:00+00:00,331.98,332.08,331.98,8,332.05,1522,331.991888
2023-01-04 12:45:00+00:00,331.73,331.73,331.73,15,331.73,792,331.73
2023-01-04 13:00:00+00:00,332.19,332.24,331.81,68,331.84,7962,332.110788
2023-01-04 13:15:00+00:00,332.54,332.6,332.09,76,332.15,12885,332.245162
2023-01-04 13:30:00+00:00,332.64,332.64,332.51,76,332.57,10993,332.567957
2023-01-04 13:45:00+00:00,332.46,332.78,332.4,132,332.64,14602,332.661711
2023-01-04 14:00:00+00:00,332.18,332.53,332.09,143,332.52,12658,332.382473
2023-01-04 14:15:00+00:00,332.57,332.62,332.19,42,332.19,5662,332.473504
2023-01-04 14:30:00+00:00,332.15,333.14,331.77,4184,332.62,308698,332.528482
2023-01-04 14:45:00+00:00,332.8,332.82,331.85,2373,332.14,199995,332.282283
2023-01-04 15:00:00+00:00,330.8056,333.43,330.2,7701,332.73,581152,331.628635
2023-01-04 15:15:00+00:00,331.3732,331.43,330.54,2897,330.79,165917,330.907622
2023-01-04 15:30:00+00:00,331.6119,331.64,330.76,2583,331.38,194839,331.161099
2023-01-04 15:45:00+00:00,332.035,332.07,331.57,1485,331.58,112728,331.847656
2023-01-04 16:00:00+00:00,332.195,332.3,331.57,907,332.16,42122,331.973418
2023-01-04 16:15:00+00:00,332.225,332.31,331.88,765,332.23,37772,332.090656
2023-01-04 16:30:00+00:00,333.5393,333.62,332.28,2270,332.28,116166,333.166444
2023-01-04 16:45:00+00:00,333.82,334.04,333.35,1661,333.53,104256,333.686692
