timestamp,close,high,low,trade_count,open,volume,vwap
2023-01-04 09:00:00+00:00,236.15,241.0,235.7,1401,236.98,78800,236.873962
2023-01-04 09:15:00+00:00,235.32,236.48,235.32,259,236.15,11706,236.211289
2023-01-04 09:30:00+00:00,235.04,235.82,235.0,361,235.3,17165,235.27257
2023-01-04 09:45:00+00:00,234.8,235.3,234.64,402,235.3,19741,234.952718
2023-01-04 10:00:00+00:00,234.9,235.0,234.8,227,234.85,12354,234.859052
2023-01-04 10:15:00+00:00,234.85,235.0,234.8,183,234.97,9201,234.893433
2023-01-04 10:30:00+00:00,234.03,234.84,234.01,260,234.8,10259,234.478452
2023-01-04 10:45:00+00:00,234.34,234.42,234.21,129,234.24,6349,234.291095
2023-01-04 11:00:00+00:00,234.7,234.74,234.53,99,234.57,6617,234.662298
2023-01-04 11:15:00+00:00,234.51,235.0,234.51,64,234.71,4373,234.779237
2023-01-04 11:30:00+00:00,234.62,235.0,234.38,183,234.42,8068,234.804277
2023-01-04 11:45:00+00:00,235.0,235.0,234.57,242,234.58,16632,234.952714
2023-01-04 12:00:00+00:00,234.55,235.4,234.1,1599,235.0,83888,234.838704
2023-01-04 12:15:00+00:00,234.26,234.6,234.12,427,234.5,14416,234.401944
2023-01-04 12:30:00+00:00,233.2,234.45,232.81,1679,234.32,61281,233.496548
2023-01-04 12:45:00+00:00,233.34,233.75,233.0,617,233.3,30024,233.229816
2023-01-04 13:00:00+00:00,233.4511,238.982,232.96,1601,234.9996,92366,233.695435
2023-01-04 13:15:00+00:00,233.78,234.48,233.5,1606,233.58,74880,233.973253
2023-01-04 13:30:00+00:00,233.85,234.0,233.2964,1443,233.96,90657,233.674113
2023-01-04 13:45:00+00:00,232.83,233.86,232.7,2065,233.8,104676,233.222084
2023-01-04 14:00:00+00:00,232.72,232.92,231.9,3088,232.86,159284,232.32667
2023-01-04 14:15:00+00:00,232.02,233.91,232.0,2818,232.72,201270,232.724533
2023-01-04 14:30:00+00:00,228.5606,232.87,228.38,82564,232.02,6018577,230.961802
2023-01-04 14:45:00+00:00,229.01,230.05,228.295,38543,228.58,2539993,229.062414
2023-01-04 15:00:00+00:00,227.07,229.47,226.0,66775,228.98,4209194,227.493453
2023-01-04 15:15:00+00:00,227.15,227.32,226.5,30832,227.08,1993338,226.937676
2023-01-04 15:30:00+00:00,227.89,227.93,226.265,27029,227.14,1898894,226.966922
2023-01-04 15:45:00+00:00,227.58,228.5814,227.355,25395,227.88,1635174,228.042967
2023-01-04 16:00:00+00:00,227.67,227.72,226.73,23932,227.555,1499558,227.026196
2023-01-04 16:15:00+00:00,228.1323,228.29,227.0701,20089,227.69,1895492,227.64148
2023-01-04 16:30:00+00:00,229.7,229.7999,228.17,25543,228.17,1961743,229.196366
2023-01-04 16:45:00+00:00,228.85,229.71,228.8,18337,229.69,1308814,229.194467
2023-01-04 17:00:00+00:00,229.1161,229.12,228.36,16538,228.86,1159676,228.689708
2023-01-04 17:15:00+00:00,229.015,229.76,229.01,14612,229.12,1002746,229.390001
2023-01-04 17:30:00+00:00,229.38,229.65,228.98,12504,229.015,726156,229.314735
2023-01-04 17:45:00+00:00,227.97,229.44,227.96,16477,229.37,972731,228.711571
2023-01-04 18:00:00+00:00,228.15,228.15,227.412,15807,227.97,994841,227.773876
2023-01-04 18:15:00+00:00,228.855,228.95,228.13,11476,228.16,712383,228.563651
2023-01-04 18:30:00+00:00,229.0,229.19,228.78,11358,228.855,751119,229.001017
2023-01-04 18:45:00+00:00,228.57,229.04,228.23,12489,229.01,630692,228.584644
2023-01-04 19:00:00+00:00,227.64,229.43,226.58,28106,228.615,1632361,227.765109
2023-01-04 19:15:00+00:00,226.16,228.59,226.05,20211,227.62,1310753,227.397384
2023-01-04 19:30:00+00:00,227.005,227.39,225.96,20065,226.16,1315087,226.584535
2023-01-04 19:45:00+00:00,228.11,228.3311,226.72,15732,227.015,1067689,227.489582
2023-01-04 20:00:00+00:00,228.17,228.84,227.942,15407,228.12,1082232,228.302699
2023-01-04 20:15:00+00:00,227.67,228.5,227.62,14947,228.16,1068650,228.068878
2023-01-04 20:30:00+00:00,226.74,227.65,226.54,22418,227.65,1432769,227.041171
2023-01-04 20:45:00+00:00,229.1,229.35,226.58,46276,226.73,3677408,228.393848
2023-01-04 21:00:00+00:00,228.93,229.4262,228.76,810,229.1,9160536,229.099704
2023-01-04 21:15:00+00:00,228.81,229.06,228.81,190,228.95,10581,228.959836
2023-01-04 21:30:00+00:00,229.13,229.16,228.76,412,228.76,31869,228.988207
2023-01-04 21:45:00+00:00,229.1484,229.16,229.02,96,229.02,3792,229.109235
2023-01-04 22:00:00+00:00,229.1,229.15,229.05,75,229.12,3511,229.114147
2023-01-04 22:15:00+00:00,229.1893,229.2,229.01,151,229.15,6558,229.121867
2023-01-04 22:30:00+00:00,229.11,229.1851,229.06,82,229.13,30821,229.103533
2023-01-04 22:45:00+00:00,229.1,229.1703,229.06,104,229.11,5696,229.110692
2023-01-04 23:00:00+00:00,228.75,229.06,228.64,177,229.06,6241,228.783086
2023-01-04 23:15:00+00:00,228.55,229.1,228.5,226,228.81,201715,229.082602
2023-01-04 23:30:00+00:00,228.7,228.74,228.55,109,228.69,4668,228.641487
2023-01-04 23:45:00+00:00,228.55,228.74,228.51,166,228.51,5215,228.611445
2023-01-05 00:00:00+00:00,228.16,228.51,228.1,245,228.51,11020,228.239297
2023-01-05 00:15:00+00:00,228.42,228.42,228.15,119,228.15,4708,228.250309
2023-01-05 00:30:00+00:00,228.14,228.4,228.12,140,228.4,5747,228.227262
2023-01-05 00:45:00+00:00,228.0,228.29,228.0,234,228.29,9091,228.150451
2023-01-05 09:00:00+00:00,227.76,228.1,227.65,130,227.8,4803,227.866691
2023-01-05 09:15:00+00:00,228.2,228.2,227.92,24,227.92,964,228.092713
2023-01-05 09:30:00+00:00,227.77,228.01,227.73,96,228.01,3527,227.904992
2023-01-05 09:45:00+00:00,228.34,228.34,227.74,74,227.81,4517,228.006019
2023-01-05 10:00:00+00:00,228.6,228.61,228.19,93,228.33,5514,228.353822
2023-01-05 10:15:00+00:00,228.6,228.87,228.6,139,228.65,7256,228.688369
2023-01-05 10:30:00+00:00,229.1,229.1,228.65,56,228.65,2566,228.929585
2023-01-05 10:45:00+00:00,229.1,229.2,229.0,73,229.2,5364,229.104694
2023-01-05 11:00:00+00:00,229.64,229.67,229.3,97,229.3,5734,229.59844
2023-01-05 11:15:00+00:00,229.4,229.71,229.15,253,229.71,20498,229.395379
2023-01-05 11:30:00+00:00,229.55,229.7,229.39,99,229.39,3585,229.601532
2023-01-05 11:45:00+00:00,229.88,229.88,229.42,76,229.55,4625,229.57761
2023-01-05 12:00:00+00:00,229.45,229.68,229.42,258,229.57,10698,229.538938
2023-01-05 12:15:00+00:00,229.66,229.84,229.52,216,229.56,10817,229.688855
