timestamp,close,high,low,trade_count,open,volume,vwap
2023-01-04 09:00:00+00:00,90.25,90.43,89.65,560,89.71,17292,90.067228
2023-01-04 09:15:00+00:00,90.2,90.29,90.02,311,90.21,11351,90.186338
2023-01-04 09:30:00+00:00,90.03,90.27,90.03,230,90.23,7567,90.213543
2023-01-04 09:45:00+00:00,90.1,90.48,90.1,257,90.26,9267,90.323392
2023-01-04 10:00:00+00:00,90.33,90.46,90.18,300,90.18,13897,90.330934
2023-01-04 10:15:00+00:00,90.2,90.41,90.2,45,90.33,3145,90.21528
2023-01-04 10:30:00+00:00,89.71,90.2,89.64,332,90.2,9888,89.893962
2023-01-04 10:45:00+00:00,89.9,89.9,89.88,19,89.88,670,89.888152
2023-01-04 11:00:00+00:00,90.31,90.32,90.1,143,90.11,4216,90.225817
2023-01-04 11:15:00+00:00,90.34,90.34,90.27,48,90.27,949,90.299221
2023-01-04 11:30:00+00:00,90.15,90.3,90.14,284,90.15,13567,90.159936
2023-01-04 11:45:00+00:00,90.31,90.31,90.24,39,90.29,1547,90.291699
2023-01-04 12:00:00+00:00,90.18,90.18,89.73,637,90.06,19192,89.882372
2023-01-04 12:15:00+00:00,90.01,90.2,89.98,505,90.2,15495,90.074579
2023-01-04 12:30:00+00:00,89.91,90.28,89.73,1292,90.09,46915,89.866299
2023-01-04 12:45:00+00:00,89.59,90.01,89.25,1036,90.01,39788,89.497999
2023-01-04 13:00:00+00:00,90.05,90.2376,89.45,1170,90.01,44569,89.901124
2023-01-04 13:15:00+00:00,90.2499,90.59,90.01,1207,90.15,47480,90.329405
2023-01-04 13:30:00+00:00,90.3101,90.44,90.1,758,90.25,24533,90.254768
2023-01-04 13:45:00+00:00,90.28,90.43,90.0844,821,90.43,37757,90.178767
2023-01-04 14:00:00+00:00,90.0,90.33,89.71,1986,90.3,65209,89.9716
2023-01-04 14:15:00+00:00,90.25,90.5,89.45,3875,89.95,206730,90.045228
2023-01-04 14:30:00+00:00,88.84,90.65,88.81,32937,90.35,2984889,89.652058
2023-01-04 14:45:00+00:00,88.54,89.07,88.44,22567,88.85,1672640,88.7361
2023-01-04 15:00:00+00:00,87.68,89.1,87.495,26973,88.54,1864174,88.041006
2023-01-04 15:15:00+00:00,87.585,87.9,87.271,17706,87.685,1312234,87.56642
2023-01-04 15:30:00+00:00,87.98,88.01,87.29,13950,87.58,1078666,87.609276
2023-01-04 15:45:00+00:00,88.06,88.29,87.9,10675,87.97,819918,88.097262
2023-01-04 16:00:00+00:00,87.85,88.12,87.62,13525,88.06,1046311,87.846523
2023-01-04 16:15:00+00:00,88.37,88.37,87.79,11289,87.86,874213,88.148732
2023-01-04 16:30:00+00:00,88.85,88.88,88.37,11874,88.37,1007446,88.716875
2023-01-04 16:45:00+00:00,88.665,88.85,88.645,8602,88.8413,986670,88.774881
2023-01-04 17:00:00+00:00,88.76,88.8,88.545,6505,88.67,490653,88.666645
2023-01-04 17:15:00+00:00,88.66,88.89,88.65,6847,88.77,539537,88.798796
2023-01-04 17:30:00+00:00,88.85,88.97,88.63,6939,88.67,698755,88.837163
2023-01-04 17:45:00+00:00,88.375,88.865,88.37,6654,88.85,536451,88.701581
2023-01-04 18:00:00+00:00,88.305,88.38,87.99,9359,88.37,675106,88.190411
2023-01-04 18:15:00+00:00,88.49,88.605,88.2901,5078,88.305,373265,88.474054
2023-01-04 18:30:00+00:00,88.495,88.58,88.405,5789,88.49,469086,88.493106
2023-01-04 18:45:00+00:00,88.23,88.51,88.22,6165,88.5,451801,88.368108
2023-01-04 19:00:00+00:00,88.06,88.74,87.43,19951,88.25,1413622,87.972761
2023-01-04 19:15:00+00:00,87.635,88.43,87.53,11598,88.045,868913,88.077253
