date,open,high,low,close,volume,average,barCount
2024-12-27,6092.0,6095.25,5982.75,6027.0,1541163.0,6021.425,497647
2024-12-30,6028.75,6036.25,6015.25,6016.5,34030.0,6022.5,16922
