date,open,high,low,close,volume,average,barCount
2024-12-27,108.609375,108.71875,108.359375,108.4375,914892.0,108.5328125,62214
2024-12-30,108.4375,108.484375,108.375,108.484375,47267.0,108.4203125,5524
