VWAP Window,MFI Period,Regime Window,ATR Period,mfi_entry,bear_exit,bull_exit,Min Stop Dollars,Max Stop Dollars,Risk Per Trade,Max Hold Hours,regime_params,total_pnl,total_return,sharpe_ratio,win_rate,max_drawdown,total_trades,avg_trade_pnl,risk_adjusted_score,regime_contribution
50,9,20,2,30,55,75,0.25,1.5,0.005,12,"{'bear_high_vol': {'position_scale': 1.75, 'reward_risk': 2.5, 'stop_mult': 1.2, 'mfi_overbought': 55, 'trailing_stop': True}, 'bull_high_vol': {'position_scale': 1.0, 'reward_risk': 2.0, 'stop_mult': 1.2, 'mfi_overbought': 75, 'trailing_stop': True}, 'bear_med_vol': {'position_scale': 0.0, 'reward_risk': 2.0, 'stop_mult': 1.2}, 'bull_med_vol': {'position_scale': 0.0, 'reward_risk': 1.5, 'stop_mult': 1.2}, 'bull_low_vol': {'position_scale': 0.0, 'reward_risk': 1.5, 'stop_mult': 1.2}, 'bear_low_vol': {'position_scale': 0.0, 'reward_risk': 1.5, 'stop_mult': 1.2}}",38281.47749999987,0.44403255783501305,1.0389310141330632,0.5648148148148148,-0.08520930898815708,108,354.4581249999988,0.562009974128294,"{'bear_high_vol': {'trades': 57, 'win_rate': 0.543859649122807, 'avg_pnl': 620.0639754385945, 'total_pnl': 35343.64659999989, 'contribution': 0.9232571182760647}, 'bull_high_vol': {'trades': 51, 'win_rate': 0.5882352941176471, 'avg_pnl': 57.60452745097987, 'total_pnl': 2937.8308999999736, 'contribution': 0.07674288172393512}}"
50,9,20,2,30,55,75,0.25,1.5,0.005,24,"{'bear_high_vol': {'position_scale': 1.75, 'reward_risk': 2.5, 'stop_mult': 1.2, 'mfi_overbought': 55, 'trailing_stop': True}, 'bull_high_vol': {'position_scale': 1.0, 'reward_risk': 2.0, 'stop_mult': 1.2, 'mfi_overbought': 75, 'trailing_stop': True}, 'bear_med_vol': {'position_scale': 0.0, 'reward_risk': 2.0, 'stop_mult': 1.2}, 'bull_med_vol': {'position_scale': 0.0, 'reward_risk': 1.5, 'stop_mult': 1.2}, 'bull_low_vol': {'position_scale': 0.0, 'reward_risk': 1.5, 'stop_mult': 1.2}, 'bear_low_vol': {'position_scale': 0.0, 'reward_risk': 1.5, 'stop_mult': 1.2}}",38423.07199999983,0.4469979656095666,1.0653698569369219,0.5754716981132075,-0.06881755059395102,106,362.48181132075314,0.5701174571264922,"{'bear_high_vol': {'trades': 55, 'win_rate': 0.5454545454545454, 'avg_pnl': 593.5832109090883, 'total_pnl': 32647.076599999855, 'contribution': 0.8496737741323754}, 'bull_high_vol': {'trades': 51, 'win_rate': 0.6078431372549019, 'avg_pnl': 113.25481176470532, 'total_pnl': 5775.995399999972, 'contribution': 0.15032622586762445}}"
50,9,20,2,30,55,75,0.25,1.5,0.005,36,"{'bear_high_vol': {'position_scale': 1.75, 'reward_risk': 2.5, 'stop_mult': 1.2, 'mfi_overbought': 55, 'trailing_stop': True}, 'bull_high_vol': {'position_scale': 1.0, 'reward_risk': 2.0, 'stop_mult': 1.2, 'mfi_overbought': 75, 'trailing_stop': True}, 'bear_med_vol': {'position_scale': 0.0, 'reward_risk': 2.0, 'stop_mult': 1.2}, 'bull_med_vol': {'position_scale': 0.0, 'reward_risk': 1.5, 'stop_mult': 1.2}, 'bull_low_vol': {'position_scale': 0.0, 'reward_risk': 1.5, 'stop_mult': 1.2}, 'bear_low_vol': {'position_scale': 0.0, 'reward_risk': 1.5, 'stop_mult': 1.2}}",38815.507499999825,0.452628243169926,1.0748604829303805,0.5754716981132075,-0.06986170838544623,106,366.1840330188663,0.5714783675681931,"{'bear_high_vol': {'trades': 55, 'win_rate': 0.5454545454545454, 'avg_pnl': 598.1477563636333, 'total_pnl': 32898.126599999836, 'contribution': 0.8475511134306304}, 'bull_high_vol': {'trades': 51, 'win_rate': 0.6078431372549019, 'avg_pnl': 116.02707647058772, 'total_pnl': 5917.380899999974, 'contribution': 0.15244888656936922}}"
50,9,20,2,30,55,75,0.25,1.5,0.01,12,"{'bear_high_vol': {'position_scale': 1.75, 'reward_risk': 2.5, 'stop_mult': 1.2, 'mfi_overbought': 55, 'trailing_stop': True}, 'bull_high_vol': {'position_scale': 1.0, 'reward_risk': 2.0, 'stop_mult': 1.2, 'mfi_overbought': 75, 'trailing_stop': True}, 'bear_med_vol': {'position_scale': 0.0, 'reward_risk': 2.0, 'stop_mult': 1.2}, 'bull_med_vol': {'position_scale': 0.0, 'reward_risk': 1.5, 'stop_mult': 1.2}, 'bull_low_vol': {'position_scale': 0.0, 'reward_risk': 1.5, 'stop_mult': 1.2}, 'bear_low_vol': {'position_scale': 0.0, 'reward_risk': 1.5, 'stop_mult': 1.2}}",76554.15809999974,1.0256540727832055,1.0388409264269558,0.5648148148148148,-0.1654274335478373,108,708.8347972222198,0.6990570716163576,"{'bear_high_vol': {'trades': 57, 'win_rate': 0.543859649122807, 'avg_pnl': 1240.1363789473644, 'total_pnl': 70687.77359999977, 'contribution': 0.9233694857915237}, 'bull_high_vol': {'trades': 51, 'win_rate': 0.5882352941176471, 'avg_pnl': 115.02714705882252, 'total_pnl': 5866.384499999948, 'contribution': 0.076630514208476}}"
50,9,20,2,30,55,75,0.25,1.5,0.01,24,"{'bear_high_vol': {'position_scale': 1.75, 'reward_risk': 2.5, 'stop_mult': 1.2, 'mfi_overbought': 55, 'trailing_stop': True}, 'bull_high_vol': {'position_scale': 1.0, 'reward_risk': 2.0, 'stop_mult': 1.2, 'mfi_overbought': 75, 'trailing_stop': True}, 'bear_med_vol': {'position_scale': 0.0, 'reward_risk': 2.0, 'stop_mult': 1.2}, 'bull_med_vol': {'position_scale': 0.0, 'reward_risk': 1.5, 'stop_mult': 1.2}, 'bull_low_vol': {'position_scale': 0.0, 'reward_risk': 1.5, 'stop_mult': 1.2}, 'bear_low_vol': {'position_scale': 0.0, 'reward_risk': 1.5, 'stop_mult': 1.2}}",76838.47379999964,1.036381339561156,1.0653045998982074,0.5754716981132075,-0.13525224147800044,106,724.8912622641476,0.7104921261496815,"{'bear_high_vol': {'trades': 55, 'win_rate': 0.5454545454545454, 'avg_pnl': 1187.2425199999948, 'total_pnl': 65298.33859999972, 'contribution': 0.8498130607065757}, 'bull_high_vol': {'trades': 51, 'win_rate': 0.6078431372549019, 'avg_pnl': 226.27716078431266, 'total_pnl': 11540.135199999946, 'contribution': 0.15018693929342464}}"
50,9,20,2,30,55,75,0.25,1.5,0.01,36,"{'bear_high_vol': {'position_scale': 1.75, 'reward_risk': 2.5, 'stop_mult': 1.2, 'mfi_overbought': 55, 'trailing_stop': True}, 'bull_high_vol': {'position_scale': 1.0, 'reward_risk': 2.0, 'stop_mult': 1.2, 'mfi_overbought': 75, 'trailing_stop': True}, 'bear_med_vol': {'position_scale': 0.0, 'reward_risk': 2.0, 'stop_mult': 1.2}, 'bull_med_vol': {'position_scale': 0.0, 'reward_risk': 1.5, 'stop_mult': 1.2}, 'bull_low_vol': {'position_scale': 0.0, 'reward_risk': 1.5, 'stop_mult': 1.2}, 'bear_low_vol': {'position_scale': 0.0, 'reward_risk': 1.5, 'stop_mult': 1.2}}",77624.07809999962,1.052104600478526,1.074806366683203,0.5754716981132075,-0.1372411919385756,106,732.3026235849021,0.7132367532575664,"{'bear_high_vol': {'trades': 55, 'win_rate': 0.5454545454545454, 'avg_pnl': 1196.3754290909033, 'total_pnl': 65800.64859999968, 'contribution': 0.8476834792837301}, 'bull_high_vol': {'trades': 51, 'win_rate': 0.6078431372549019, 'avg_pnl': 231.83195098039118, 'total_pnl': 11823.429499999951, 'contribution': 0.15231652071626997}}"
50,9,20,2,30,55,75,0.25,1.5,0.015,12,"{'bear_high_vol': {'position_scale': 1.75, 'reward_risk': 2.5, 'stop_mult': 1.2, 'mfi_overbought': 55, 'trailing_stop': True}, 'bull_high_vol': {'position_scale': 1.0, 'reward_risk': 2.0, 'stop_mult': 1.2, 'mfi_overbought': 75, 'trailing_stop': True}, 'bear_med_vol': {'position_scale': 0.0, 'reward_risk': 2.0, 'stop_mult': 1.2}, 'bull_med_vol': {'position_scale': 0.0, 'reward_risk': 1.5, 'stop_mult': 1.2}, 'bull_low_vol': {'position_scale': 0.0, 'reward_risk': 1.5, 'stop_mult': 1.2}, 'bear_low_vol': {'position_scale': 0.0, 'reward_risk': 1.5, 'stop_mult': 1.2}}",114830.96889999961,1.7671961337146942,1.0388377302576155,0.5648148148148148,-0.24075743428069332,108,1063.2497120370335,0.7777744390697874,"{'bear_high_vol': {'trades': 57, 'win_rate': 0.543859649122807, 'avg_pnl': 1860.138570175433, 'total_pnl': 106027.89849999968, 'contribution': 0.9233388824954871}, 'bull_high_vol': {'trades': 51, 'win_rate': 0.5882352941176471, 'avg_pnl': 172.6092235294103, 'total_pnl': 8803.070399999924, 'contribution': 0.0766611175045128}}"
50,9,20,2,30,55,75,0.25,1.5,0.015,24,"{'bear_high_vol': {'position_scale': 1.75, 'reward_risk': 2.5, 'stop_mult': 1.2, 'mfi_overbought': 55, 'trailing_stop': True}, 'bull_high_vol': {'position_scale': 1.0, 'reward_risk': 2.0, 'stop_mult': 1.2, 'mfi_overbought': 75, 'trailing_stop': True}, 'bear_med_vol': {'position_scale': 0.0, 'reward_risk': 2.0, 'stop_mult': 1.2}, 'bull_med_vol': {'position_scale': 0.0, 'reward_risk': 1.5, 'stop_mult': 1.2}, 'bull_low_vol': {'position_scale': 0.0, 'reward_risk': 1.5, 'stop_mult': 1.2}, 'bear_low_vol': {'position_scale': 0.0, 'reward_risk': 1.5, 'stop_mult': 1.2}}",115258.67409999948,1.7937336462672206,1.0653081116334047,0.5754716981132075,-0.19916964736594173,106,1087.3459820754667,0.7903547497720947,"{'bear_high_vol': {'trades': 55, 'win_rate': 0.5454545454545454, 'avg_pnl': 1780.7616999999925, 'total_pnl': 97941.89349999958, 'contribution': 0.8497572461663432}, 'bull_high_vol': {'trades': 51, 'win_rate': 0.6078431372549019, 'avg_pnl': 339.5447176470571, 'total_pnl': 17316.78059999991, 'contribution': 0.15024275383365693}}"
50,9,20,2,30,55,75,0.25,1.5,0.015,36,"{'bear_high_vol': {'position_scale': 1.75, 'reward_risk': 2.5, 'stop_mult': 1.2, 'mfi_overbought': 55, 'trailing_stop': True}, 'bull_high_vol': {'position_scale': 1.0, 'reward_risk': 2.0, 'stop_mult': 1.2, 'mfi_overbought': 75, 'trailing_stop': True}, 'bear_med_vol': {'position_scale': 0.0, 'reward_risk': 2.0, 'stop_mult': 1.2}, 'bull_med_vol': {'position_scale': 0.0, 'reward_risk': 1.5, 'stop_mult': 1.2}, 'bull_low_vol': {'position_scale': 0.0, 'reward_risk': 1.5, 'stop_mult': 1.2}, 'bear_low_vol': {'position_scale': 0.0, 'reward_risk': 1.5, 'stop_mult': 1.2}}",116436.71389999945,1.8257868412456193,1.0748063317431884,0.5754716981132075,-0.2020061768402674,106,1098.4595650943345,0.7897874438772297,"{'bear_high_vol': {'trades': 55, 'win_rate': 0.5454545454545454, 'avg_pnl': 1794.459154545446, 'total_pnl': 98695.25349999953, 'contribution': 0.8476300145739513}, 'bull_high_vol': {'trades': 51, 'win_rate': 0.6078431372549019, 'avg_pnl': 347.87177254901803, 'total_pnl': 17741.46039999992, 'contribution': 0.1523699854260487}}"
50,9,20,2,30,55,75,0.25,2.0,0.005,12,"{'bear_high_vol': {'position_scale': 1.75, 'reward_risk': 2.5, 'stop_mult': 1.2, 'mfi_overbought': 55, 'trailing_stop': True}, 'bull_high_vol': {'position_scale': 1.0, 'reward_risk': 2.0, 'stop_mult': 1.2, 'mfi_overbought': 75, 'trailing_stop': True}, 'bear_med_vol': {'position_scale': 0.0, 'reward_risk': 2.0, 'stop_mult': 1.2}, 'bull_med_vol': {'position_scale': 0.0, 'reward_risk': 1.5, 'stop_mult': 1.2}, 'bull_low_vol': {'position_scale': 0.0, 'reward_risk': 1.5, 'stop_mult': 1.2}, 'bear_low_vol': {'position_scale': 0.0, 'reward_risk': 1.5, 'stop_mult': 1.2}}",38304.18869999987,0.444418623572163,1.0408514638459945,0.5648148148148148,-0.08520930898815705,108,354.66841388888764,0.562100818928294,"{'bear_high_vol': {'trades': 57, 'win_rate': 0.543859649122807, 'avg_pnl': 614.9690842105244, 'total_pnl': 35053.23779999989, 'contribution': 0.9151280575223361}, 'bull_high_vol': {'trades': 51, 'win_rate': 0.5882352941176471, 'avg_pnl': 63.744135294117136, 'total_pnl': 3250.950899999974, 'contribution': 0.08487194247766394}}"
