VWAP Window,Min Stop Dollars,Max Stop Dollars,Risk Per Trade,Max Hold Hours,mfi_entry,bear_exit,bull_exit,MFI Period,Regime Window,ATR Period,regime_params,total_pnl,total_return,sharpe_ratio,win_rate,max_drawdown,total_trades,avg_trade_pnl,signal_quality,regime_contribution
50,0.5,2.0,0.01,24,30,55,75,7,15,3,"{'bear_high_vol': {'position_scale': 1.75, 'reward_risk': 2.5, 'stop_mult': 1.2, 'mfi_overbought': 55, 'trailing_stop': True}, 'bull_high_vol': {'position_scale': 1.0, 'reward_risk': 2.0, 'stop_mult': 1.2, 'mfi_overbought': 75, 'trailing_stop': True}, 'bear_med_vol': {'position_scale': 0.0, 'reward_risk': 2.0, 'stop_mult': 1.2}, 'bull_med_vol': {'position_scale': 0.0, 'reward_risk': 1.5, 'stop_mult': 1.2}, 'bull_low_vol': {'position_scale': 0.0, 'reward_risk': 1.5, 'stop_mult': 1.2}, 'bear_low_vol': {'position_scale': 0.0, 'reward_risk': 1.5, 'stop_mult': 1.2}}",34738.571699999695,0.33213878247664663,0.46786684515982985,0.4824561403508772,-0.3243119552841783,114,304.7243131578921,0.5148721814035078,"{'bear_high_vol': {'trades': 65, 'win_rate': 0.5384615384615384, 'avg_pnl': 543.6983692307616, 'total_pnl': 35340.393999999505, 'contribution': 1.0173243248224801}, 'bull_high_vol': {'trades': 49, 'win_rate': 0.40816326530612246, 'avg_pnl': -12.282087755098335, 'total_pnl': -601.8222999998184, 'contribution': -0.017324324822480357}}"
50,0.5,2.0,0.01,24,30,55,75,7,20,3,"{'bear_high_vol': {'position_scale': 1.75, 'reward_risk': 2.5, 'stop_mult': 1.2, 'mfi_overbought': 55, 'trailing_stop': True}, 'bull_high_vol': {'position_scale': 1.0, 'reward_risk': 2.0, 'stop_mult': 1.2, 'mfi_overbought': 75, 'trailing_stop': True}, 'bear_med_vol': {'position_scale': 0.0, 'reward_risk': 2.0, 'stop_mult': 1.2}, 'bull_med_vol': {'position_scale': 0.0, 'reward_risk': 1.5, 'stop_mult': 1.2}, 'bull_low_vol': {'position_scale': 0.0, 'reward_risk': 1.5, 'stop_mult': 1.2}, 'bear_low_vol': {'position_scale': 0.0, 'reward_risk': 1.5, 'stop_mult': 1.2}}",70781.8479999999,0.9074053362403101,0.9410717851102396,0.5447154471544715,-0.132784763511837,123,575.4621788617877,0.6480710504065037,"{'bear_high_vol': {'trades': 66, 'win_rate': 0.5757575757575758, 'avg_pnl': 1030.9555484848472, 'total_pnl': 68043.06619999991, 'contribution': 0.9613067208982734}, 'bull_high_vol': {'trades': 57, 'win_rate': 0.5087719298245614, 'avg_pnl': 48.04880350877186, 'total_pnl': 2738.781799999996, 'contribution': 0.03869327910172676}}"
50,0.5,2.0,0.01,24,30,55,75,7,25,3,"{'bear_high_vol': {'position_scale': 1.75, 'reward_risk': 2.5, 'stop_mult': 1.2, 'mfi_overbought': 55, 'trailing_stop': True}, 'bull_high_vol': {'position_scale': 1.0, 'reward_risk': 2.0, 'stop_mult': 1.2, 'mfi_overbought': 75, 'trailing_stop': True}, 'bear_med_vol': {'position_scale': 0.0, 'reward_risk': 2.0, 'stop_mult': 1.2}, 'bull_med_vol': {'position_scale': 0.0, 'reward_risk': 1.5, 'stop_mult': 1.2}, 'bull_low_vol': {'position_scale': 0.0, 'reward_risk': 1.5, 'stop_mult': 1.2}, 'bear_low_vol': {'position_scale': 0.0, 'reward_risk': 1.5, 'stop_mult': 1.2}}",62715.29749999986,0.749200294914504,0.7997482223494254,0.5267175572519084,-0.19236156114263095,131,478.74272900763253,0.6021841145038165,"{'bear_high_vol': {'trades': 77, 'win_rate': 0.5714285714285714, 'avg_pnl': 798.7701519480487, 'total_pnl': 61505.30169999975, 'contribution': 0.9807065285786117}, 'bull_high_vol': {'trades': 54, 'win_rate': 0.46296296296296297, 'avg_pnl': 22.40732962963177, 'total_pnl': 1209.9958000001157, 'contribution': 0.01929347142138835}}"
50,0.5,2.0,0.01,24,30,55,75,7,30,3,"{'bear_high_vol': {'position_scale': 1.75, 'reward_risk': 2.5, 'stop_mult': 1.2, 'mfi_overbought': 55, 'trailing_stop': True}, 'bull_high_vol': {'position_scale': 1.0, 'reward_risk': 2.0, 'stop_mult': 1.2, 'mfi_overbought': 75, 'trailing_stop': True}, 'bear_med_vol': {'position_scale': 0.0, 'reward_risk': 2.0, 'stop_mult': 1.2}, 'bull_med_vol': {'position_scale': 0.0, 'reward_risk': 1.5, 'stop_mult': 1.2}, 'bull_low_vol': {'position_scale': 0.0, 'reward_risk': 1.5, 'stop_mult': 1.2}, 'bear_low_vol': {'position_scale': 0.0, 'reward_risk': 1.5, 'stop_mult': 1.2}}",62623.650099999984,0.7569985399322323,0.831810236903571,0.5573770491803278,-0.17289223214008642,122,513.308607377049,0.6282742626229507,"{'bear_high_vol': {'trades': 72, 'win_rate': 0.625, 'avg_pnl': 846.8263374999988, 'total_pnl': 60971.49629999991, 'contribution': 0.9736177339174282}, 'bull_high_vol': {'trades': 50, 'win_rate': 0.46, 'avg_pnl': 33.043076000001655, 'total_pnl': 1652.1538000000828, 'contribution': 0.026382266082571944}}"
50,0.5,2.0,0.01,24,30,55,75,9,15,3,"{'bear_high_vol': {'position_scale': 1.75, 'reward_risk': 2.5, 'stop_mult': 1.2, 'mfi_overbought': 55, 'trailing_stop': True}, 'bull_high_vol': {'position_scale': 1.0, 'reward_risk': 2.0, 'stop_mult': 1.2, 'mfi_overbought': 75, 'trailing_stop': True}, 'bear_med_vol': {'position_scale': 0.0, 'reward_risk': 2.0, 'stop_mult': 1.2}, 'bull_med_vol': {'position_scale': 0.0, 'reward_risk': 1.5, 'stop_mult': 1.2}, 'bull_low_vol': {'position_scale': 0.0, 'reward_risk': 1.5, 'stop_mult': 1.2}, 'bear_low_vol': {'position_scale': 0.0, 'reward_risk': 1.5, 'stop_mult': 1.2}}",57915.58049999987,0.6799162609485951,0.7787760439963121,0.5052631578947369,-0.23953738948852538,95,609.6376894736828,0.6359603389473678,"{'bear_high_vol': {'trades': 53, 'win_rate': 0.5283018867924528, 'avg_pnl': 1015.9005716981064, 'total_pnl': 53842.73029999964, 'contribution': 0.9296760877670864}, 'bull_high_vol': {'trades': 42, 'win_rate': 0.47619047619047616, 'avg_pnl': 96.97262380952927, 'total_pnl': 4072.8502000002295, 'contribution': 0.07032391223291354}}"
50,0.5,2.0,0.01,24,30,55,75,9,20,3,"{'bear_high_vol': {'position_scale': 1.75, 'reward_risk': 2.5, 'stop_mult': 1.2, 'mfi_overbought': 55, 'trailing_stop': True}, 'bull_high_vol': {'position_scale': 1.0, 'reward_risk': 2.0, 'stop_mult': 1.2, 'mfi_overbought': 75, 'trailing_stop': True}, 'bear_med_vol': {'position_scale': 0.0, 'reward_risk': 2.0, 'stop_mult': 1.2}, 'bull_med_vol': {'position_scale': 0.0, 'reward_risk': 1.5, 'stop_mult': 1.2}, 'bull_low_vol': {'position_scale': 0.0, 'reward_risk': 1.5, 'stop_mult': 1.2}, 'bear_low_vol': {'position_scale': 0.0, 'reward_risk': 1.5, 'stop_mult': 1.2}}",88247.81889999995,1.2671510810298385,1.1554872009762553,0.580952380952381,-0.1078725431550941,105,840.4554180952376,0.7685631196190474,"{'bear_high_vol': {'trades': 55, 'win_rate': 0.5636363636363636, 'avg_pnl': 1347.410143636364, 'total_pnl': 74107.55790000001, 'contribution': 0.8397664534233611}, 'bull_high_vol': {'trades': 50, 'win_rate': 0.6, 'avg_pnl': 282.80521999999905, 'total_pnl': 14140.260999999951, 'contribution': 0.16023354657663905}}"
50,0.5,2.0,0.01,24,30,55,75,9,25,3,"{'bear_high_vol': {'position_scale': 1.75, 'reward_risk': 2.5, 'stop_mult': 1.2, 'mfi_overbought': 55, 'trailing_stop': True}, 'bull_high_vol': {'position_scale': 1.0, 'reward_risk': 2.0, 'stop_mult': 1.2, 'mfi_overbought': 75, 'trailing_stop': True}, 'bear_med_vol': {'position_scale': 0.0, 'reward_risk': 2.0, 'stop_mult': 1.2}, 'bull_med_vol': {'position_scale': 0.0, 'reward_risk': 1.5, 'stop_mult': 1.2}, 'bull_low_vol': {'position_scale': 0.0, 'reward_risk': 1.5, 'stop_mult': 1.2}, 'bear_low_vol': {'position_scale': 0.0, 'reward_risk': 1.5, 'stop_mult': 1.2}}",73535.11769999986,0.951611401728182,0.9440880688178261,0.5526315789473685,-0.13912026533455582,114,645.0448921052619,0.6790705884210522,"{'bear_high_vol': {'trades': 66, 'win_rate': 0.5454545454545454, 'avg_pnl': 975.4656727272692, 'total_pnl': 64380.73439999977, 'contribution': 0.8755100476299352}, 'bull_high_vol': {'trades': 48, 'win_rate': 0.5625, 'avg_pnl': 190.71631875000185, 'total_pnl': 9154.383300000089, 'contribution': 0.12448995237006477}}"
50,0.5,2.0,0.01,24,30,55,75,9,30,3,"{'bear_high_vol': {'position_scale': 1.75, 'reward_risk': 2.5, 'stop_mult': 1.2, 'mfi_overbought': 55, 'trailing_stop': True}, 'bull_high_vol': {'position_scale': 1.0, 'reward_risk': 2.0, 'stop_mult': 1.2, 'mfi_overbought': 75, 'trailing_stop': True}, 'bear_med_vol': {'position_scale': 0.0, 'reward_risk': 2.0, 'stop_mult': 1.2}, 'bull_med_vol': {'position_scale': 0.0, 'reward_risk': 1.5, 'stop_mult': 1.2}, 'bull_low_vol': {'position_scale': 0.0, 'reward_risk': 1.5, 'stop_mult': 1.2}, 'bear_low_vol': {'position_scale': 0.0, 'reward_risk': 1.5, 'stop_mult': 1.2}}",56287.48659999978,0.6567897653003609,0.7728264337991338,0.5454545454545454,-0.13054756221478211,99,568.5604707070685,0.6436060064646456,"{'bear_high_vol': {'trades': 57, 'win_rate': 0.5614035087719298, 'avg_pnl': 964.5345263157859, 'total_pnl': 54978.4679999998, 'contribution': 0.976744056644377}, 'bull_high_vol': {'trades': 42, 'win_rate': 0.5238095238095238, 'avg_pnl': 31.167109523809184, 'total_pnl': 1309.0185999999858, 'contribution': 0.02325594335562304}}"
50,0.5,2.0,0.01,24,30,55,75,11,15,3,"{'bear_high_vol': {'position_scale': 1.75, 'reward_risk': 2.5, 'stop_mult': 1.2, 'mfi_overbought': 55, 'trailing_stop': True}, 'bull_high_vol': {'position_scale': 1.0, 'reward_risk': 2.0, 'stop_mult': 1.2, 'mfi_overbought': 75, 'trailing_stop': True}, 'bear_med_vol': {'position_scale': 0.0, 'reward_risk': 2.0, 'stop_mult': 1.2}, 'bull_med_vol': {'position_scale': 0.0, 'reward_risk': 1.5, 'stop_mult': 1.2}, 'bull_low_vol': {'position_scale': 0.0, 'reward_risk': 1.5, 'stop_mult': 1.2}, 'bear_low_vol': {'position_scale': 0.0, 'reward_risk': 1.5, 'stop_mult': 1.2}}",47523.70169999995,0.5058000874148774,0.6129641423200894,0.4578313253012048,-0.31507125485559845,83,572.5747192771078,0.578162417831325,"{'bear_high_vol': {'trades': 45, 'win_rate': 0.4888888888888889, 'avg_pnl': 1076.058311111106, 'total_pnl': 48422.62399999976, 'contribution': 1.0189152416130038}, 'bull_high_vol': {'trades': 38, 'win_rate': 0.42105263157894735, 'avg_pnl': -23.65584999999499, 'total_pnl': -898.9222999998096, 'contribution': -0.018915241613003616}}"
50,0.5,2.0,0.01,24,30,55,75,11,20,3,"{'bear_high_vol': {'position_scale': 1.75, 'reward_risk': 2.5, 'stop_mult': 1.2, 'mfi_overbought': 55, 'trailing_stop': True}, 'bull_high_vol': {'position_scale': 1.0, 'reward_risk': 2.0, 'stop_mult': 1.2, 'mfi_overbought': 75, 'trailing_stop': True}, 'bear_med_vol': {'position_scale': 0.0, 'reward_risk': 2.0, 'stop_mult': 1.2}, 'bull_med_vol': {'position_scale': 0.0, 'reward_risk': 1.5, 'stop_mult': 1.2}, 'bull_low_vol': {'position_scale': 0.0, 'reward_risk': 1.5, 'stop_mult': 1.2}, 'bear_low_vol': {'position_scale': 0.0, 'reward_risk': 1.5, 'stop_mult': 1.2}}",65568.39119999987,0.797366578730863,0.8256016939323969,0.5113636363636364,-0.29497184919687786,88,745.095354545453,0.6785835963636359,"{'bear_high_vol': {'trades': 46, 'win_rate': 0.5434782608695652, 'avg_pnl': 1484.868536956517, 'total_pnl': 68303.95269999978, 'contribution': 1.041720735402151}, 'bull_high_vol': {'trades': 42, 'win_rate': 0.47619047619047616, 'avg_pnl': -65.13241666666471, 'total_pnl': -2735.561499999918, 'contribution': -0.04172073540215096}}"
