VWAP Window,Min Stop Dollars,Max Stop Dollars,Risk Per Trade,Max Hold Hours,mfi_entry,bear_exit,bull_exit,MFI Period,Regime Window,ATR Period,regime_params,total_pnl,total_return,sharpe_ratio,win_rate,max_drawdown,total_trades,avg_trade_pnl,signal_quality,regime_contribution
50,0.5,2.0,0.01,24,30,55,75,7,15,2.0,"{'bear_high_vol': {'position_scale': 1.75, 'reward_risk': 2.5, 'stop_mult': 1.2, 'mfi_overbought': 55, 'trailing_stop': True}, 'bull_high_vol': {'position_scale': 1.0, 'reward_risk': 2.0, 'stop_mult': 1.2, 'mfi_overbought': 75, 'trailing_stop': True}, 'bear_med_vol': {'position_scale': 0.0, 'reward_risk': 2.0, 'stop_mult': 1.2}, 'bull_med_vol': {'position_scale': 0.0, 'reward_risk': 1.5, 'stop_mult': 1.2}, 'bull_low_vol': {'position_scale': 0.0, 'reward_risk': 1.5, 'stop_mult': 1.2}, 'bear_low_vol': {'position_scale': 0.0, 'reward_risk': 1.5, 'stop_mult': 1.2}}",55087.99189999972,0.5464709653995077,0.5179705431050712,0.5089285714285714,-0.35900586261391937,112,491.8570705357118,0.6003142567857134,"{'bear_high_vol': {'trades': 65, 'win_rate': 0.5538461538461539, 'avg_pnl': 869.8769169230693, 'total_pnl': 56541.99959999951, 'contribution': 1.0263942766808278}, 'bull_high_vol': {'trades': 47, 'win_rate': 0.44680851063829785, 'avg_pnl': -30.9363340425488, 'total_pnl': -1454.0076999997937, 'contribution': -0.02639427668082781}}"
50,0.5,2.0,0.01,24,30,55,75,7,15,1.0,"{'bear_high_vol': {'position_scale': 1.75, 'reward_risk': 2.5, 'stop_mult': 1.2, 'mfi_overbought': 55, 'trailing_stop': True}, 'bull_high_vol': {'position_scale': 1.0, 'reward_risk': 2.0, 'stop_mult': 1.2, 'mfi_overbought': 75, 'trailing_stop': True}, 'bear_med_vol': {'position_scale': 0.0, 'reward_risk': 2.0, 'stop_mult': 1.2}, 'bull_med_vol': {'position_scale': 0.0, 'reward_risk': 1.5, 'stop_mult': 1.2}, 'bull_low_vol': {'position_scale': 0.0, 'reward_risk': 1.5, 'stop_mult': 1.2}, 'bear_low_vol': {'position_scale': 0.0, 'reward_risk': 1.5, 'stop_mult': 1.2}}",438539.39429999865,5.177589963924485,0.57780423517683,0.5267857142857143,-0.6014194104245926,112,3915.530306249988,0.8107142857142857,"{'bear_high_vol': {'trades': 66, 'win_rate': 0.5606060606060606, 'avg_pnl': 6634.793666666644, 'total_pnl': 437896.38199999847, 'contribution': 0.9985337410769526}, 'bull_high_vol': {'trades': 46, 'win_rate': 0.4782608695652174, 'avg_pnl': 13.978528260872409, 'total_pnl': 643.0123000001308, 'contribution': 0.001466258923047299}}"
50,0.5,2.0,0.01,24,30,55,75,7,15,1.5,"{'bear_high_vol': {'position_scale': 1.75, 'reward_risk': 2.5, 'stop_mult': 1.2, 'mfi_overbought': 55, 'trailing_stop': True}, 'bull_high_vol': {'position_scale': 1.0, 'reward_risk': 2.0, 'stop_mult': 1.2, 'mfi_overbought': 75, 'trailing_stop': True}, 'bear_med_vol': {'position_scale': 0.0, 'reward_risk': 2.0, 'stop_mult': 1.2}, 'bull_med_vol': {'position_scale': 0.0, 'reward_risk': 1.5, 'stop_mult': 1.2}, 'bull_low_vol': {'position_scale': 0.0, 'reward_risk': 1.5, 'stop_mult': 1.2}, 'bear_low_vol': {'position_scale': 0.0, 'reward_risk': 1.5, 'stop_mult': 1.2}}",438539.39429999865,5.177589963924485,0.57780423517683,0.5267857142857143,-0.6014194104245926,112,3915.530306249988,0.8107142857142857,"{'bear_high_vol': {'trades': 66, 'win_rate': 0.5606060606060606, 'avg_pnl': 6634.793666666644, 'total_pnl': 437896.38199999847, 'contribution': 0.9985337410769526}, 'bull_high_vol': {'trades': 46, 'win_rate': 0.4782608695652174, 'avg_pnl': 13.978528260872409, 'total_pnl': 643.0123000001308, 'contribution': 0.001466258923047299}}"
50,0.5,2.0,0.01,24,30,55,75,7,20,2.0,"{'bear_high_vol': {'position_scale': 1.75, 'reward_risk': 2.5, 'stop_mult': 1.2, 'mfi_overbought': 55, 'trailing_stop': True}, 'bull_high_vol': {'position_scale': 1.0, 'reward_risk': 2.0, 'stop_mult': 1.2, 'mfi_overbought': 75, 'trailing_stop': True}, 'bear_med_vol': {'position_scale': 0.0, 'reward_risk': 2.0, 'stop_mult': 1.2}, 'bull_med_vol': {'position_scale': 0.0, 'reward_risk': 1.5, 'stop_mult': 1.2}, 'bull_low_vol': {'position_scale': 0.0, 'reward_risk': 1.5, 'stop_mult': 1.2}, 'bear_low_vol': {'position_scale': 0.0, 'reward_risk': 1.5, 'stop_mult': 1.2}}",89844.11269999975,1.1902823731097003,0.8463376174785261,0.5454545454545454,-0.18354011115002575,121,742.5133280991715,0.7151871494214868,"{'bear_high_vol': {'trades': 66, 'win_rate': 0.5757575757575758, 'avg_pnl': 1354.9442818181788, 'total_pnl': 89426.3225999998, 'contribution': 0.9953498333118943}, 'bull_high_vol': {'trades': 55, 'win_rate': 0.509090909090909, 'avg_pnl': 7.596183636362656, 'total_pnl': 417.79009999994605, 'contribution': 0.004650166688105622}}"
50,0.5,2.0,0.01,24,30,55,75,7,20,1.0,"{'bear_high_vol': {'position_scale': 1.75, 'reward_risk': 2.5, 'stop_mult': 1.2, 'mfi_overbought': 55, 'trailing_stop': True}, 'bull_high_vol': {'position_scale': 1.0, 'reward_risk': 2.0, 'stop_mult': 1.2, 'mfi_overbought': 75, 'trailing_stop': True}, 'bear_med_vol': {'position_scale': 0.0, 'reward_risk': 2.0, 'stop_mult': 1.2}, 'bull_med_vol': {'position_scale': 0.0, 'reward_risk': 1.5, 'stop_mult': 1.2}, 'bull_low_vol': {'position_scale': 0.0, 'reward_risk': 1.5, 'stop_mult': 1.2}, 'bear_low_vol': {'position_scale': 0.0, 'reward_risk': 1.5, 'stop_mult': 1.2}}",381595.76949999726,-3.672306241745518,0.4820481218376525,0.5583333333333333,-2.2761521840725045,120,3179.9647458333106,0.8233333333333335,"{'bear_high_vol': {'trades': 66, 'win_rate': 0.5757575757575758, 'avg_pnl': 5566.662478787839, 'total_pnl': 367399.72359999735, 'contribution': 0.9627982094282626}, 'bull_high_vol': {'trades': 54, 'win_rate': 0.5370370370370371, 'avg_pnl': 262.889738888887, 'total_pnl': 14196.0458999999, 'contribution': 0.03720179057173746}}"
50,0.5,2.0,0.01,24,30,55,75,7,20,1.5,"{'bear_high_vol': {'position_scale': 1.75, 'reward_risk': 2.5, 'stop_mult': 1.2, 'mfi_overbought': 55, 'trailing_stop': True}, 'bull_high_vol': {'position_scale': 1.0, 'reward_risk': 2.0, 'stop_mult': 1.2, 'mfi_overbought': 75, 'trailing_stop': True}, 'bear_med_vol': {'position_scale': 0.0, 'reward_risk': 2.0, 'stop_mult': 1.2}, 'bull_med_vol': {'position_scale': 0.0, 'reward_risk': 1.5, 'stop_mult': 1.2}, 'bull_low_vol': {'position_scale': 0.0, 'reward_risk': 1.5, 'stop_mult': 1.2}, 'bear_low_vol': {'position_scale': 0.0, 'reward_risk': 1.5, 'stop_mult': 1.2}}",381595.76949999726,-3.672306241745518,0.4820481218376525,0.5583333333333333,-2.2761521840725045,120,3179.9647458333106,0.8233333333333335,"{'bear_high_vol': {'trades': 66, 'win_rate': 0.5757575757575758, 'avg_pnl': 5566.662478787839, 'total_pnl': 367399.72359999735, 'contribution': 0.9627982094282626}, 'bull_high_vol': {'trades': 54, 'win_rate': 0.5370370370370371, 'avg_pnl': 262.889738888887, 'total_pnl': 14196.0458999999, 'contribution': 0.03720179057173746}}"
50,0.5,2.0,0.01,24,30,55,75,7,25,2.0,"{'bear_high_vol': {'position_scale': 1.75, 'reward_risk': 2.5, 'stop_mult': 1.2, 'mfi_overbought': 55, 'trailing_stop': True}, 'bull_high_vol': {'position_scale': 1.0, 'reward_risk': 2.0, 'stop_mult': 1.2, 'mfi_overbought': 75, 'trailing_stop': True}, 'bear_med_vol': {'position_scale': 0.0, 'reward_risk': 2.0, 'stop_mult': 1.2}, 'bull_med_vol': {'position_scale': 0.0, 'reward_risk': 1.5, 'stop_mult': 1.2}, 'bull_low_vol': {'position_scale': 0.0, 'reward_risk': 1.5, 'stop_mult': 1.2}, 'bear_low_vol': {'position_scale': 0.0, 'reward_risk': 1.5, 'stop_mult': 1.2}}",75676.83849999987,0.8822599745693083,0.6888185913200591,0.5426356589147286,-0.2557218882396245,129,586.6421589147277,0.6517111271317826,"{'bear_high_vol': {'trades': 76, 'win_rate': 0.5789473684210527, 'avg_pnl': 997.2846249999952, 'total_pnl': 75793.63149999964, 'contribution': 1.0015433123570532}, 'bull_high_vol': {'trades': 53, 'win_rate': 0.49056603773584906, 'avg_pnl': -2.203641509430301, 'total_pnl': -116.79299999980594, 'contribution': -0.0015433123570536861}}"
50,0.5,2.0,0.01,24,30,55,75,7,25,1.0,"{'bear_high_vol': {'position_scale': 1.75, 'reward_risk': 2.5, 'stop_mult': 1.2, 'mfi_overbought': 55, 'trailing_stop': True}, 'bull_high_vol': {'position_scale': 1.0, 'reward_risk': 2.0, 'stop_mult': 1.2, 'mfi_overbought': 75, 'trailing_stop': True}, 'bear_med_vol': {'position_scale': 0.0, 'reward_risk': 2.0, 'stop_mult': 1.2}, 'bull_med_vol': {'position_scale': 0.0, 'reward_risk': 1.5, 'stop_mult': 1.2}, 'bull_low_vol': {'position_scale': 0.0, 'reward_risk': 1.5, 'stop_mult': 1.2}, 'bear_low_vol': {'position_scale': 0.0, 'reward_risk': 1.5, 'stop_mult': 1.2}}",323652.2648999976,-2.2066637057561227,0.4038914832842644,0.5503875968992248,-1.6651818317716969,129,2508.932286046493,0.8201550387596899,"{'bear_high_vol': {'trades': 77, 'win_rate': 0.5974025974025974, 'avg_pnl': 4198.847889610355, 'total_pnl': 323311.28749999736, 'contribution': 0.9989464699092848}, 'bull_high_vol': {'trades': 52, 'win_rate': 0.4807692307692308, 'avg_pnl': 6.55725769231126, 'total_pnl': 340.9774000001855, 'contribution': 0.0010535300907149254}}"
50,0.5,2.0,0.01,24,30,55,75,7,25,1.5,"{'bear_high_vol': {'position_scale': 1.75, 'reward_risk': 2.5, 'stop_mult': 1.2, 'mfi_overbought': 55, 'trailing_stop': True}, 'bull_high_vol': {'position_scale': 1.0, 'reward_risk': 2.0, 'stop_mult': 1.2, 'mfi_overbought': 75, 'trailing_stop': True}, 'bear_med_vol': {'position_scale': 0.0, 'reward_risk': 2.0, 'stop_mult': 1.2}, 'bull_med_vol': {'position_scale': 0.0, 'reward_risk': 1.5, 'stop_mult': 1.2}, 'bull_low_vol': {'position_scale': 0.0, 'reward_risk': 1.5, 'stop_mult': 1.2}, 'bear_low_vol': {'position_scale': 0.0, 'reward_risk': 1.5, 'stop_mult': 1.2}}",323652.2648999976,-2.2066637057561227,0.4038914832842644,0.5503875968992248,-1.6651818317716969,129,2508.932286046493,0.8201550387596899,"{'bear_high_vol': {'trades': 77, 'win_rate': 0.5974025974025974, 'avg_pnl': 4198.847889610355, 'total_pnl': 323311.28749999736, 'contribution': 0.9989464699092848}, 'bull_high_vol': {'trades': 52, 'win_rate': 0.4807692307692308, 'avg_pnl': 6.55725769231126, 'total_pnl': 340.9774000001855, 'contribution': 0.0010535300907149254}}"
50,0.5,2.0,0.01,24,30,55,75,7,30,2.0,"{'bear_high_vol': {'position_scale': 1.75, 'reward_risk': 2.5, 'stop_mult': 1.2, 'mfi_overbought': 55, 'trailing_stop': True}, 'bull_high_vol': {'position_scale': 1.0, 'reward_risk': 2.0, 'stop_mult': 1.2, 'mfi_overbought': 75, 'trailing_stop': True}, 'bear_med_vol': {'position_scale': 0.0, 'reward_risk': 2.0, 'stop_mult': 1.2}, 'bull_med_vol': {'position_scale': 0.0, 'reward_risk': 1.5, 'stop_mult': 1.2}, 'bull_low_vol': {'position_scale': 0.0, 'reward_risk': 1.5, 'stop_mult': 1.2}, 'bear_low_vol': {'position_scale': 0.0, 'reward_risk': 1.5, 'stop_mult': 1.2}}",68974.0606,0.781404655701736,0.6578118719704551,0.575,-0.2311590474415769,120,574.7838383333333,0.6599135353333333,"{'bear_high_vol': {'trades': 71, 'win_rate': 0.6338028169014085, 'avg_pnl': 937.2383295774637, 'total_pnl': 66543.92139999992, 'contribution': 0.9647673461753522}, 'bull_high_vol': {'trades': 49, 'win_rate': 0.4897959183673469, 'avg_pnl': 49.59467755102172, 'total_pnl': 2430.139200000064, 'contribution': 0.03523265382464758}}"
