MFI Period,VWAP Window,Regime Window,ATR Period,Min Stop Dollars,Max Stop Dollars,Risk Per Trade,Max Hold Hours,regime_params,total_pnl,sharpe_ratio,win_rate,max_drawdown,total_trades,avg_trade_pnl,signal_quality,regime_contribution
7,60,15,3,0.5,2.0,0.01,24,"{'bear_high_vol': {'position_scale': 1.75, 'reward_risk': 2.5, 'stop_mult': 1.2, 'mfi_overbought': 60, 'trailing_stop': True}, 'bull_high_vol': {'position_scale': 1.0, 'reward_risk': 2.0, 'stop_mult': 1.2, 'mfi_overbought': 70, 'trailing_stop': True}, 'bear_med_vol': {'position_scale': 0.0, 'reward_risk': 2.0, 'stop_mult': 1.2}, 'bull_med_vol': {'position_scale': 0.0, 'reward_risk': 1.5, 'stop_mult': 1.2}, 'bull_low_vol': {'position_scale': 0.0, 'reward_risk': 1.5, 'stop_mult': 1.2}, 'bear_low_vol': {'position_scale': 0.0, 'reward_risk': 1.5, 'stop_mult': 1.2}}",39454.40309999956,0.5278606487919071,0.49107142857142855,-0.3162708336191114,112,352.27145624999605,0.5373371539285698,"{'bear_high_vol': {'trades': 64, 'win_rate': 0.546875, 'avg_pnl': 624.3345218749907, 'total_pnl': 39957.40939999941, 'contribution': 1.0127490536030908}, 'bull_high_vol': {'trades': 48, 'win_rate': 0.4166666666666667, 'avg_pnl': -10.479297916663333, 'total_pnl': -503.00629999983994, 'contribution': -0.012749053603090641}}"
7,60,20,3,0.5,2.0,0.01,24,"{'bear_high_vol': {'position_scale': 1.75, 'reward_risk': 2.5, 'stop_mult': 1.2, 'mfi_overbought': 60, 'trailing_stop': True}, 'bull_high_vol': {'position_scale': 1.0, 'reward_risk': 2.0, 'stop_mult': 1.2, 'mfi_overbought': 70, 'trailing_stop': True}, 'bear_med_vol': {'position_scale': 0.0, 'reward_risk': 2.0, 'stop_mult': 1.2}, 'bull_med_vol': {'position_scale': 0.0, 'reward_risk': 1.5, 'stop_mult': 1.2}, 'bull_low_vol': {'position_scale': 0.0, 'reward_risk': 1.5, 'stop_mult': 1.2}, 'bear_low_vol': {'position_scale': 0.0, 'reward_risk': 1.5, 'stop_mult': 1.2}}",73029.7343999998,0.9649114134494167,0.5454545454545454,-0.1420403095410876,121,603.5515239669405,0.6596024277685943,"{'bear_high_vol': {'trades': 64, 'win_rate': 0.5625, 'avg_pnl': 1075.4868999999971, 'total_pnl': 68831.16159999982, 'contribution': 0.9425087214886545}, 'bull_high_vol': {'trades': 57, 'win_rate': 0.5263157894736842, 'avg_pnl': 73.65917192982423, 'total_pnl': 4198.572799999981, 'contribution': 0.05749127851134554}}"
7,60,25,3,0.5,2.0,0.01,24,"{'bear_high_vol': {'position_scale': 1.75, 'reward_risk': 2.5, 'stop_mult': 1.2, 'mfi_overbought': 60, 'trailing_stop': True}, 'bull_high_vol': {'position_scale': 1.0, 'reward_risk': 2.0, 'stop_mult': 1.2, 'mfi_overbought': 70, 'trailing_stop': True}, 'bear_med_vol': {'position_scale': 0.0, 'reward_risk': 2.0, 'stop_mult': 1.2}, 'bull_med_vol': {'position_scale': 0.0, 'reward_risk': 1.5, 'stop_mult': 1.2}, 'bull_low_vol': {'position_scale': 0.0, 'reward_risk': 1.5, 'stop_mult': 1.2}, 'bear_low_vol': {'position_scale': 0.0, 'reward_risk': 1.5, 'stop_mult': 1.2}}",61547.66899999979,0.7828027521067461,0.5271317829457365,-0.19662032760948395,129,477.1137131782929,0.6016981984496117,"{'bear_high_vol': {'trades': 75, 'win_rate': 0.56, 'avg_pnl': 797.5708293333287, 'total_pnl': 59817.81219999965, 'contribution': 0.9718940322500248}, 'bull_high_vol': {'trades': 54, 'win_rate': 0.48148148148148145, 'avg_pnl': 32.03438518518768, 'total_pnl': 1729.8568000001346, 'contribution': 0.02810596774997507}}"
7,90,15,3,0.5,2.0,0.01,24,"{'bear_high_vol': {'position_scale': 1.75, 'reward_risk': 2.5, 'stop_mult': 1.2, 'mfi_overbought': 60, 'trailing_stop': True}, 'bull_high_vol': {'position_scale': 1.0, 'reward_risk': 2.0, 'stop_mult': 1.2, 'mfi_overbought': 70, 'trailing_stop': True}, 'bear_med_vol': {'position_scale': 0.0, 'reward_risk': 2.0, 'stop_mult': 1.2}, 'bull_med_vol': {'position_scale': 0.0, 'reward_risk': 1.5, 'stop_mult': 1.2}, 'bull_low_vol': {'position_scale': 0.0, 'reward_risk': 1.5, 'stop_mult': 1.2}, 'bear_low_vol': {'position_scale': 0.0, 'reward_risk': 1.5, 'stop_mult': 1.2}}",39454.40309999956,0.5278606487919071,0.49107142857142855,-0.3162708336191114,112,352.27145624999605,0.5373371539285698,"{'bear_high_vol': {'trades': 64, 'win_rate': 0.546875, 'avg_pnl': 624.3345218749907, 'total_pnl': 39957.40939999941, 'contribution': 1.0127490536030908}, 'bull_high_vol': {'trades': 48, 'win_rate': 0.4166666666666667, 'avg_pnl': -10.479297916663333, 'total_pnl': -503.00629999983994, 'contribution': -0.012749053603090641}}"
7,90,20,3,0.5,2.0,0.01,24,"{'bear_high_vol': {'position_scale': 1.75, 'reward_risk': 2.5, 'stop_mult': 1.2, 'mfi_overbought': 60, 'trailing_stop': True}, 'bull_high_vol': {'position_scale': 1.0, 'reward_risk': 2.0, 'stop_mult': 1.2, 'mfi_overbought': 70, 'trailing_stop': True}, 'bear_med_vol': {'position_scale': 0.0, 'reward_risk': 2.0, 'stop_mult': 1.2}, 'bull_med_vol': {'position_scale': 0.0, 'reward_risk': 1.5, 'stop_mult': 1.2}, 'bull_low_vol': {'position_scale': 0.0, 'reward_risk': 1.5, 'stop_mult': 1.2}, 'bear_low_vol': {'position_scale': 0.0, 'reward_risk': 1.5, 'stop_mult': 1.2}}",73029.7343999998,0.9649114134494167,0.5454545454545454,-0.1420403095410876,121,603.5515239669405,0.6596024277685943,"{'bear_high_vol': {'trades': 64, 'win_rate': 0.5625, 'avg_pnl': 1075.4868999999971, 'total_pnl': 68831.16159999982, 'contribution': 0.9425087214886545}, 'bull_high_vol': {'trades': 57, 'win_rate': 0.5263157894736842, 'avg_pnl': 73.65917192982423, 'total_pnl': 4198.572799999981, 'contribution': 0.05749127851134554}}"
7,90,25,3,0.5,2.0,0.01,24,"{'bear_high_vol': {'position_scale': 1.75, 'reward_risk': 2.5, 'stop_mult': 1.2, 'mfi_overbought': 60, 'trailing_stop': True}, 'bull_high_vol': {'position_scale': 1.0, 'reward_risk': 2.0, 'stop_mult': 1.2, 'mfi_overbought': 70, 'trailing_stop': True}, 'bear_med_vol': {'position_scale': 0.0, 'reward_risk': 2.0, 'stop_mult': 1.2}, 'bull_med_vol': {'position_scale': 0.0, 'reward_risk': 1.5, 'stop_mult': 1.2}, 'bull_low_vol': {'position_scale': 0.0, 'reward_risk': 1.5, 'stop_mult': 1.2}, 'bear_low_vol': {'position_scale': 0.0, 'reward_risk': 1.5, 'stop_mult': 1.2}}",61547.66899999979,0.7828027521067461,0.5271317829457365,-0.19662032760948395,129,477.1137131782929,0.6016981984496117,"{'bear_high_vol': {'trades': 75, 'win_rate': 0.56, 'avg_pnl': 797.5708293333287, 'total_pnl': 59817.81219999965, 'contribution': 0.9718940322500248}, 'bull_high_vol': {'trades': 54, 'win_rate': 0.48148148148148145, 'avg_pnl': 32.03438518518768, 'total_pnl': 1729.8568000001346, 'contribution': 0.02810596774997507}}"
7,120,15,3,0.5,2.0,0.01,24,"{'bear_high_vol': {'position_scale': 1.75, 'reward_risk': 2.5, 'stop_mult': 1.2, 'mfi_overbought': 60, 'trailing_stop': True}, 'bull_high_vol': {'position_scale': 1.0, 'reward_risk': 2.0, 'stop_mult': 1.2, 'mfi_overbought': 70, 'trailing_stop': True}, 'bear_med_vol': {'position_scale': 0.0, 'reward_risk': 2.0, 'stop_mult': 1.2}, 'bull_med_vol': {'position_scale': 0.0, 'reward_risk': 1.5, 'stop_mult': 1.2}, 'bull_low_vol': {'position_scale': 0.0, 'reward_risk': 1.5, 'stop_mult': 1.2}, 'bear_low_vol': {'position_scale': 0.0, 'reward_risk': 1.5, 'stop_mult': 1.2}}",39454.40309999956,0.5278606487919071,0.49107142857142855,-0.3162708336191114,112,352.27145624999605,0.5373371539285698,"{'bear_high_vol': {'trades': 64, 'win_rate': 0.546875, 'avg_pnl': 624.3345218749907, 'total_pnl': 39957.40939999941, 'contribution': 1.0127490536030908}, 'bull_high_vol': {'trades': 48, 'win_rate': 0.4166666666666667, 'avg_pnl': -10.479297916663333, 'total_pnl': -503.00629999983994, 'contribution': -0.012749053603090641}}"
7,120,20,3,0.5,2.0,0.01,24,"{'bear_high_vol': {'position_scale': 1.75, 'reward_risk': 2.5, 'stop_mult': 1.2, 'mfi_overbought': 60, 'trailing_stop': True}, 'bull_high_vol': {'position_scale': 1.0, 'reward_risk': 2.0, 'stop_mult': 1.2, 'mfi_overbought': 70, 'trailing_stop': True}, 'bear_med_vol': {'position_scale': 0.0, 'reward_risk': 2.0, 'stop_mult': 1.2}, 'bull_med_vol': {'position_scale': 0.0, 'reward_risk': 1.5, 'stop_mult': 1.2}, 'bull_low_vol': {'position_scale': 0.0, 'reward_risk': 1.5, 'stop_mult': 1.2}, 'bear_low_vol': {'position_scale': 0.0, 'reward_risk': 1.5, 'stop_mult': 1.2}}",73029.7343999998,0.9649114134494167,0.5454545454545454,-0.1420403095410876,121,603.5515239669405,0.6596024277685943,"{'bear_high_vol': {'trades': 64, 'win_rate': 0.5625, 'avg_pnl': 1075.4868999999971, 'total_pnl': 68831.16159999982, 'contribution': 0.9425087214886545}, 'bull_high_vol': {'trades': 57, 'win_rate': 0.5263157894736842, 'avg_pnl': 73.65917192982423, 'total_pnl': 4198.572799999981, 'contribution': 0.05749127851134554}}"
7,120,25,3,0.5,2.0,0.01,24,"{'bear_high_vol': {'position_scale': 1.75, 'reward_risk': 2.5, 'stop_mult': 1.2, 'mfi_overbought': 60, 'trailing_stop': True}, 'bull_high_vol': {'position_scale': 1.0, 'reward_risk': 2.0, 'stop_mult': 1.2, 'mfi_overbought': 70, 'trailing_stop': True}, 'bear_med_vol': {'position_scale': 0.0, 'reward_risk': 2.0, 'stop_mult': 1.2}, 'bull_med_vol': {'position_scale': 0.0, 'reward_risk': 1.5, 'stop_mult': 1.2}, 'bull_low_vol': {'position_scale': 0.0, 'reward_risk': 1.5, 'stop_mult': 1.2}, 'bear_low_vol': {'position_scale': 0.0, 'reward_risk': 1.5, 'stop_mult': 1.2}}",61547.66899999979,0.7828027521067461,0.5271317829457365,-0.19662032760948395,129,477.1137131782929,0.6016981984496117,"{'bear_high_vol': {'trades': 75, 'win_rate': 0.56, 'avg_pnl': 797.5708293333287, 'total_pnl': 59817.81219999965, 'contribution': 0.9718940322500248}, 'bull_high_vol': {'trades': 54, 'win_rate': 0.48148148148148145, 'avg_pnl': 32.03438518518768, 'total_pnl': 1729.8568000001346, 'contribution': 0.02810596774997507}}"
9,60,15,3,0.5,2.0,0.01,24,"{'bear_high_vol': {'position_scale': 1.75, 'reward_risk': 2.5, 'stop_mult': 1.2, 'mfi_overbought': 60, 'trailing_stop': True}, 'bull_high_vol': {'position_scale': 1.0, 'reward_risk': 2.0, 'stop_mult': 1.2, 'mfi_overbought': 70, 'trailing_stop': True}, 'bear_med_vol': {'position_scale': 0.0, 'reward_risk': 2.0, 'stop_mult': 1.2}, 'bull_med_vol': {'position_scale': 0.0, 'reward_risk': 1.5, 'stop_mult': 1.2}, 'bull_low_vol': {'position_scale': 0.0, 'reward_risk': 1.5, 'stop_mult': 1.2}, 'bear_low_vol': {'position_scale': 0.0, 'reward_risk': 1.5, 'stop_mult': 1.2}}",55781.318999999654,0.737682189886609,0.4838709677419355,-0.27137981246150006,93,599.7991290322543,0.619468038709676,"{'bear_high_vol': {'trades': 52, 'win_rate': 0.5, 'avg_pnl': 1040.9676692307585, 'total_pnl': 54130.31879999944, 'contribution': 0.9704022739225614}, 'bull_high_vol': {'trades': 41, 'win_rate': 0.4634146341463415, 'avg_pnl': 40.26829756098094, 'total_pnl': 1651.0002000002187, 'contribution': 0.029597726077438737}}"
