,avg_pnl,avg_win_rate,avg_sharpe,total_trades,num_symbols,params,symbol_results
7,590107.8827516851,0.6131453822093103,0.11524836006099543,1613,8,"{'vwap_length': 20, 'mfi_length': 9, 'mfi_oversold': 30, 'mfi_overbought': 80, 'regime_window': 20, 'vol_percentile': 67, 'size_factor': 1.0, 'max_position': 0.25, 'max_hold_hours': 24, 'profit_target': 0.02, 'stop_loss': 0.02}","[{'total_pnl': -512877.7851494743, 'win_rate': 0.6124401913875598, 'sharpe': -0.5186087943841645, 'num_trades': 209, 'symbol': 'NVDA'}, {'total_pnl': -675538.3428847882, 'win_rate': 0.5693069306930693, 'sharpe': -0.24203847249203958, 'num_trades': 202, 'symbol': 'TSLA'}, {'total_pnl': 907145.5262179978, 'win_rate': 0.6742857142857143, 'sharpe': 0.8271987973126937, 'num_trades': 175, 'symbol': 'AAPL'}, {'total_pnl': 3125578.1162651866, 'win_rate': 0.7043010752688172, 'sharpe': 0.8595724739465032, 'num_trades': 186, 'symbol': 'META'}, {'total_pnl': -568748.8474265458, 'win_rate': 0.5602094240837696, 'sharpe': -0.9706228551006604, 'num_trades': 191, 'symbol': 'PYPL'}, {'total_pnl': -222861.1705625177, 'win_rate': 0.5851528384279476, 'sharpe': -0.2829309204956981, 'num_trades': 229, 'symbol': 'SQ'}, {'total_pnl': 43241.56868545458, 'win_rate': 0.5622119815668203, 'sharpe': 0.18268791872347173, 'num_trades': 217, 'symbol': 'GME'}, {'total_pnl': 2624923.996868168, 'win_rate': 0.6372549019607843, 'sharpe': 1.0667287329778572, 'num_trades': 204, 'symbol': 'COIN'}]"
11,152343.95761046687,0.6268626543087976,0.10268680173079542,724,8,"{'vwap_length': 20, 'mfi_length': 14, 'mfi_oversold': 20, 'mfi_overbought': 80, 'regime_window': 20, 'vol_percentile': 67, 'size_factor': 1.0, 'max_position': 0.25, 'max_hold_hours': 24, 'profit_target': 0.02, 'stop_loss': 0.02}","[{'total_pnl': 820.6225842607791, 'win_rate': 0.6206896551724138, 'sharpe': 0.0013184859909915903, 'num_trades': 87, 'symbol': 'NVDA'}, {'total_pnl': -1437106.595365319, 'win_rate': 0.5714285714285714, 'sharpe': -0.7194768542378305, 'num_trades': 98, 'symbol': 'TSLA'}, {'total_pnl': 325422.4999999992, 'win_rate': 0.696969696969697, 'sharpe': 0.4408975278983914, 'num_trades': 66, 'symbol': 'AAPL'}, {'total_pnl': 739667.4999999963, 'win_rate': 0.7469879518072289, 'sharpe': 0.24121325406597593, 'num_trades': 83, 'symbol': 'META'}, {'total_pnl': -137328.9551190134, 'win_rate': 0.5842696629213483, 'sharpe': -0.3308140202802933, 'num_trades': 89, 'symbol': 'PYPL'}, {'total_pnl': 63532.96368586541, 'win_rate': 0.6190476190476191, 'sharpe': 0.12368861547017757, 'num_trades': 105, 'symbol': 'SQ'}, {'total_pnl': 38738.0232363837, 'win_rate': 0.5544554455445545, 'sharpe': 0.2472001165971555, 'num_trades': 101, 'symbol': 'GME'}, {'total_pnl': 1625005.601861562, 'win_rate': 0.6210526315789474, 'sharpe': 0.8174672883417952, 'num_trades': 95, 'symbol': 'COIN'}]"
1,351960.9731539324,0.6156808963414997,0.06468169515525365,1317,8,"{'vwap_length': 20, 'mfi_length': 9, 'mfi_oversold': 20, 'mfi_overbought': 70, 'regime_window': 20, 'vol_percentile': 67, 'size_factor': 1.0, 'max_position': 0.25, 'max_hold_hours': 24, 'profit_target': 0.02, 'stop_loss': 0.02}","[{'total_pnl': -262672.7280477737, 'win_rate': 0.6167664670658682, 'sharpe': -0.28722573884123126, 'num_trades': 167, 'symbol': 'NVDA'}, {'total_pnl': -580998.9737988991, 'win_rate': 0.5864197530864198, 'sharpe': -0.24342957752361452, 'num_trades': 162, 'symbol': 'TSLA'}, {'total_pnl': 629434.9999999937, 'win_rate': 0.6713286713286714, 'sharpe': 0.6281662319779006, 'num_trades': 143, 'symbol': 'AAPL'}, {'total_pnl': 1579571.8692095233, 'win_rate': 0.7086092715231788, 'sharpe': 0.4573718223472147, 'num_trades': 151, 'symbol': 'META'}, {'total_pnl': -642170.2668469251, 'win_rate': 0.5393939393939394, 'sharpe': -1.1301041390438669, 'num_trades': 165, 'symbol': 'PYPL'}, {'total_pnl': -214043.20169264846, 'win_rate': 0.609375, 'sharpe': -0.2832828061978611, 'num_trades': 192, 'symbol': 'SQ'}, {'total_pnl': 74196.15411909609, 'win_rate': 0.5588235294117647, 'sharpe': 0.36738737847217245, 'num_trades': 170, 'symbol': 'GME'}, {'total_pnl': 2232369.932289093, 'win_rate': 0.6347305389221557, 'sharpe': 1.0085703900513154, 'num_trades': 167, 'symbol': 'COIN'}]"
3,334364.4106539326,0.6171154208236231,0.06273815862628335,1314,8,"{'vwap_length': 20, 'mfi_length': 9, 'mfi_oversold': 20, 'mfi_overbought': 80, 'regime_window': 20, 'vol_percentile': 67, 'size_factor': 1.0, 'max_position': 0.25, 'max_hold_hours': 24, 'profit_target': 0.02, 'stop_loss': 0.02}","[{'total_pnl': -389422.7280477739, 'win_rate': 0.6265060240963856, 'sharpe': -0.41952002440774483, 'num_trades': 166, 'symbol': 'NVDA'}, {'total_pnl': -695426.4737988997, 'win_rate': 0.5838509316770186, 'sharpe': -0.2846428844210587, 'num_trades': 161, 'symbol': 'TSLA'}, {'total_pnl': 790797.4999999949, 'win_rate': 0.6643356643356644, 'sharpe': 0.7701584290415591, 'num_trades': 143, 'symbol': 'AAPL'}, {'total_pnl': 1581074.3692095242, 'win_rate': 0.7152317880794702, 'sharpe': 0.45658997965075787, 'num_trades': 151, 'symbol': 'META'}, {'total_pnl': -600755.266846925, 'win_rate': 0.5454545454545454, 'sharpe': -1.0543720572992155, 'num_trades': 165, 'symbol': 'PYPL'}, {'total_pnl': -274793.2016926489, 'win_rate': 0.6041666666666666, 'sharpe': -0.35606008751269086, 'num_trades': 192, 'symbol': 'SQ'}, {'total_pnl': 81071.15411909603, 'win_rate': 0.5588235294117647, 'sharpe': 0.40117721459555195, 'num_trades': 170, 'symbol': 'GME'}, {'total_pnl': 2182369.932289093, 'win_rate': 0.6385542168674698, 'sharpe': 0.9885746993631077, 'num_trades': 166, 'symbol': 'COIN'}]"
12,147981.678133385,0.5539162787076746,0.05512608443235244,1285,8,"{'vwap_length': 20, 'mfi_length': 14, 'mfi_oversold': 30, 'mfi_overbought': 70, 'regime_window': 20, 'vol_percentile': 67, 'size_factor': 1.0, 'max_position': 0.25, 'max_hold_hours': 8, 'profit_target': 0.02, 'stop_loss': 0.02}","[{'total_pnl': -566361.5831680659, 'win_rate': 0.5192307692307693, 'sharpe': -0.8045840939295469, 'num_trades': 156, 'symbol': 'NVDA'}, {'total_pnl': -772762.7672195921, 'win_rate': 0.5195530726256983, 'sharpe': -0.3277106091855544, 'num_trades': 179, 'symbol': 'TSLA'}, {'total_pnl': 365490.0000000005, 'win_rate': 0.5954198473282443, 'sharpe': 0.505603845057944, 'num_trades': 131, 'symbol': 'AAPL'}, {'total_pnl': -361832.4925627138, 'win_rate': 0.572463768115942, 'sharpe': -0.10965643199641885, 'num_trades': 138, 'symbol': 'META'}, {'total_pnl': -107287.3253148515, 'win_rate': 0.5375, 'sharpe': -0.23737176278307084, 'num_trades': 160, 'symbol': 'PYPL'}, {'total_pnl': -273394.65644830914, 'win_rate': 0.5674157303370787, 'sharpe': -0.3574402030395641, 'num_trades': 178, 'symbol': 'SQ'}, {'total_pnl': 83670.67289500426, 'win_rate': 0.5232558139534884, 'sharpe': 0.4831448483148195, 'num_trades': 172, 'symbol': 'GME'}, {'total_pnl': 2816331.576885608, 'win_rate': 0.5964912280701754, 'sharpe': 1.289023083020211, 'num_trades': 171, 'symbol': 'COIN'}]"
22,337324.512048106,0.5588204647477659,0.05047174459342174,1514,8,"{'vwap_length': 50, 'mfi_length': 9, 'mfi_oversold': 30, 'mfi_overbought': 80, 'regime_window': 20, 'vol_percentile': 67, 'size_factor': 1.0, 'max_position': 0.25, 'max_hold_hours': 8, 'profit_target': 0.02, 'stop_loss': 0.02}","[{'total_pnl': -418582.1863718604, 'win_rate': 0.5604395604395604, 'sharpe': -0.4952369125588583, 'num_trades': 182, 'symbol': 'NVDA'}, {'total_pnl': -733690.1577583102, 'win_rate': 0.5202020202020202, 'sharpe': -0.30039544755985914, 'num_trades': 198, 'symbol': 'TSLA'}, {'total_pnl': 183013.02621800976, 'win_rate': 0.5670731707317073, 'sharpe': 0.1918767028996538, 'num_trades': 164, 'symbol': 'AAPL'}, {'total_pnl': 1879994.280952414, 'win_rate': 0.6358024691358025, 'sharpe': 0.6976778882306189, 'num_trades': 162, 'symbol': 'META'}, {'total_pnl': -699024.8998799026, 'win_rate': 0.49206349206349204, 'sharpe': -1.187933720033425, 'num_trades': 189, 'symbol': 'PYPL'}, {'total_pnl': 91118.72071284192, 'win_rate': 0.5687203791469194, 'sharpe': 0.12657261967132571, 'num_trades': 211, 'symbol': 'SQ'}, {'total_pnl': 89165.14958993597, 'win_rate': 0.5, 'sharpe': 0.41369384084292493, 'num_trades': 210, 'symbol': 'GME'}, {'total_pnl': 2306602.1629217197, 'win_rate': 0.6262626262626263, 'sharpe': 0.9575189852549929, 'num_trades': 198, 'symbol': 'COIN'}]"
20,353495.13704810577,0.5614312798585811,0.04266343810933598,1514,8,"{'vwap_length': 50, 'mfi_length': 9, 'mfi_oversold': 30, 'mfi_overbought': 70, 'regime_window': 20, 'vol_percentile': 67, 'size_factor': 1.0, 'max_position': 0.25, 'max_hold_hours': 8, 'profit_target': 0.02, 'stop_loss': 0.02}","[{'total_pnl': -403082.1863718604, 'win_rate': 0.5659340659340659, 'sharpe': -0.4768640668328497, 'num_trades': 182, 'symbol': 'NVDA'}, {'total_pnl': -692590.1577583095, 'win_rate': 0.5303030303030303, 'sharpe': -0.283902653969572, 'num_trades': 198, 'symbol': 'TSLA'}, {'total_pnl': 127135.52621801, 'win_rate': 0.5670731707317073, 'sharpe': 0.13629361729783562, 'num_trades': 164, 'symbol': 'AAPL'}, {'total_pnl': 2070619.2809524112, 'win_rate': 0.6358024691358025, 'sharpe': 0.761418390758795, 'num_trades': 162, 'symbol': 'META'}, {'total_pnl': -723139.8998799027, 'win_rate': 0.4973544973544973, 'sharpe': -1.24101191979176, 'num_trades': 189, 'symbol': 'PYPL'}, {'total_pnl': 53251.22071284185, 'win_rate': 0.5687203791469194, 'sharpe': 0.07416131131432083, 'num_trades': 211, 'symbol': 'SQ'}, {'total_pnl': 89165.14958993597, 'win_rate': 0.5, 'sharpe': 0.41369384084292493, 'num_trades': 210, 'symbol': 'GME'}, {'total_pnl': 2306602.1629217197, 'win_rate': 0.6262626262626263, 'sharpe': 0.9575189852549929, 'num_trades': 198, 'symbol': 'COIN'}]"
14,120693.75619785549,0.553397007600731,0.039868241441961896,1285,8,"{'vwap_length': 20, 'mfi_length': 14, 'mfi_oversold': 30, 'mfi_overbought': 80, 'regime_window': 20, 'vol_percentile': 67, 'size_factor': 1.0, 'max_position': 0.25, 'max_hold_hours': 8, 'profit_target': 0.02, 'stop_loss': 0.02}","[{'total_pnl': -566361.5831680659, 'win_rate': 0.5192307692307693, 'sharpe': -0.8045840939295469, 'num_trades': 156, 'symbol': 'NVDA'}, {'total_pnl': -872295.2672195929, 'win_rate': 0.5139664804469274, 'sharpe': -0.37020476866450447, 'num_trades': 179, 'symbol': 'TSLA'}, {'total_pnl': 365490.0000000005, 'win_rate': 0.5954198473282443, 'sharpe': 0.505603845057944, 'num_trades': 131, 'symbol': 'AAPL'}, {'total_pnl': -432457.4925627152, 'win_rate': 0.5797101449275363, 'sharpe': -0.13142306491843825, 'num_trades': 138, 'symbol': 'META'}, {'total_pnl': -107287.3253148515, 'win_rate': 0.5375, 'sharpe': -0.23737176278307084, 'num_trades': 160, 'symbol': 'PYPL'}, {'total_pnl': -273394.65644830914, 'win_rate': 0.5674157303370787, 'sharpe': -0.3574402030395641, 'num_trades': 178, 'symbol': 'SQ'}, {'total_pnl': 76774.79741077039, 'win_rate': 0.5174418604651163, 'sharpe': 0.44331514143834894, 'num_trades': 172, 'symbol': 'GME'}, {'total_pnl': 2775081.576885608, 'win_rate': 0.5964912280701754, 'sharpe': 1.2710508383745267, 'num_trades': 171, 'symbol': 'COIN'}]"
18,286747.4443131906,0.5668407791954947,0.033451344996944354,1223,8,"{'vwap_length': 50, 'mfi_length': 9, 'mfi_oversold': 20, 'mfi_overbought': 80, 'regime_window': 20, 'vol_percentile': 67, 'size_factor': 1.0, 'max_position': 0.25, 'max_hold_hours': 8, 'profit_target': 0.02, 'stop_loss': 0.02}","[{'total_pnl': -470080.1821436047, 'win_rate': 0.5586206896551724, 'sharpe': -0.583405682968852, 'num_trades': 145, 'symbol': 'NVDA'}, {'total_pnl': -52169.93718600954, 'win_rate': 0.554140127388535, 'sharpe': -0.02559346088125596, 'num_trades': 157, 'symbol': 'TSLA'}, {'total_pnl': 147817.5000000043, 'win_rate': 0.5801526717557252, 'sharpe': 0.16431303077782394, 'num_trades': 131, 'symbol': 'AAPL'}, {'total_pnl': 1530476.8692095259, 'win_rate': 0.6511627906976745, 'sharpe': 0.6744397438234291, 'num_trades': 129, 'symbol': 'META'}, {'total_pnl': -692775.6629801674, 'win_rate': 0.5, 'sharpe': -1.1851850574497513, 'num_trades': 164, 'symbol': 'PYPL'}, {'total_pnl': -52580.748311927025, 'win_rate': 0.5617977528089888, 'sharpe': -0.07716517965238032, 'num_trades': 178, 'symbol': 'SQ'}, {'total_pnl': 86152.36040976451, 'win_rate': 0.5125, 'sharpe': 0.46341634340935817, 'num_trades': 160, 'symbol': 'GME'}, {'total_pnl': 1797139.3555079384, 'win_rate': 0.6163522012578616, 'sharpe': 0.8367910229171831, 'num_trades': 159, 'symbol': 'COIN'}]"
8,67538.83948012284,0.57127875000895,0.02929536400728311,797,8,"{'vwap_length': 20, 'mfi_length': 14, 'mfi_oversold': 20, 'mfi_overbought': 70, 'regime_window': 20, 'vol_percentile': 67, 'size_factor': 1.0, 'max_position': 0.25, 'max_hold_hours': 8, 'profit_target': 0.02, 'stop_loss': 0.02}","[{'total_pnl': 63614.403062895595, 'win_rate': 0.6122448979591837, 'sharpe': 0.11364807842749917, 'num_trades': 98, 'symbol': 'NVDA'}, {'total_pnl': -707502.1621316595, 'win_rate': 0.4954128440366973, 'sharpe': -0.40873547378523445, 'num_trades': 109, 'symbol': 'TSLA'}, {'total_pnl': 313759.99999999854, 'win_rate': 0.6216216216216216, 'sharpe': 0.5797479345262838, 'num_trades': 74, 'symbol': 'AAPL'}, {'total_pnl': -280777.5000000001, 'win_rate': 0.632183908045977, 'sharpe': -0.09780299969131784, 'num_trades': 87, 'symbol': 'META'}, {'total_pnl': -305396.8512522572, 'win_rate': 0.5204081632653061, 'sharpe': -0.7837037651285668, 'num_trades': 98, 'symbol': 'PYPL'}, {'total_pnl': -105467.20093922458, 'win_rate': 0.5391304347826087, 'sharpe': -0.2310829186853192, 'num_trades': 115, 'symbol': 'SQ'}, {'total_pnl': 27948.05321031611, 'win_rate': 0.5454545454545454, 'sharpe': 0.1985992659985422, 'num_trades': 110, 'symbol': 'GME'}, {'total_pnl': 1534131.9738909137, 'win_rate': 0.6037735849056604, 'sharpe': 0.8636927903963779, 'num_trades': 106, 'symbol': 'COIN'}]"
16,299783.3818131903,0.5696089197644596,0.02477812843903837,1224,8,"{'vwap_length': 50, 'mfi_length': 9, 'mfi_oversold': 20, 'mfi_overbought': 70, 'regime_window': 20, 'vol_percentile': 67, 'size_factor': 1.0, 'max_position': 0.25, 'max_hold_hours': 8, 'profit_target': 0.02, 'stop_loss': 0.02}","[{'total_pnl': -454580.18214360473, 'win_rate': 0.5655172413793104, 'sharpe': -0.5649722158613588, 'num_trades': 145, 'symbol': 'NVDA'}, {'total_pnl': -29647.437186009134, 'win_rate': 0.5632911392405063, 'sharpe': -0.014579418316241068, 'num_trades': 158, 'symbol': 'TSLA'}, {'total_pnl': 77190.00000000454, 'win_rate': 0.5801526717557252, 'sharpe': 0.08806424370367248, 'num_trades': 131, 'symbol': 'AAPL'}, {'total_pnl': 1719351.869209523, 'win_rate': 0.6511627906976745, 'sharpe': 0.7466837832128674, 'num_trades': 129, 'symbol': 'META'}, {'total_pnl': -716890.6629801674, 'win_rate': 0.5060975609756098, 'sharpe': -1.2386750820765633, 'num_trades': 164, 'symbol': 'PYPL'}, {'total_pnl': -80448.24831192716, 'win_rate': 0.5617977528089888, 'sharpe': -0.11850364947661104, 'num_trades': 178, 'symbol': 'SQ'}, {'total_pnl': 86152.36040976451, 'win_rate': 0.5125, 'sharpe': 0.46341634340935817, 'num_trades': 160, 'symbol': 'GME'}, {'total_pnl': 1797139.3555079384, 'win_rate': 0.6163522012578616, 'sharpe': 0.8367910229171831, 'num_trades': 159, 'symbol': 'COIN'}]"
10,66676.8550445936,0.5701423863725863,0.023143200973056804,797,8,"{'vwap_length': 20, 'mfi_length': 14, 'mfi_oversold': 20, 'mfi_overbought': 80, 'regime_window': 20, 'vol_percentile': 67, 'size_factor': 1.0, 'max_position': 0.25, 'max_hold_hours': 8, 'profit_target': 0.02, 'stop_loss': 0.02}","[{'total_pnl': 63614.403062895595, 'win_rate': 0.6122448979591837, 'sharpe': 0.11364807842749917, 'num_trades': 98, 'symbol': 'NVDA'}, {'total_pnl': -707502.1621316595, 'win_rate': 0.4954128440366973, 'sharpe': -0.40873547378523445, 'num_trades': 109, 'symbol': 'TSLA'}, {'total_pnl': 313759.99999999854, 'win_rate': 0.6216216216216216, 'sharpe': 0.5797479345262838, 'num_trades': 74, 'symbol': 'AAPL'}, {'total_pnl': -280777.5000000001, 'win_rate': 0.632183908045977, 'sharpe': -0.09780299969131784, 'num_trades': 87, 'symbol': 'META'}, {'total_pnl': -305396.8512522572, 'win_rate': 0.5204081632653061, 'sharpe': -0.7837037651285668, 'num_trades': 98, 'symbol': 'PYPL'}, {'total_pnl': -105467.20093922458, 'win_rate': 0.5391304347826087, 'sharpe': -0.2310829186853192, 'num_trades': 115, 'symbol': 'SQ'}, {'total_pnl': 21052.17772608225, 'win_rate': 0.5363636363636364, 'sharpe': 0.1493819617247317, 'num_trades': 110, 'symbol': 'GME'}, {'total_pnl': 1534131.9738909137, 'win_rate': 0.6037735849056604, 'sharpe': 0.8636927903963779, 'num_trades': 106, 'symbol': 'COIN'}]"
0,148201.21695629664,0.5757580657724548,0.006068988412617826,1394,8,"{'vwap_length': 20, 'mfi_length': 9, 'mfi_oversold': 20, 'mfi_overbought': 70, 'regime_window': 20, 'vol_percentile': 67, 'size_factor': 1.0, 'max_position': 0.25, 'max_hold_hours': 8, 'profit_target': 0.02, 'stop_loss': 0.02}","[{'total_pnl': -227411.32337383926, 'win_rate': 0.6127167630057804, 'sharpe': -0.2629726883167839, 'num_trades': 173, 'symbol': 'NVDA'}, {'total_pnl': -1136138.655177625, 'win_rate': 0.5235294117647059, 'sharpe': -0.5154544480497494, 'num_trades': 170, 'symbol': 'TSLA'}, {'total_pnl': 585002.4999999995, 'win_rate': 0.60625, 'sharpe': 0.6348077163186877, 'num_trades': 160, 'symbol': 'AAPL'}, {'total_pnl': 1050794.3692095284, 'win_rate': 0.6666666666666666, 'sharpe': 0.32084317727991096, 'num_trades': 156, 'symbol': 'META'}, {'total_pnl': -676318.1629801695, 'win_rate': 0.5082872928176796, 'sharpe': -1.2030368872817963, 'num_trades': 181, 'symbol': 'PYPL'}, {'total_pnl': -242120.92285107763, 'win_rate': 0.5323383084577115, 'sharpe': -0.33054905884876024, 'num_trades': 201, 'symbol': 'SQ'}, {'total_pnl': 111269.65132534776, 'win_rate': 0.550561797752809, 'sharpe': 0.5969332370712046, 'num_trades': 178, 'symbol': 'GME'}, {'total_pnl': 1720532.2794982088, 'win_rate': 0.6057142857142858, 'sharpe': 0.8079808591282291, 'num_trades': 175, 'symbol': 'COIN'}]"
2,136294.65445629653,0.5732038134048867,0.005043402086686757,1393,8,"{'vwap_length': 20, 'mfi_length': 9, 'mfi_oversold': 20, 'mfi_overbought': 80, 'regime_window': 20, 'vol_percentile': 67, 'size_factor': 1.0, 'max_position': 0.25, 'max_hold_hours': 8, 'profit_target': 0.02, 'stop_loss': 0.02}","[{'total_pnl': -239661.32337383932, 'win_rate': 0.6069364161849711, 'sharpe': -0.27677386761897627, 'num_trades': 173, 'symbol': 'NVDA'}, {'total_pnl': -1249893.6551776263, 'win_rate': 0.5088757396449705, 'sharpe': -0.5579449240505101, 'num_trades': 169, 'symbol': 'TSLA'}, {'total_pnl': 655629.9999999993, 'win_rate': 0.60625, 'sharpe': 0.6948219752577512, 'num_trades': 160, 'symbol': 'AAPL'}, {'total_pnl': 1010919.3692095292, 'win_rate': 0.6666666666666666, 'sharpe': 0.308915883036352, 'num_trades': 156, 'symbol': 'META'}, {'total_pnl': -676318.1629801695, 'win_rate': 0.5082872928176796, 'sharpe': -1.2030368872817963, 'num_trades': 181, 'symbol': 'PYPL'}, {'total_pnl': -242120.92285107763, 'win_rate': 0.5323383084577115, 'sharpe': -0.33054905884876024, 'num_trades': 201, 'symbol': 'SQ'}, {'total_pnl': 111269.65132534776, 'win_rate': 0.550561797752809, 'sharpe': 0.5969332370712046, 'num_trades': 178, 'symbol': 'GME'}, {'total_pnl': 1720532.2794982088, 'win_rate': 0.6057142857142858, 'sharpe': 0.8079808591282291, 'num_trades': 175, 'symbol': 'COIN'}]"
6,219018.92482528993,0.5630407720092325,-0.03352977632648124,1732,8,"{'vwap_length': 20, 'mfi_length': 9, 'mfi_oversold': 30, 'mfi_overbought': 80, 'regime_window': 20, 'vol_percentile': 67, 'size_factor': 1.0, 'max_position': 0.25, 'max_hold_hours': 8, 'profit_target': 0.02, 'stop_loss': 0.02}","[{'total_pnl': -401800.3074016916, 'win_rate': 0.5919282511210763, 'sharpe': -0.43602822943692643, 'num_trades': 223, 'symbol': 'NVDA'}, {'total_pnl': -1661760.0360357543, 'win_rate': 0.5045871559633027, 'sharpe': -0.6256320198245587, 'num_trades': 218, 'symbol': 'TSLA'}, {'total_pnl': 664513.0262180022, 'win_rate': 0.5909090909090909, 'sharpe': 0.6684917702472141, 'num_trades': 198, 'symbol': 'AAPL'}, {'total_pnl': 1828368.1162651891, 'win_rate': 0.6428571428571429, 'sharpe': 0.516451915262635, 'num_trades': 196, 'symbol': 'META'}, {'total_pnl': -660529.8998799045, 'win_rate': 0.5116279069767442, 'sharpe': -1.1519335012997383, 'num_trades': 215, 'symbol': 'PYPL'}, {'total_pnl': -222646.36705213736, 'win_rate': 0.5311203319502075, 'sharpe': -0.28846463024605196, 'num_trades': 241, 'symbol': 'SQ'}, {'total_pnl': 28431.66524675587, 'win_rate': 0.5155555555555555, 'sharpe': 0.13196372330905295, 'num_trades': 225, 'symbol': 'GME'}, {'total_pnl': 2177575.2012418597, 'win_rate': 0.6157407407407407, 'sharpe': 0.9169127613765234, 'num_trades': 216, 'symbol': 'COIN'}]"
4,228644.54982529004,0.5647480991166502,-0.03475342444505897,1732,8,"{'vwap_length': 20, 'mfi_length': 9, 'mfi_oversold': 30, 'mfi_overbought': 70, 'regime_window': 20, 'vol_percentile': 67, 'size_factor': 1.0, 'max_position': 0.25, 'max_hold_hours': 8, 'profit_target': 0.02, 'stop_loss': 0.02}","[{'total_pnl': -394300.30740169156, 'win_rate': 0.5964125560538116, 'sharpe': -0.4278055996923645, 'num_trades': 223, 'symbol': 'NVDA'}, {'total_pnl': -1568002.5360357524, 'win_rate': 0.5137614678899083, 'sharpe': -0.5991447077833639, 'num_trades': 218, 'symbol': 'TSLA'}, {'total_pnl': 608635.5262180025, 'win_rate': 0.5909090909090909, 'sharpe': 0.6249935972003717, 'num_trades': 198, 'symbol': 'AAPL'}, {'total_pnl': 1869993.1162651882, 'win_rate': 0.6428571428571429, 'sharpe': 0.5282347485182026, 'num_trades': 196, 'symbol': 'META'}, {'total_pnl': -660529.8998799045, 'win_rate': 0.5116279069767442, 'sharpe': -1.1519335012997383, 'num_trades': 215, 'symbol': 'PYPL'}, {'total_pnl': -232646.36705213733, 'win_rate': 0.5311203319502075, 'sharpe': -0.3012484171891558, 'num_trades': 241, 'symbol': 'SQ'}, {'total_pnl': 28431.66524675587, 'win_rate': 0.5155555555555555, 'sharpe': 0.13196372330905295, 'num_trades': 225, 'symbol': 'GME'}, {'total_pnl': 2177575.2012418597, 'win_rate': 0.6157407407407407, 'sharpe': 0.9169127613765234, 'num_trades': 216, 'symbol': 'COIN'}]"
