,params,total_trades,combined_win_rate,combined_sharpe,combined_pnl,avg_win_rate,avg_sharpe,avg_pnl
158,"{'vwap_length': 50, 'mfi_length': 11, 'mfi_oversold': 30, 'mfi_overbought': 75, 'regime_window': 20, 'vol_percentile': 67, 'size_factor': 1.0, 'max_position': 0.25, 'max_hold_hours': 32, 'profit_target': 0.02, 'stop_loss': 0.02}",11613,0.5914108313211452,0.5313803899780363,9135472.121999664,0.5933351107974447,0.12231975508158369,212452.84004650387
122,"{'vwap_length': 50, 'mfi_length': 9, 'mfi_oversold': 25, 'mfi_overbought': 75, 'regime_window': 20, 'vol_percentile': 67, 'size_factor': 1.0, 'max_position': 0.25, 'max_hold_hours': 32, 'profit_target': 0.02, 'stop_loss': 0.02}",12058,0.5942534462713835,0.5301430870285513,8558525.503052557,0.5943993346999008,0.1489104684262706,199035.4768151757
42,"{'vwap_length': 40, 'mfi_length': 9, 'mfi_oversold': 25, 'mfi_overbought': 80, 'regime_window': 20, 'vol_percentile': 67, 'size_factor': 1.0, 'max_position': 0.25, 'max_hold_hours': 16, 'profit_target': 0.02, 'stop_loss': 0.02}",13204,0.5814376706096451,0.5270403195041642,8392524.140750103,0.5789187972380052,0.23926479655120098,195174.98001744424
8,"{'vwap_length': 40, 'mfi_length': 7, 'mfi_oversold': 20, 'mfi_overbought': 80, 'regime_window': 20, 'vol_percentile': 67, 'size_factor': 1.0, 'max_position': 0.25, 'max_hold_hours': 32, 'profit_target': 0.02, 'stop_loss': 0.02}",12852,0.5995637270177625,0.5173686246688716,8797807.554762809,0.5982843361654558,0.17824657304476546,204600.17569215837
170,"{'vwap_length': 60, 'mfi_length': 7, 'mfi_oversold': 20, 'mfi_overbought': 80, 'regime_window': 20, 'vol_percentile': 67, 'size_factor': 1.0, 'max_position': 0.25, 'max_hold_hours': 32, 'profit_target': 0.02, 'stop_loss': 0.02}",12015,0.5915,0.5162847954045242,8529052.620751517,0.590396396735914,0.16324907534784328,198350.06094770966
155,"{'vwap_length': 50, 'mfi_length': 11, 'mfi_oversold': 30, 'mfi_overbought': 70, 'regime_window': 20, 'vol_percentile': 67, 'size_factor': 1.0, 'max_position': 0.25, 'max_hold_hours': 32, 'profit_target': 0.02, 'stop_loss': 0.02}",11627,0.5920757967269595,0.5082287334452092,8669869.788717175,0.5941613012410439,0.12642111229422887,201624.8788073762
43,"{'vwap_length': 40, 'mfi_length': 9, 'mfi_oversold': 25, 'mfi_overbought': 80, 'regime_window': 20, 'vol_percentile': 67, 'size_factor': 1.0, 'max_position': 0.25, 'max_hold_hours': 24, 'profit_target': 0.02, 'stop_loss': 0.02}",12672,0.5913400758533502,0.5018540842114689,8394751.749290012,0.5910602251543016,0.18130134258567154,195226.78486720967
203,"{'vwap_length': 60, 'mfi_length': 9, 'mfi_oversold': 25, 'mfi_overbought': 75, 'regime_window': 20, 'vol_percentile': 67, 'size_factor': 1.0, 'max_position': 0.25, 'max_hold_hours': 32, 'profit_target': 0.02, 'stop_loss': 0.02}",11780,0.5890853451207072,0.4984914849500994,7950786.536721431,0.5888389161889009,0.14248033595063972,184902.0124818937
239,"{'vwap_length': 60, 'mfi_length': 11, 'mfi_oversold': 30, 'mfi_overbought': 75, 'regime_window': 20, 'vol_percentile': 67, 'size_factor': 1.0, 'max_position': 0.25, 'max_hold_hours': 32, 'profit_target': 0.02, 'stop_loss': 0.02}",11318,0.5871527163333923,0.4976035986909019,8299076.0969132725,0.5892648310773281,0.11897239808651702,193001.76969565754
167,"{'vwap_length': 60, 'mfi_length': 7, 'mfi_oversold': 20, 'mfi_overbought': 75, 'regime_window': 20, 'vol_percentile': 67, 'size_factor': 1.0, 'max_position': 0.25, 'max_hold_hours': 32, 'profit_target': 0.02, 'stop_loss': 0.02}",12092,0.5938069216757741,0.49469420664734326,7909697.650555808,0.5932611017729816,0.158856490359642,183946.45698966994
236,"{'vwap_length': 60, 'mfi_length': 11, 'mfi_oversold': 30, 'mfi_overbought': 70, 'regime_window': 20, 'vol_percentile': 67, 'size_factor': 1.0, 'max_position': 0.25, 'max_hold_hours': 32, 'profit_target': 0.02, 'stop_loss': 0.02}",11338,0.5887652358240594,0.48168671411965547,7977529.337489722,0.5910017524932829,0.12629364510008226,185523.93808115635
125,"{'vwap_length': 50, 'mfi_length': 9, 'mfi_oversold': 25, 'mfi_overbought': 80, 'regime_window': 20, 'vol_percentile': 67, 'size_factor': 1.0, 'max_position': 0.25, 'max_hold_hours': 32, 'profit_target': 0.02, 'stop_loss': 0.02}",12024,0.5929380413057961,0.47074053304966085,7717421.608612293,0.5936535225105622,0.13272272971951415,179474.92113051846
5,"{'vwap_length': 40, 'mfi_length': 7, 'mfi_oversold': 20, 'mfi_overbought': 75, 'regime_window': 20, 'vol_percentile': 67, 'size_factor': 1.0, 'max_position': 0.25, 'max_hold_hours': 32, 'profit_target': 0.02, 'stop_loss': 0.02}",12927,0.5997521685254027,0.46054481363588134,7658576.791306617,0.5988450143690961,0.16529992217608966,178106.43700713076
4,"{'vwap_length': 40, 'mfi_length': 7, 'mfi_oversold': 20, 'mfi_overbought': 75, 'regime_window': 20, 'vol_percentile': 67, 'size_factor': 1.0, 'max_position': 0.25, 'max_hold_hours': 24, 'profit_target': 0.02, 'stop_loss': 0.02}",13005,0.5958429561200924,0.45402508158232785,7463668.661622697,0.5939660253158184,0.16023261613533904,173573.68980517896
38,"{'vwap_length': 40, 'mfi_length': 9, 'mfi_oversold': 25, 'mfi_overbought': 70, 'regime_window': 20, 'vol_percentile': 67, 'size_factor': 1.0, 'max_position': 0.25, 'max_hold_hours': 32, 'profit_target': 0.02, 'stop_loss': 0.02}",12611,0.6011432200698634,0.4362483877531907,7312555.759493144,0.6013509897323028,0.18002324233653583,170059.4362672824
206,"{'vwap_length': 60, 'mfi_length': 9, 'mfi_oversold': 25, 'mfi_overbought': 80, 'regime_window': 20, 'vol_percentile': 67, 'size_factor': 1.0, 'max_position': 0.25, 'max_hold_hours': 32, 'profit_target': 0.02, 'stop_loss': 0.02}",11754,0.5881751576077696,0.420661136109869,6813404.375471396,0.5883876180744871,0.11943499225558558,158451.26454584647
190,"{'vwap_length': 60, 'mfi_length': 9, 'mfi_oversold': 20, 'mfi_overbought': 70, 'regime_window': 20, 'vol_percentile': 67, 'size_factor': 1.0, 'max_position': 0.25, 'max_hold_hours': 24, 'profit_target': 0.02, 'stop_loss': 0.02}",10695,0.5870460501684762,0.3996633932538763,5597130.064390903,0.5858807714137348,0.12581439298168595,130165.81545095124
79,"{'vwap_length': 40, 'mfi_length': 11, 'mfi_oversold': 30, 'mfi_overbought': 80, 'regime_window': 20, 'vol_percentile': 67, 'size_factor': 1.0, 'max_position': 0.25, 'max_hold_hours': 24, 'profit_target': 0.02, 'stop_loss': 0.02}",12301,0.5848257896450667,0.399364984479042,6903839.670694236,0.5855944491291059,0.14585766355095106,160554.4109463776
44,"{'vwap_length': 40, 'mfi_length': 9, 'mfi_oversold': 25, 'mfi_overbought': 80, 'regime_window': 20, 'vol_percentile': 67, 'size_factor': 1.0, 'max_position': 0.25, 'max_hold_hours': 32, 'profit_target': 0.02, 'stop_loss': 0.02}",12558,0.5991070004783926,0.3937470111604987,6753058.4085845,0.5994829875290648,0.17754269646771365,157047.86996708138
189,"{'vwap_length': 60, 'mfi_length': 9, 'mfi_oversold': 20, 'mfi_overbought': 70, 'regime_window': 20, 'vol_percentile': 67, 'size_factor': 1.0, 'max_position': 0.25, 'max_hold_hours': 16, 'profit_target': 0.02, 'stop_loss': 0.02}",11085,0.5757630485822648,0.3867450954587845,5233453.718444845,0.5731021560519826,0.1521155640376732,121708.2260103452
109,"{'vwap_length': 50, 'mfi_length': 9, 'mfi_oversold': 20, 'mfi_overbought': 70, 'regime_window': 20, 'vol_percentile': 67, 'size_factor': 1.0, 'max_position': 0.25, 'max_hold_hours': 24, 'profit_target': 0.02, 'stop_loss': 0.02}",10935,0.5898938117905529,0.3824373249294543,5378359.018427825,0.5888274646010494,0.1190445224071932,125078.11670762392
41,"{'vwap_length': 40, 'mfi_length': 9, 'mfi_oversold': 25, 'mfi_overbought': 75, 'regime_window': 20, 'vol_percentile': 67, 'size_factor': 1.0, 'max_position': 0.25, 'max_hold_hours': 32, 'profit_target': 0.02, 'stop_loss': 0.02}",12592,0.5993956743002544,0.3815594545672014,6479225.016802189,0.5988870798842562,0.18019750276224153,150679.65155353918
193,"{'vwap_length': 60, 'mfi_length': 9, 'mfi_oversold': 20, 'mfi_overbought': 75, 'regime_window': 20, 'vol_percentile': 67, 'size_factor': 1.0, 'max_position': 0.25, 'max_hold_hours': 24, 'profit_target': 0.02, 'stop_loss': 0.02}",10682,0.5825679475164012,0.3711145271101645,5256389.092663189,0.5822635106684456,0.11264287400776861,122241.60680612073
75,"{'vwap_length': 40, 'mfi_length': 11, 'mfi_oversold': 30, 'mfi_overbought': 75, 'regime_window': 20, 'vol_percentile': 67, 'size_factor': 1.0, 'max_position': 0.25, 'max_hold_hours': 16, 'profit_target': 0.02, 'stop_loss': 0.02}",12977,0.5714506172839506,0.3695593178003003,6108024.527424747,0.5702811480326978,0.22590146434344094,142047.0820331337
72,"{'vwap_length': 40, 'mfi_length': 11, 'mfi_oversold': 30, 'mfi_overbought': 70, 'regime_window': 20, 'vol_percentile': 67, 'size_factor': 1.0, 'max_position': 0.25, 'max_hold_hours': 16, 'profit_target': 0.02, 'stop_loss': 0.02}",12979,0.5718253355963586,0.36244657088906507,5981538.949771505,0.5705127266193847,0.22157597349902047,139105.5569714305
112,"{'vwap_length': 50, 'mfi_length': 9, 'mfi_oversold': 20, 'mfi_overbought': 75, 'regime_window': 20, 'vol_percentile': 67, 'size_factor': 1.0, 'max_position': 0.25, 'max_hold_hours': 24, 'profit_target': 0.02, 'stop_loss': 0.02}",10922,0.5864344637946838,0.3611805860626687,5148819.340600373,0.5860305912360962,0.11151557509735435,119739.984665125
76,"{'vwap_length': 40, 'mfi_length': 11, 'mfi_oversold': 30, 'mfi_overbought': 75, 'regime_window': 20, 'vol_percentile': 67, 'size_factor': 1.0, 'max_position': 0.25, 'max_hold_hours': 24, 'profit_target': 0.02, 'stop_loss': 0.02}",12305,0.5843098958333334,0.3563741961758763,6149273.110874389,0.5850469796048897,0.13886595390040068,143006.35141568352
78,"{'vwap_length': 40, 'mfi_length': 11, 'mfi_oversold': 30, 'mfi_overbought': 80, 'regime_window': 20, 'vol_percentile': 67, 'size_factor': 1.0, 'max_position': 0.25, 'max_hold_hours': 16, 'profit_target': 0.02, 'stop_loss': 0.02}",12977,0.5714506172839506,0.3520591825865899,5848259.527424745,0.5702512088436399,0.22788306492895674,136006.03552150572
73,"{'vwap_length': 40, 'mfi_length': 11, 'mfi_oversold': 30, 'mfi_overbought': 70, 'regime_window': 20, 'vol_percentile': 67, 'size_factor': 1.0, 'max_position': 0.25, 'max_hold_hours': 24, 'profit_target': 0.02, 'stop_loss': 0.02}",12315,0.5865994470645634,0.34946792127193554,6024551.858930638,0.5874284877435363,0.1430494411972336,140105.8571844335
192,"{'vwap_length': 60, 'mfi_length': 9, 'mfi_oversold': 20, 'mfi_overbought': 75, 'regime_window': 20, 'vol_percentile': 67, 'size_factor': 1.0, 'max_position': 0.25, 'max_hold_hours': 16, 'profit_target': 0.02, 'stop_loss': 0.02}",11082,0.5732610659439927,0.34614004414076505,4725722.900922813,0.5707089805887201,0.155378317765041,109900.53257960029
80,"{'vwap_length': 40, 'mfi_length': 11, 'mfi_oversold': 30, 'mfi_overbought': 80, 'regime_window': 20, 'vol_percentile': 67, 'size_factor': 1.0, 'max_position': 0.25, 'max_hold_hours': 32, 'profit_target': 0.02, 'stop_loss': 0.02}",12143,0.5965693551047336,0.33410666615714085,5963017.967992819,0.5985251277096998,0.1336348938337818,138674.83646494924
110,"{'vwap_length': 50, 'mfi_length': 9, 'mfi_oversold': 20, 'mfi_overbought': 70, 'regime_window': 20, 'vol_percentile': 67, 'size_factor': 1.0, 'max_position': 0.25, 'max_hold_hours': 32, 'profit_target': 0.02, 'stop_loss': 0.02}",10851,0.5944649446494465,0.3256712122761037,4694418.065520159,0.5933032372507389,0.11124681926328851,109172.51315163163
144,"{'vwap_length': 50, 'mfi_length': 11, 'mfi_oversold': 25, 'mfi_overbought': 70, 'regime_window': 20, 'vol_percentile': 67, 'size_factor': 1.0, 'max_position': 0.25, 'max_hold_hours': 16, 'profit_target': 0.02, 'stop_loss': 0.02}",10695,0.563541081789257,0.3134681358545224,4296485.411013588,0.5594315652921346,0.15111266776719498,99918.26537240899
191,"{'vwap_length': 60, 'mfi_length': 9, 'mfi_oversold': 20, 'mfi_overbought': 70, 'regime_window': 20, 'vol_percentile': 67, 'size_factor': 1.0, 'max_position': 0.25, 'max_hold_hours': 32, 'profit_target': 0.02, 'stop_loss': 0.02}",10613,0.5900773438973779,0.3033816499595275,4360693.369835321,0.5885650937120149,0.11044244359826773,101411.47371710044
28,"{'vwap_length': 40, 'mfi_length': 9, 'mfi_oversold': 20, 'mfi_overbought': 70, 'regime_window': 20, 'vol_percentile': 67, 'size_factor': 1.0, 'max_position': 0.25, 'max_hold_hours': 24, 'profit_target': 0.02, 'stop_loss': 0.02}",11425,0.5936569125635185,0.2960206060849775,4409662.173083188,0.5924769281537264,0.14995770308937728,102550.28309495788
147,"{'vwap_length': 50, 'mfi_length': 11, 'mfi_oversold': 25, 'mfi_overbought': 75, 'regime_window': 20, 'vol_percentile': 67, 'size_factor': 1.0, 'max_position': 0.25, 'max_hold_hours': 16, 'profit_target': 0.02, 'stop_loss': 0.02}",10695,0.5629795994759499,0.29423182890475647,4053225.4384830506,0.5590476150997191,0.14661485762001017,94261.05670890813
