Date,close,high,low,trades,open,volume,vwap,returns,roll_std,ma_fast,ma_slow,signal,pos_size,position,position_next
2023-01-03 05:00:00,261.12,266.73,258.8,357072,265.24,42811556,261.5,,,,,0,,,
2023-01-04 05:00:00,262.37,264.05,259.2,346697,263.25,48183110,261.94,0.00478707107843146,,,,0,,,
2023-01-05 05:00:00,258.26,260.86,257.94,296085,260.69,46112140,259.19,-0.015664900712733965,,,,0,,,
2023-01-06 05:00:00,265.39,266.51,257.03,369601,260.01,55494289,262.76,0.027607837063424512,,,,0,,,
2023-01-09 05:00:00,267.11,271.79,266.49,330894,267.39,46027182,269.35,0.006481027921172666,,,,0,,,
2023-01-10 05:00:00,269.37,269.47,265.56,280297,266.07,35594348,267.84,0.00846093369772749,,,,0,,,
2023-01-11 05:00:00,274.03,274.13,269.65,302819,270.44,44757374,272.11,0.017299625051044876,,,,0,,,
2023-01-12 05:00:00,275.51,276.54,270.26,425588,274.59,61051591,274.28,0.005400868518045554,,,,0,,,
2023-01-13 05:00:00,277.4,277.65,272.65,304129,272.99,46333790,275.58,0.006860005081485099,,,,0,,,
2023-01-17 05:00:00,277.97,279.26,276.03,264397,277.21,36709011,277.71,0.00205479452054802,,,,0,,,
2023-01-18 05:00:00,274.35,281.08,274.14,331930,279.52,48246104,276.9,-0.013022988092240229,,,,0,,,
2023-01-19 05:00:00,271.66,273.85,270.41,297579,272.71,44579262,272.15,-0.009804993621286617,,,,0,,,
2023-01-20 05:00:00,279.09,279.43,272.21,327146,273.28,61037742,276.51,0.0273503644261206,,,,0,,,
2023-01-23 05:00:00,285.29,286.53,279.14,346609,279.94,53304149,284.24,0.022215056075101325,,,,0,,,
2023-01-24 05:00:00,284.71,285.87,283.14,276586,283.66,45268727,284.61,-0.0020330190332645826,,,,0,,,
2023-01-25 05:00:00,284.08,284.7,277.61,368205,280.17,51319346,281.0,-0.002212777914369024,,,,0,,,
2023-01-26 05:00:00,289.62,289.79,284.86,335985,287.52,52016979,287.59,0.019501548859476303,,,,0,,,
2023-01-27 05:00:00,292.5,294.47,288.17,352787,288.29,57204899,291.9,0.009944064636420169,,,,0,,,
2023-01-30 05:00:00,286.58,290.64,286.21,335768,289.21,49965896,287.86,-0.020239316239316296,,,,0,,,
2023-01-31 05:00:00,290.88,290.98,286.52,284932,286.62,47199466,288.95,0.015004536255146972,,276.3645,,0,,,
2023-02-01 05:00:00,297.1,299.58,288.59,520597,290.67,68246748,293.46,0.02138338833883391,,278.1635,,0,,,
2023-02-02 05:00:00,307.76,309.7,302.84,565648,303.67,84095239,306.04,0.03588017502524399,,280.433,,0,,,
2023-02-03 05:00:00,302.29,308.42,300.67,542659,301.07,77184876,304.44,-0.017773589810241686,,282.6345,,0,,,
2023-02-06 05:00:00,299.74,302.03,298.38,312183,299.66,41426828,300.2,-0.00843560819081024,,284.352,,0,,,
2023-02-07 05:00:00,305.95,307.08,298.48,478281,299.61,68006712,302.37,0.02071795556148648,,286.294,,0,,,
2023-02-08 05:00:00,300.51,305.57,299.81,353365,304.62,57453826,301.88,-0.017780683118156504,,287.851,,0,,,
2023-02-09 05:00:00,297.85,305.07,296.39,366842,304.92,49536623,300.7,-0.008851618914511916,,289.04200000000003,,0,,,
2023-02-10 05:00:00,295.9,297.74,293.48,358021,295.68,50831852,295.63,-0.006546919590397993,,290.0615,,0,,,
2023-02-13 05:00:00,300.63,301.23,296.12,280028,297.31,40227914,299.59,0.015985130111524137,,291.22299999999996,,0,,,
2023-02-14 05:00:00,302.86,303.81,297.09,478456,299.04,64548090,300.82,0.007417756045637658,,292.46750000000003,,0,,,
2023-02-15 05:00:00,305.18,305.34,300.34,310915,301.03,43727624,303.04,0.007660305091461428,,294.009,,0,,,
2023-02-16 05:00:00,299.45,304.51,299.3,427609,300.52,59964747,302.05,-0.01877580444327942,,295.3985,,0,,,
2023-02-17 05:00:00,297.34,298.1,294.32,363583,297.25,57824806,296.22,-0.007046251461011899,,296.31100000000004,,0,,,
2023-02-21 05:00:00,290.3,294.94,290.16,315146,293.49,47456062,291.98,-0.023676599179390467,,296.56149999999997,,0,,,
2023-02-22 05:00:00,290.51,292.6,288.85,337227,290.88,51803078,290.65,0.0007233895969684934,,296.8515,,0,,,
2023-02-23 05:00:00,293.05,294.34,288.84,500582,294.19,69693261,291.89,0.008743244638738767,,297.3,,0,,,
2023-02-24 05:00:00,288.14,289.25,286.37,525184,288.06,74874238,287.51,-0.016754819996587678,,297.226,,0,,,
2023-02-27 05:00:00,290.21,292.73,289.62,366107,291.32,49553397,290.84,0.007184007773998635,,297.1115,,0,,,
2023-02-28 05:00:00,289.83,292.36,289.24,390571,289.58,48659121,290.73,-0.0013093966438096905,,297.274,,0,,,
2023-03-01 05:00:00,287.5,290.2,286.52,472985,289.54,58832638,288.02,-0.00803919539040121,,297.105,,0,,,
2023-03-02 05:00:00,289.88,290.69,284.71,443703,285.0,54346619,287.51,0.00827826086956529,,296.74399999999997,,0,,,
