timestamp,action,price,shares,pnl,duration
2024-06-21 04:00:00+00:00,BUY,207.02,24.003589392785283,,
2024-07-15 04:00:00+00:00,MAX_HOLD,233.87,24.003589392785283,644.496375196285,24 days
2024-07-17 04:00:00+00:00,BUY,228.37,22.117760421390848,,2 days
2024-08-05 04:00:00+00:00,STOP_LOSS,208.8,22.117760421390848,-432.84457144661883,19 days
