date,open,high,low,close,volume,daily_return,log_return,sma_20,ema_50,bb_upper,bb_middle,bb_lower,rsi_14,atr_14,vol_ratio_20
2020-01-30 05:00:00+00:00,148.69,149.31,148.01,148.47,9537271,6.735821096581773e-05,6.735594250351085e-05,146.906,145.67650473310619,149.1966016676906,146.90599999999998,144.61539833230935,65.86879554192258,1.2744602836084495,0.9944291134462275
2020-01-31 05:00:00+00:00,148.88,149.68,148.81,149.33,15257817,0.005792415976291654,0.005775704437272822,147.175,145.8197790572981,149.2690343836794,147.17499999999998,145.08096561632055,68.7056369401574,1.269855977636418,1.53334762820119
2020-02-03 05:00:00+00:00,148.66,148.78,147.6802,148.36,9472578,-0.006495680707158669,-0.006516869447787066,147.3,145.91939556485502,149.36336618176313,147.29999999999998,145.23663381823684,62.40531176303663,1.296994836376674,0.9666554033148052
2020-02-04 05:00:00+00:00,146.97,147.03,145.8,146.43,11231967,-0.013008897276894138,-0.013094254054224486,147.252,145.93941926819406,149.34914663293682,147.25199999999998,145.15485336706314,52.15697775331207,1.3872094909211974,1.1675210408813288
2020-02-05 05:00:00+00:00,146.38,146.81,146.16,146.61,6546171,0.0012292562999385304,0.001228501383007341,147.184,145.9657165517943,149.27178734549778,147.184,145.0962126545022,52.93330582340863,1.3345516701411122,0.6881543649076681
2020-02-06 05:00:00+00:00,147.28,147.63,147.0,147.4,5072296,0.00538844553577511,0.00537397980506249,147.21099999999998,146.02196296152786,149.29529268578875,147.21099999999998,145.12670731421122,56.28594666013432,1.31208369370246,0.5890015033060889
2020-02-07 05:00:00+00:00,147.83,148.18,147.335,147.79,6841256,0.0026458616010853753,0.002642367471245244,147.299,146.0912977473503,149.32419036143315,147.29899999999998,145.2738096385668,57.88099424816346,1.278720572723713,0.8128107921836238
2020-02-10 05:00:00+00:00,148.21,148.4464,147.91,148.17,6775203,0.0025712159144732905,0.0025679159941622842,147.36200000000002,146.17281548274832,149.41309336696762,147.362,145.31090663303237,59.434156237451255,1.2342691032434492,0.8038511514920608
2020-02-11 05:00:00+00:00,148.03,148.16,147.01,147.66,5503757,-0.0034419923061347335,-0.0034479295896243656,147.454,146.23113644420917,149.38152068731762,147.45399999999998,145.52647931268234,56.426731286594176,1.2289641672974885,0.6661163420046271
2020-02-12 05:00:00+00:00,147.42,147.81,147.1567,147.54,5567596,-0.000812677773262882,-0.0008130081748625173,147.54649999999998,146.2824644267892,149.29585731056628,147.54649999999998,145.79714268943368,55.71238920717339,1.1878452982048109,0.6792944027466276
2020-02-13 05:00:00+00:00,148.24,148.58,147.9501,148.38,7306725,0.005693371289142046,0.005677225305222855,147.6385,146.36472072377785,149.35975855119167,147.63849999999996,145.91724144880826,59.57072496467304,1.1772849197616115,0.8899631454059813
2020-02-14 05:00:00+00:00,148.74,149.13,148.63,149.0,5678807,0.004178460708990528,0.004169755184079804,147.773,146.4680650091199,149.47832225695095,147.77299999999997,146.067677743049,62.18910009085658,1.146764568350068,0.6957533211772272
2020-02-18 05:00:00+00:00,149.88,151.09,149.47,150.91,12335727,0.01281879194630875,0.012737326684999495,147.9895,146.64225853817402,150.08810405985722,147.98949999999996,145.8908959401427,68.87641645737038,1.214138527753635,1.509677542763808
2020-02-19 05:00:00+00:00,151.0,151.82,150.815,151.79,10019938,0.005831290172950698,0.005814354008308875,148.24200000000002,146.84413075236327,150.8353808050578,148.24199999999996,145.6486191949421,71.38730592721912,1.199200061485518,1.2001000448872532
2020-02-20 05:00:00+00:00,152.0,152.83,151.95,152.41,8582479,0.004084590552737355,0.0040762712589907935,148.523,147.06240013462354,151.59912808576468,148.52299999999997,145.44687191423526,73.03770351640337,1.1878286285222681,1.0075450605893828
2020-02-21 05:00:00+00:00,154.43,155.2219,154.18,154.7,16658292,0.015025260809658159,0.014913499681261655,148.902,147.3619138548344,152.9176424143644,148.90199999999996,144.88635758563552,78.069347066053,1.3038337264849638,1.8716550706907618
2020-02-24 05:00:00+00:00,158.5,158.53,155.36,156.09,27533591,0.00898513251454447,0.008945006391301469,149.3075,147.7041917428801,154.3702181434536,149.30749999999995,144.2447818565463,80.45375386711765,1.4842741745931816,2.8190999325106625
2020-02-25 05:00:00+00:00,155.12,156.08,152.91,153.3,30255520,-0.017874303286565363,-0.018035978092552973,149.523,147.92363520394363,154.87213114440306,149.52299999999997,144.17386885559688,65.14374055092082,1.6053974478365263,2.8257295857259765
