timestamp,open,high,low,close,volume,MACD_line,Signal_line,MACD_hist,RSI,BB_mid,BB_upper,BB_lower,stoch_k,stoch_d,donchian_high,donchian_low
2023-12-27 16:15:00+00:00,475.455,475.475,475.2,475.47,1214804.0,0.0,0.0,0.0,,,,,,,,
2023-12-27 16:30:00+00:00,475.47,475.93,475.41,475.875,2112852.0,0.03230769230771102,0.006461538461542205,0.02584615384616882,100.0,,,,,,,
2023-12-27 16:45:00+00:00,475.875,475.9,475.71,475.775,813147.0,0.04927460004381601,0.015024150777996965,0.03425044926581904,78.9947486871669,,,,,,,
2023-12-27 17:00:00+00:00,475.77,475.93,475.57,475.875,872025.0,0.06998343544910313,0.0260160077122182,0.04396742773688493,82.86978210739004,,,,,,,
2023-12-27 17:15:00+00:00,475.88,476.07,475.78,475.84,860302.0,0.08261875167323751,0.037336556504422067,0.045282195168815445,77.48210326794529,,,,,,,
2023-12-27 17:30:00+00:00,475.84,475.97,475.29,475.4204,892398.0,0.05810432704345203,0.041490110612228064,0.016614216431223967,42.124076783742474,,,,,,,
2023-12-27 17:45:00+00:00,475.42,475.62,475.37,475.55,960173.0,0.048574172965459184,0.04290692308287429,0.005667249882584893,49.75128772378655,,,,,,,
2023-12-27 18:00:00+00:00,475.54,476.66,475.54,476.24,2793927.0,0.09559671124662827,0.05344488071562509,0.04215183053100319,71.37817226836493,,,,,,,
2023-12-27 18:15:00+00:00,476.25,476.52,476.11,476.2399,1510867.0,0.13134033284870839,0.06902397114224175,0.062316361706466636,71.37337779546151,,,,,,,
2023-12-27 18:30:00+00:00,476.25,476.46,476.14,476.44,1045764.0,0.17381023202017332,0.08998122331782807,0.08382900870234525,74.9930405364641,,,,,,,
2023-12-27 18:45:00+00:00,476.44,476.49,476.01,476.02,2446126.0,0.171599352658518,0.10630484918596605,0.06529450347255195,58.32335567886764,,,,,,,
2023-12-27 19:00:00+00:00,476.02,476.0203,474.89,475.11,3085125.0,0.09531904144751024,0.1041076876382749,-0.008788646190764651,38.40447151992694,,,,,,,
2023-12-27 19:15:00+00:00,475.12,476.02,474.97,475.8062,1982054.0,0.09000632991239854,0.10128741609309963,-0.011281086180701089,51.93047860335814,,,,,,,
2023-12-27 19:30:00+00:00,475.8,475.83,475.19,475.32,3721483.0,0.04603305073339925,0.09023654302115956,-0.04420349228776031,44.56967091754608,,,,,,,
2023-12-27 19:45:00+00:00,475.32,475.57,475.19,475.51,1575580.0,0.02621315336261887,0.07743186508945142,-0.05121871172683255,47.6900732081829,,,,,,,
2023-12-27 20:00:00+00:00,475.51,475.8799,475.3888,475.69,1851018.0,0.024744992706132507,0.06689449061278764,-0.042149497906655134,50.531246267418716,,,,34.839924670432815,,,
2023-12-27 20:15:00+00:00,475.665,475.935,475.36,475.645,2048697.0,0.01972298657688043,0.0574601898056062,-0.03773720322872577,49.80297437525525,,,,40.960451977400446,,,
2023-12-27 20:30:00+00:00,475.63,476.02,475.35,475.3913,2169986.0,-0.004674573627767131,0.04503323711893154,-0.04970781074669867,45.79568474190857,,,,38.72504708097885,38.17514124293737,,
2023-12-27 20:45:00+00:00,475.4,476.57,475.16,476.51,9818616.0,0.06550482591137552,0.04912755487742034,0.016377271033955178,60.781098320709155,,,,54.16760828625144,44.617702448210245,,
2023-12-27 21:00:00+00:00,476.5,476.73,476.2344,476.6,7858625.0,0.1269216793860437,0.06468637977914501,0.06223529960689869,61.69850964952075,475.81638999999996,476.65073306436415,474.98204693563576,70.9274134119377,54.606689593056,476.73,474.89
2023-12-27 21:15:00+00:00,476.59,476.62,476.2401,476.42,1686737.0,0.15923492151705432,0.08359608812672689,0.07563883339032743,58.73906397421717,475.86388999999997,476.72300137173977,475.00477862826017,89.20412675018383,71.43304948279099,476.73,474.89
2023-12-27 21:30:00+00:00,476.51,476.58,476.48,476.58,812593.0,0.19550045399557803,0.10597696130049712,0.0895234926950809,60.55044561432864,475.89914,476.8160779830949,474.9822020169051,89.31159420289816,83.14771145500657,476.73,474.89
2023-12-27 21:45:00+00:00,476.57,476.63,476.52,476.6099,59849.0,0.2240708802508493,0.12959574509056757,0.09447513516028175,60.89593024620259,475.940885,476.9086386273573,474.9731313726427,89.49094202898436,89.33555432735545,476.73,474.89
2023-12-27 22:00:00+00:00,476.58,476.64,476.51,476.61,874777.0,0.24390958024866904,0.15245851212218786,0.09145106812648118,60.89716365882083,475.9776349999999,476.9896638580761,474.96560614192373,92.93297101449151,90.578502415458,476.73,474.89
2023-12-27 22:15:00+00:00,476.6,476.61,476.57,476.57,12213.0,0.2534822417255782,0.17266325804286595,0.08081898368271226,60.08083125573317,476.01413500000007,477.05743637397956,474.9708336260206,92.75181159420184,91.72524154589257,476.73,474.89
2023-12-27 22:30:00+00:00,476.59,476.5999,476.56,476.56,1755.0,0.2572957828630251,0.18958976300689778,0.06770601985612734,59.8647754108362,476.071115,477.102290342229,475.039939657771,91.70783926218633,92.46420729029323,476.73,474.89
2023-12-27 22:45:00+00:00,476.56,476.6,476.54,476.54,8754.0,0.2557560127243619,0.20282301295039062,0.05293299977397126,59.40466157595743,476.120615,477.1414577463311,475.09977225366885,89.84778202965617,91.43581096201478,476.73,474.89
2023-12-27 23:00:00+00:00,476.56,476.6,476.43,476.59,25753.0,0.2556236456616716,0.21338313949264684,0.04224050616902478,60.22766142272807,476.1381149999999,477.17937072828397,475.09685927171586,89.77393360355022,90.44318496513091,476.73,474.89
2023-12-27 23:15:00+00:00,476.59,476.66,476.52,476.57,12322.0,0.2510114076990817,0.22090879313393383,0.030102614565147873,59.70624105352941,476.15461999999997,477.21299315596303,475.0962468440369,89.5966029723977,89.73943953520137,476.73,474.89
2023-12-27 23:30:00+00:00,476.55,476.57,476.5,476.55,10703.0,0.24294186048962274,0.22531540660507163,0.017626453884551113,59.15471498828133,476.16012,477.2258551159004,475.0943848840996,89.80891719745058,89.72648459113283,476.73,474.89
2023-12-27 23:45:00+00:00,476.56,476.6073,476.54,476.55,8614.0,0.23385099745661364,0.22702252477538004,0.006828472681233599,59.15471498828133,476.18661999999995,477.26397901771537,475.1092609822845,88.95966029723904,89.45506015569578,476.73,474.89
2023-12-28 00:00:00+00:00,476.5601,476.74,476.5601,476.7,17042.0,0.23602936975322564,0.22882389377094917,0.007205475982276471,62.19248619683143,476.26612000000006,477.2385158531165,475.2937241468836,91.51280604154833,90.09379451207933,476.74,474.97
2023-12-28 00:15:00+00:00,476.69,476.7496,476.69,476.73,3133.0,0.2374394407006548,0.2305470031568903,0.006892437543764507,62.788565742506705,476.31230999999997,477.28047353316344,475.3441464668365,94.06634615047693,91.51293749642143,476.7496,475.16
2023-12-28 00:30:00+00:00,476.7399,476.79,476.7399,476.76,4200.0,0.23823149696204382,0.23208390191792103,0.0061475950441227944,63.40982837120517,476.38431,477.2505705877535,475.51804941224657,96.06948974462051,93.88288064554858,476.79,475.16
2023-12-28 00:45:00+00:00,476.76,476.9,476.75,476.9,9264.0,0.24730525617576404,0.23512817276948966,0.01217708340627438,66.24228535178383,476.45381,477.24445908418085,475.6631609158191,96.91337160116103,95.6830691654195,476.9,475.16
2023-12-28 09:00:00+00:00,477.05,477.07,476.93,477.0,17886.0,0.2595732412443681,0.24001718646446538,0.019556054779902715,68.13946553859864,476.51930999999996,477.25893453888887,475.77968546111106,94.53565420985494,95.83950518521216,477.07,475.16
2023-12-28 09:15:00+00:00,476.98,477.02,476.98,477.0,778.0,0.26622681084234046,0.24525911134004041,0.02096769950230004,68.13946553859864,476.58706,477.23160060800603,475.942519391994,92.70833333333388,94.71911971478329,477.07,475.16
2023-12-28 09:30:00+00:00,477.1,477.1,477.07,477.1,17483.0,0.27638300570299634,0.2514838902126316,0.02489911549036472,70.08902075855941,476.67249499999997,477.04541731715466,476.2995726828453,92.70833333333388,93.31744029217424,477.1,475.16
2023-12-28 09:45:00+00:00,477.1,477.1,476.98,477.0,590.0,0.2732132665687459,0.2558297654838545,0.017383501084891395,65.75588969164588,476.69699499999996,477.0888696871405,476.3051203128594,91.37904228855648,92.26523631840807,477.1,476.2344
2023-12-28 10:00:00+00:00,477.17,477.21,477.17,477.2,1456.0,0.2835707271721617,0.26137795782151596,0.022192769350645736,69.77992718673258,476.7269950000001,477.17539411955937,476.27859588044083,94.59752519453947,92.89496693880994,477.21,476.2401
2023-12-28 10:15:00+00:00,477.2,477.2,477.2,477.2,1727.0,0.28845397149478913,0.26679316055617064,0.02166081093861849,69.77992718673258,476.76599500000003,477.23707689242315,476.2949131075769,94.17017476718941,93.38224741676179,477.21,476.43
2023-12-28 10:30:00+00:00,477.2,477.2,477.0,477.0,1756.0,0.2730382344655595,0.2680421753380484,0.00499605912751111,61.41062896024706,476.78699500000005,477.2606049682234,476.3133850317767,89.2861442157231,92.68461472581733,477.21,476.43
2023-12-28 10:45:00+00:00,476.98,477.02,476.87,476.92,9128.0,0.25146706460543555,0.26472715319152584,-0.01326008858609029,58.393672807444766,476.80249999999995,477.2719845998264,476.3330154001735,76.09847116889607,86.51826338393619,477.21,476.43
2023-12-28 11:00:00+00:00,476.96,477.1,476.95,477.1,3379.0,0.24605982822379246,0.2609936881979792,-0.014933859974186725,62.819622282954064,476.82700000000006,477.3052467982126,476.34875320178753,71.05318478032754,78.81260005498224,477.21,476.43
2023-12-28 11:15:00+00:00,477.02,477.02,476.94,476.99,840.0,0.23024436008182647,0.2548438225747487,-0.02459946249292222,58.70945069954058,476.84799999999996,477.31549500419567,476.38050499580424,69.62855246058548,72.26006946993635,477.21,476.43
2023-12-28 11:30:00+00:00,476.86,476.91,476.85,476.85,2495.0,0.20406136526878527,0.24468733111355603,-0.04062596584477077,53.87781031703602,476.8625,477.30994302783535,476.4150569721647,60.166652857841456,66.94946336625149,477.21,476.43
