,timestamp,action,price,size,stop_loss,take_profit,regime,pnl,reason
0,2022-01-06 14:00:00,BUY,170.96,1457,169.93014832299588,173.53462919251035,bear_high_vol,,
1,2022-01-06 16:00:00,SELL,171.86,1457,,,bear_high_vol,1311.3000000000084,technical
2,2022-01-07 13:00:00,BUY,171.55,4395,171.05,172.8,bear_high_vol,,
3,2022-01-07 15:00:00,SELL,173.42,4395,,,bear_high_vol,8218.649999999896,stop_or_target
4,2022-01-20 12:00:00,BUY,166.58,1239,166.08,167.58,bear_med_vol,,
5,2022-01-20 17:00:00,SELL,167.23,1239,,,bear_med_vol,805.3499999999718,technical
6,2022-02-07 14:00:00,BUY,170.2,515,169.2290591383159,172.14188172336816,bull_high_vol,,
7,2022-02-08 15:00:00,SELL,170.7117,515,,,bull_high_vol,263.52550000000974,max_hold_time
8,2022-02-10 15:00:00,BUY,170.018,636,169.23205338515731,171.5898932296854,bear_med_vol,,
9,2022-02-10 22:00:00,SELL,169.1,636,,,bear_med_vol,-583.848000000004,stop_or_target
10,2022-02-11 10:00:00,BUY,168.66,921,168.16,169.66,bull_high_vol,,
11,2022-02-11 14:00:00,SELL,170.09,921,,,bull_high_vol,1317.0300000000063,stop_or_target
12,2022-02-11 15:00:00,BUY,169.075,454,167.97431227284758,171.27637545430483,bull_high_vol,,
13,2022-02-11 20:00:00,SELL,167.58,454,,,bull_high_vol,-678.7299999999891,stop_or_target
14,2022-02-14 15:00:00,BUY,164.31,193,162.7545485301376,166.6431772047936,bull_med_vol,,
15,2022-02-15 00:00:00,SELL,165.6,193,,,bull_med_vol,248.96999999999846,technical
16,2022-02-22 14:00:00,BUY,162.515,353,161.09701582855874,165.3509683428825,bear_med_vol,,
17,2022-02-22 18:00:00,SELL,161.08,353,,,bear_med_vol,-506.55499999999074,stop_or_target
18,2022-02-24 10:00:00,BUY,158.4,647,156.5444292617849,163.03892684553776,bear_high_vol,,
19,2022-02-24 17:00:00,SELL,156.4499,647,,,bear_high_vol,-1261.7146999999948,stop_or_target
20,2022-03-09 14:00:00,BUY,168.15,344,166.69443190332706,171.06113619334587,bull_high_vol,,
21,2022-03-09 16:00:00,SELL,169.86,344,,,bull_high_vol,588.2400000000027,technical
22,2022-03-14 12:00:00,BUY,170.0,2737,169.45198483849043,171.37003790377392,bear_high_vol,,
23,2022-03-14 13:00:00,SELL,173.02,2737,,,bear_high_vol,8265.740000000029,stop_or_target
24,2022-03-18 15:00:00,BUY,174.03,319,172.46102246172563,177.16795507654874,bull_high_vol,,
25,2022-03-18 19:00:00,SELL,174.73,319,,,bull_high_vol,223.29999999999637,technical
26,2022-03-23 13:00:00,BUY,174.98,667,174.48,175.73,bull_med_vol,,
27,2022-03-23 14:00:00,SELL,174.47,667,,,bull_med_vol,-340.16999999999393,stop_or_target
28,2022-03-23 15:00:00,BUY,174.3422,480,173.71703661798793,175.27994507301807,bull_med_vol,,
29,2022-03-24 16:00:00,SELL,174.54,480,,,bull_med_vol,94.94400000000041,max_hold_time
30,2022-04-01 13:00:00,BUY,176.26,346,174.8163731685176,179.14725366296474,bull_high_vol,,
31,2022-04-01 19:00:00,SELL,178.2,346,,,bull_high_vol,671.2399999999992,technical
32,2022-04-11 15:00:00,BUY,180.9,335,179.40949210998778,183.88101578002446,bull_high_vol,,
33,2022-04-12 13:00:00,SELL,179.02,335,,,bull_high_vol,-629.7999999999985,stop_or_target
34,2022-04-25 11:00:00,BUY,180.76,311,179.6023389802845,182.49649152957326,bull_med_vol,,
35,2022-04-25 13:00:00,SELL,182.89,311,,,bull_med_vol,662.4299999999986,stop_or_target
36,2022-04-27 14:00:00,BUY,183.28,349,181.84905120627278,186.14189758745445,bull_high_vol,,
37,2022-04-28 15:00:00,SELL,183.22,349,,,bull_high_vol,-20.940000000000794,max_hold_time
38,2022-04-29 13:00:00,BUY,181.56,366,180.19437172946482,184.29125654107034,bull_high_vol,,
39,2022-05-02 12:00:00,SELL,180.31,366,,,bull_high_vol,-457.5,max_hold_time
40,2022-05-02 13:00:00,BUY,179.7,1194,178.44323343180486,182.84191642048782,bear_high_vol,,
41,2022-05-02 17:00:00,SELL,178.03,1194,,,bear_high_vol,-1993.979999999985,stop_or_target
42,2022-05-03 12:00:00,BUY,177.2,1439,176.15733291115006,179.8066677221248,bear_high_vol,,
43,2022-05-03 15:00:00,SELL,180.08,1439,,,bear_high_vol,4144.320000000034,stop_or_target
44,2022-05-06 15:00:00,BUY,174.89,1036,173.4420404197463,178.5098989506342,bear_high_vol,,
45,2022-05-09 09:00:00,SELL,174.76,1036,,,bear_high_vol,-134.6799999999953,max_hold_time
46,2022-05-27 15:00:00,BUY,179.17,270,178.0602652180769,180.83460217288462,bull_med_vol,,
47,2022-05-27 19:00:00,SELL,181.09,270,,,bull_med_vol,518.4000000000043,stop_or_target
48,2022-06-02 14:00:00,BUY,174.86,340,173.3913301228406,177.79733975431884,bull_high_vol,,
49,2022-06-02 20:00:00,SELL,177.15,340,,,bull_high_vol,778.5999999999973,technical
50,2022-06-13 10:00:00,BUY,170.12,367,169.02905292775824,172.30189414448355,bull_high_vol,,
51,2022-06-13 16:00:00,SELL,171.56,367,,,bull_high_vol,528.4799999999991,technical
52,2022-06-14 13:00:00,BUY,169.89,1033,168.43772218659478,173.52069453351297,bear_high_vol,,
53,2022-06-14 15:00:00,SELL,168.35,1033,,,bear_high_vol,-1590.8199999999918,stop_or_target
54,2022-06-28 15:00:00,BUY,178.08,266,176.2007417057654,181.83851658846922,bear_med_vol,,
55,2022-06-29 16:00:00,SELL,177.83,266,,,bear_med_vol,-66.5,max_hold_time
56,2022-07-01 13:00:00,BUY,178.23,900,176.56322620931496,182.39693447671257,bear_high_vol,,
57,2022-07-01 19:00:00,SELL,179.52,900,,,bear_high_vol,1161.0000000000184,technical
58,2022-07-14 10:00:00,BUY,174.51,476,174.00571573639397,175.26642639540904,bull_med_vol,,
59,2022-07-14 12:00:00,SELL,173.51,476,,,bull_med_vol,-476.0,stop_or_target
60,2022-07-19 13:00:00,BUY,175.745,500,173.745,180.745,bear_high_vol,,
61,2022-07-19 15:00:00,SELL,172.93,500,,,bear_high_vol,-1407.4999999999989,stop_or_target
62,2022-07-20 10:00:00,BUY,172.1,918,170.7932423272255,175.36689418193623,bear_high_vol,,
63,2022-07-20 13:00:00,SELL,170.95,918,,,bear_high_vol,-1055.7000000000053,technical
64,2022-07-21 12:00:00,BUY,170.69,673,169.94716197816294,172.1756760436741,bear_med_vol,,
65,2022-07-21 20:00:00,SELL,171.0,673,,,bear_med_vol,208.63000000000153,technical
66,2022-07-29 14:00:00,BUY,173.13,459,172.0396958802123,175.3106082395754,bear_med_vol,,
67,2022-07-29 15:00:00,SELL,173.75,459,,,bear_med_vol,284.5800000000021,technical
68,2022-08-02 11:00:00,BUY,173.5,811,173.0,174.25,bull_med_vol,,
69,2022-08-02 13:00:00,SELL,174.655,811,,,bull_med_vol,936.705000000001,stop_or_target
70,2022-08-03 13:00:00,BUY,172.43,483,171.39528183620672,174.49943632758655,bear_med_vol,,
71,2022-08-03 15:00:00,SELL,174.68,483,,,bear_med_vol,1086.75,stop_or_target
72,2022-08-04 14:00:00,BUY,173.64,326,172.71944749080836,175.0208287637874,bull_med_vol,,
73,2022-08-04 16:00:00,SELL,172.1,326,,,bull_med_vol,-502.0399999999974,stop_or_target
74,2022-08-05 12:00:00,BUY,171.5,428,170.7997495744148,172.55037563837783,bull_med_vol,,
75,2022-08-05 15:00:00,SELL,170.77,428,,,bull_med_vol,-312.4399999999956,stop_or_target
76,2022-08-11 13:00:00,BUY,168.46,475,167.4067011068254,170.5665977863492,bull_high_vol,,
77,2022-08-11 19:00:00,SELL,167.18,475,,,bull_high_vol,-608.0000000000006,stop_or_target
78,2022-08-12 10:00:00,BUY,167.45,720,166.89480850291432,168.56038299417133,bull_high_vol,,
79,2022-08-12 13:00:00,SELL,165.84,720,,,bull_high_vol,-1159.1999999999894,stop_or_target
80,2022-08-12 14:00:00,BUY,165.3601,415,164.15546958128238,167.76936083743522,bull_high_vol,,
81,2022-08-15 08:00:00,SELL,165.58,415,,,bull_high_vol,91.25850000000995,max_hold_time
82,2022-08-15 11:00:00,BUY,165.3,1480,164.8,166.3,bull_high_vol,,
83,2022-08-15 16:00:00,SELL,166.66,1480,,,bull_high_vol,2012.7999999999781,stop_or_target
84,2022-08-24 13:00:00,BUY,165.25,583,164.39283589652788,166.96432820694426,bear_med_vol,,
85,2022-08-25 14:00:00,SELL,165.79,583,,,bear_med_vol,314.8199999999954,max_hold_time
86,2022-09-01 12:00:00,BUY,161.21,3287,160.71,162.46,bear_high_vol,,
87,2022-09-01 13:00:00,SELL,163.7,3287,,,bear_high_vol,8184.629999999936,stop_or_target
88,2022-09-07 11:00:00,BUY,162.99,3745,162.49,164.24,bear_high_vol,,
89,2022-09-07 14:00:00,SELL,163.64,3745,,,bear_high_vol,2434.249999999915,technical
90,2022-09-07 15:00:00,BUY,163.47,541,162.54512881574996,165.3197423685001,bear_med_vol,,
91,2022-09-07 16:00:00,SELL,163.75,541,,,bear_med_vol,151.48000000000062,technical
92,2022-09-08 13:00:00,BUY,163.585,630,162.7916977032162,165.17160459356765,bear_med_vol,,
93,2022-09-08 14:00:00,SELL,164.35,630,,,bear_med_vol,481.9499999999914,technical
94,2022-09-28 13:00:00,BUY,165.59,1011,164.10648440338963,169.29878899152595,bear_high_vol,,
95,2022-09-28 14:00:00,SELL,166.68,1011,,,bear_high_vol,1101.9900000000034,technical
96,2022-09-29 12:00:00,BUY,165.6,1162,165.1,166.6,bear_med_vol,,
97,2022-09-29 13:00:00,SELL,164.48,1162,,,bear_med_vol,-1301.4400000000053,stop_or_target
98,2022-10-03 13:00:00,BUY,162.535,367,161.1711454872857,165.26270902542856,bear_med_vol,,
99,2022-10-04 13:00:00,SELL,165.295,367,,,bear_med_vol,1012.9199999999967,stop_or_target
100,2022-10-06 13:00:00,BUY,162.7184,380,161.4038803589445,165.34743928211105,bear_med_vol,,
101,2022-10-07 13:00:00,SELL,160.81,380,,,bear_med_vol,-725.1920000000001,stop_or_target
102,2022-10-13 12:00:00,BUY,161.0633,881,159.36055887603905,165.3201528099024,bear_high_vol,,
103,2022-10-13 13:00:00,SELL,162.24,881,,,bear_high_vol,1036.6727000000096,technical
104,2022-10-20 12:00:00,BUY,164.5,862,163.92021627369783,165.65956745260434,bull_high_vol,,
105,2022-10-20 14:00:00,SELL,165.615,862,,,bull_high_vol,961.1300000000078,technical
106,2022-10-20 15:00:00,BUY,164.73,458,163.63910111803153,166.91179776393693,bull_high_vol,,
107,2022-10-21 13:00:00,SELL,167.09,458,,,bull_high_vol,1080.8800000000062,stop_or_target
108,2022-11-01 14:00:00,BUY,171.89,287,170.1464214339081,175.37715713218378,bull_high_vol,,
109,2022-11-01 18:00:00,SELL,173.48,287,,,bull_high_vol,456.33000000000095,technical
110,2022-11-02 14:00:00,BUY,171.285,239,170.0293072485218,173.1685391272173,bull_med_vol,,
111,2022-11-03 12:00:00,SELL,170.0,239,,,bull_med_vol,-307.1149999999992,stop_or_target
112,2022-11-28 13:00:00,BUY,176.5,4267,176.0,177.75,bear_high_vol,,
113,2022-11-28 14:00:00,SELL,177.17,4267,,,bear_high_vol,2858.8899999999467,technical
114,2022-12-07 12:00:00,BUY,175.3,784,174.66260297545736,176.57479404908534,bear_med_vol,,
115,2022-12-07 15:00:00,SELL,177.14,784,,,bear_med_vol,1442.5599999999804,stop_or_target
116,2022-12-23 14:00:00,BUY,176.035,519,175.07132634803395,177.96234730393206,bull_high_vol,,
117,2022-12-23 15:00:00,SELL,176.78,519,,,bull_high_vol,386.65500000000236,technical
118,2023-01-13 13:00:00,BUY,173.27,868,172.69393020666578,174.42213958666846,bear_med_vol,,
119,2023-01-17 09:00:00,SELL,173.45,868,,,bear_med_vol,156.23999999998125,max_hold_time
120,2023-01-18 14:00:00,BUY,170.5101,266,169.3824844574031,172.2015233138953,bull_med_vol,,
121,2023-01-19 12:00:00,SELL,169.18,266,,,bull_med_vol,-353.80659999999665,stop_or_target
122,2023-01-20 14:00:00,BUY,168.85,1522,167.86474086650455,171.31314783373858,bear_high_vol,,
123,2023-01-20 17:00:00,SELL,167.715,1522,,,bear_high_vol,-1727.4699999999862,stop_or_target
124,2023-01-27 14:00:00,BUY,168.2,584,167.34414246297774,169.91171507404448,bull_high_vol,,
125,2023-01-27 16:00:00,SELL,168.71,584,,,bull_high_vol,297.8400000000113,technical
126,2023-02-07 14:00:00,BUY,161.79,310,160.17456444521818,165.0208711095636,bull_high_vol,,
127,2023-02-08 15:00:00,SELL,163.7,310,,,bull_high_vol,592.099999999999,max_hold_time
128,2023-02-13 13:00:00,BUY,161.51,1390,161.01,162.51,bear_med_vol,,
129,2023-02-13 15:00:00,SELL,162.66,1390,,,bear_med_vol,1598.500000000008,stop_or_target
130,2023-02-15 10:00:00,BUY,161.7,1271,161.2,162.45,bull_med_vol,,
131,2023-02-15 14:00:00,SELL,161.11,1271,,,bull_med_vol,-749.8899999999683,stop_or_target
