timestamp,open,high,low,close,volume
2023-12-28 09:30:00+00:00,477.1,477.1,477.07,477.1,17483.0
2023-12-28 09:45:00+00:00,477.1,477.1,476.98,477.0,590.0
2023-12-28 10:00:00+00:00,477.17,477.21,477.17,477.2,1456.0
2023-12-28 10:15:00+00:00,477.2,477.2,477.2,477.2,1727.0
2023-12-28 10:30:00+00:00,477.2,477.2,477.0,477.0,1756.0
2023-12-28 10:45:00+00:00,476.98,477.02,476.87,476.92,9128.0
2023-12-28 11:00:00+00:00,476.96,477.1,476.95,477.1,3379.0
2023-12-28 11:15:00+00:00,477.02,477.02,476.94,476.99,840.0
2023-12-28 11:30:00+00:00,476.86,476.91,476.85,476.85,2495.0
2023-12-28 11:45:00+00:00,476.85,477.01,476.85,477.0,1361.0
2023-12-28 12:00:00+00:00,476.97,477.03,476.93,477.03,26878.0
2023-12-28 12:15:00+00:00,477.05,477.19,477.05,477.16,11694.0
2023-12-28 12:30:00+00:00,477.16,477.23,477.13,477.15,16733.0
2023-12-28 12:45:00+00:00,477.19,477.19,477.05,477.05,95487.0
2023-12-28 13:00:00+00:00,476.96,477.58,476.94,476.99,125346.0
2023-12-28 13:15:00+00:00,476.99,477.24,476.99,477.11,44873.0
2023-12-28 13:30:00+00:00,477.14,477.25,477.02,477.16,28976.0
2023-12-28 13:45:00+00:00,477.13,477.13,476.65,476.65,107102.0
2023-12-28 14:00:00+00:00,476.72,476.79,476.6,476.74,57831.0
2023-12-28 14:15:00+00:00,476.79,476.95,476.71,476.84,44503.0
2023-12-28 14:30:00+00:00,476.85,477.385,476.81,476.86,2322084.0
2023-12-28 14:45:00+00:00,476.86,477.28,476.8,477.19,1110176.0
2023-12-28 15:00:00+00:00,477.18,477.2,476.805,476.92,1289085.0
2023-12-28 15:15:00+00:00,476.925,477.3,476.9,477.2687,1275706.0
2023-12-28 15:30:00+00:00,477.27,477.42,477.15,477.24,1615166.0
2023-12-28 15:45:00+00:00,477.24,477.5,476.955,477.08,1541349.0
2023-12-28 16:00:00+00:00,477.08,477.14,476.76,476.99,1177583.0
2023-12-29 09:30:00+00:00,477.32,477.32,477.24,477.28,2970.0
2023-12-29 09:45:00+00:00,477.14,477.17,477.11,477.11,13893.0
2023-12-29 10:00:00+00:00,477.12,477.18,477.07,477.13,12607.0
2023-12-29 10:15:00+00:00,477.22,477.22,476.97,477.01,3661.0
2023-12-29 10:30:00+00:00,477.0,477.18,477.0,477.13,1620.0
2023-12-29 10:45:00+00:00,477.18,477.23,477.18,477.23,1177.0
2023-12-29 11:00:00+00:00,477.1,477.18,477.1,477.18,1822.0
2023-12-29 11:15:00+00:00,477.13,477.22,477.12,477.17,2409.0
2023-12-29 11:30:00+00:00,477.1,477.3,477.1,477.3,1771.0
2023-12-29 11:45:00+00:00,477.33,477.36,477.2,477.26,4562.0
2023-12-29 12:00:00+00:00,477.19,477.24,476.79,476.79,34418.0
2023-12-29 12:15:00+00:00,476.851,476.99,476.83,476.83,7240.0
2023-12-29 12:30:00+00:00,476.88,476.9,476.54,476.72,23260.0
2023-12-29 12:45:00+00:00,476.74,476.74,476.62,476.7,16830.0
2023-12-29 13:00:00+00:00,477.0,477.63,476.56,476.72,64865.0
2023-12-29 13:15:00+00:00,476.66,476.74,476.48,476.73,31116.0
2023-12-29 13:30:00+00:00,476.75,476.83,476.69,476.73,33982.0
2023-12-29 13:45:00+00:00,476.74,476.74,476.51,476.51,43353.0
2023-12-29 14:00:00+00:00,476.53,476.72,476.53,476.6,73219.0
2023-12-29 14:15:00+00:00,476.62,476.66,476.44,476.5,66652.0
