,symbol,orig_time,vec_time,speedup,orig_trades,vec_trades,orig_pnl,vec_pnl
0,META,19.80291438102722,0.06667923927307129,296.9877070721879,296,296,3028494.28095241,3028494.28095241
1,NVDA,19.477911949157715,0.08616352081298828,226.05752138927934,330,330,-313589.73580671195,-313589.73580671195
2,TSLA,19.69297456741333,0.07754206657409668,253.96504681230496,359,359,349465.82279582863,349465.82279582863
3,AAPL,18.893306732177734,0.07582688331604004,249.16369901993767,283,283,506173.02621799894,506173.02621799894
4,AMD,19.56251835823059,0.08575177192687988,228.12961083663035,365,365,336101.9882228909,336101.9882228909
