,timestamp,action,price,size,regime,pnl,exit_reason
46,2023-05-22 16:00:00,BUY,157.44,0.25,bear_high_vol,,
47,2023-05-23 16:00:00,SELL,157.47,,none,750.0000000000284,time_exit
48,2023-05-25 15:00:00,BUY,153.96,0.25,bear_high_vol,,
49,2023-05-26 14:00:00,SELL,154.9272,,bear_high_vol,24179.999999999778,signal
50,2023-06-21 13:00:00,BUY,163.34,0.25,bear_high_vol,,
51,2023-06-21 14:00:00,SELL,164.74,,bull_high_vol,35000.000000000146,signal
52,2023-06-21 19:00:00,BUY,163.87,0.25,bull_high_vol,,
53,2023-06-22 13:00:00,SELL,164.97,,bear_high_vol,27499.999999999858,signal
54,2023-06-26 13:00:00,BUY,161.6001,0.25,bear_high_vol,,
55,2023-06-27 13:00:00,SELL,162.62,,bear_high_vol,25497.500000000175,time_exit
56,2023-07-03 13:00:00,BUY,163.76,0.25,bear_high_vol,,
57,2023-07-05 11:00:00,SELL,163.75,,none,-249.99999999977263,time_exit
58,2023-07-07 15:00:00,BUY,159.595,0.25,bear_high_vol,,
59,2023-07-10 09:00:00,SELL,159.5,,none,-2374.999999999972,time_exit
60,2023-07-10 14:00:00,BUY,159.55,0.25,bear_high_vol,,
61,2023-07-10 20:00:00,SELL,159.51,,none,-1000.0000000005116,signal
62,2023-07-31 10:00:00,BUY,172.22,0.25,bear_high_vol,,
63,2023-07-31 13:00:00,SELL,168.65,,bear_high_vol,-89249.99999999983,stop_loss
64,2023-07-31 14:00:00,BUY,167.0,0.25,bear_high_vol,,
65,2023-08-01 14:00:00,SELL,167.97,,none,24249.99999999997,time_exit
66,2023-08-04 19:00:00,BUY,169.08,0.25,bear_high_vol,,
67,2023-08-07 12:00:00,SELL,168.94,,bear_high_vol,-3500.0000000003693,time_exit
68,2023-08-10 17:00:00,BUY,171.76,0.25,bear_high_vol,,
69,2023-08-10 18:00:00,SELL,173.22,,bear_high_vol,36500.0000000002,signal
70,2023-08-10 19:00:00,BUY,172.175,0.25,bear_high_vol,,
71,2023-08-11 14:00:00,SELL,173.56,,bull_high_vol,34624.999999999774,signal
72,2023-08-14 16:00:00,BUY,171.94,0.25,bear_high_vol,,
73,2023-08-14 19:00:00,SELL,173.46,,bull_high_vol,38000.000000000255,signal
74,2023-08-21 12:00:00,BUY,169.5,0.25,bear_high_vol,,
75,2023-08-22 12:00:00,SELL,167.5,,none,-50000.0,time_exit
76,2023-08-24 14:00:00,BUY,165.24,0.25,bear_high_vol,,
77,2023-08-24 20:00:00,SELL,165.36,,bull_high_vol,3000.0000000001137,signal
78,2023-08-28 15:00:00,BUY,164.05,0.25,bear_high_vol,,
79,2023-08-29 12:00:00,SELL,164.07,,none,499.99999999954525,signal
80,2023-08-30 18:00:00,BUY,164.28,0.25,bull_high_vol,,
81,2023-08-31 18:00:00,SELL,162.16,,bear_high_vol,-53000.00000000012,time_exit
82,2023-08-31 19:00:00,BUY,161.7,0.25,bear_high_vol,,
83,2023-09-01 19:00:00,SELL,160.49,,none,-30249.999999999487,time_exit
84,2023-09-06 13:00:00,BUY,157.58,0.25,bear_high_vol,,
85,2023-09-07 13:00:00,SELL,160.58,,bear_high_vol,75000.0,time_exit
86,2023-09-15 15:00:00,BUY,162.69,0.25,bear_high_vol,,
87,2023-09-18 08:00:00,SELL,161.36,,none,-33249.9999999996,time_exit
88,2023-09-19 15:00:00,BUY,161.7,0.25,bull_high_vol,,
89,2023-09-20 14:00:00,SELL,163.03,,none,33250.00000000031,signal
90,2023-09-22 10:00:00,BUY,161.66,0.25,bear_high_vol,,
91,2023-09-25 12:00:00,SELL,160.0,,none,-41499.99999999991,time_exit
92,2023-09-28 16:00:00,BUY,156.64,0.25,bear_high_vol,,
93,2023-09-29 16:00:00,SELL,155.6,,none,-25999.9999999998,time_exit
94,2023-10-17 14:00:00,BUY,155.475,0.25,bear_high_vol,,
95,2023-10-17 15:00:00,SELL,156.785,,bear_high_vol,32750.00000000006,signal
96,2023-10-17 18:00:00,BUY,154.83,0.25,bear_high_vol,,
97,2023-10-17 23:00:00,SELL,155.6,,bear_high_vol,19249.999999999545,signal
98,2023-10-18 15:00:00,BUY,152.88,0.25,bear_high_vol,,
99,2023-10-19 15:00:00,SELL,151.84,,none,-25999.9999999998,time_exit
100,2023-10-26 19:00:00,BUY,149.0,0.25,bear_high_vol,,
101,2023-10-27 16:00:00,SELL,145.7668,,bear_high_vol,-80830.00000000026,stop_loss
102,2023-10-27 17:00:00,BUY,145.73,0.25,bear_high_vol,,
103,2023-10-30 08:00:00,SELL,146.03,,bear_high_vol,7500.000000000284,time_exit
104,2023-10-30 12:00:00,BUY,145.6,0.25,bear_high_vol,,
105,2023-10-30 19:00:00,SELL,147.04,,none,35999.99999999994,signal
106,2023-11-09 14:00:00,BUY,149.375,0.25,bear_high_vol,,
107,2023-11-10 14:00:00,SELL,146.725,,bear_high_vol,-66250.00000000015,time_exit
108,2023-11-10 15:00:00,BUY,145.885,0.25,bear_high_vol,,
109,2023-11-13 13:00:00,SELL,147.78,,bear_high_vol,47375.000000000255,time_exit
110,2023-12-07 20:00:00,BUY,155.33,0.25,bear_high_vol,,
111,2023-12-08 20:00:00,SELL,154.42,,none,-22750.000000000626,time_exit
112,2023-12-20 18:00:00,BUY,155.06,0.25,bear_high_vol,,
113,2023-12-21 18:00:00,SELL,154.55,,bear_high_vol,-12749.999999999773,time_exit
114,2024-01-16 17:00:00,BUY,161.03,0.25,bear_high_vol,,
115,2024-01-17 16:00:00,SELL,160.74,,none,-7249.999999999801,signal
116,2024-01-23 20:00:00,BUY,159.775,0.25,bear_high_vol,,
117,2024-01-24 20:00:00,SELL,158.95,,none,-20625.000000000426,time_exit
118,2024-02-01 14:00:00,BUY,157.57,0.25,bear_high_vol,,
119,2024-02-01 21:00:00,SELL,158.1,,bear_high_vol,13250.00000000003,signal
120,2024-02-08 16:00:00,BUY,155.5,0.25,bear_high_vol,,
121,2024-02-09 13:00:00,SELL,156.6,,bear_high_vol,27499.999999999858,signal
122,2024-02-13 19:00:00,BUY,156.05,0.25,bear_high_vol,,
123,2024-02-14 13:00:00,SELL,156.7408,,none,17269.999999999898,signal
124,2024-03-04 13:00:00,BUY,161.21,0.25,bear_high_vol,,
125,2024-03-05 13:00:00,SELL,160.24,,bear_high_vol,-24249.99999999997,time_exit
126,2024-03-05 19:00:00,BUY,159.274,0.25,bear_high_vol,,
127,2024-03-06 15:00:00,SELL,160.42,,none,28649.999999999665,signal
128,2024-03-07 15:00:00,BUY,159.41,0.25,bull_high_vol,,
129,2024-03-08 00:00:00,SELL,159.0,,none,-10249.999999999915,signal
130,2024-03-20 15:00:00,BUY,155.83,0.25,bear_high_vol,,
131,2024-03-21 15:00:00,SELL,156.37,,bull_high_vol,13499.999999999802,time_exit
132,2024-03-21 17:00:00,BUY,156.07,0.25,bear_high_vol,,
133,2024-03-22 17:00:00,SELL,155.33,,none,-18499.999999999516,time_exit
134,2024-03-26 17:00:00,BUY,155.45,0.25,bull_high_vol,,
135,2024-03-26 19:00:00,SELL,155.78,,bull_high_vol,8250.000000000313,signal
136,2024-04-03 19:00:00,BUY,154.28,0.25,bear_high_vol,,
137,2024-04-04 19:00:00,SELL,152.48,,none,-45000.000000000284,time_exit
138,2024-04-10 18:00:00,BUY,149.97,0.25,bear_high_vol,,
139,2024-04-11 18:00:00,SELL,149.1,,none,-21750.000000000113,time_exit
140,2024-04-12 16:00:00,BUY,147.43,0.25,bear_high_vol,,
141,2024-04-15 10:00:00,SELL,148.64,,bear_high_vol,30249.999999999487,time_exit
142,2024-04-15 19:00:00,BUY,147.49,0.25,bear_high_vol,,
143,2024-04-16 12:00:00,SELL,146.33,,bear_high_vol,-28999.999999999916,signal
144,2024-04-16 13:00:00,BUY,143.96,0.25,bear_high_vol,,
145,2024-04-17 13:00:00,SELL,144.4,,bear_high_vol,10999.999999999944,time_exit
146,2024-04-17 14:00:00,BUY,143.6697,0.25,bear_high_vol,,
147,2024-04-17 23:00:00,SELL,144.89,,none,30507.49999999951,signal
148,2024-04-24 13:00:00,BUY,147.45,0.25,bear_high_vol,,
149,2024-04-24 17:00:00,SELL,148.6,,bear_high_vol,28750.000000000142,signal
150,2024-04-25 14:00:00,BUY,146.66,0.25,bear_high_vol,,
151,2024-04-26 14:00:00,SELL,146.52,,none,-3499.999999999659,time_exit
152,2024-04-30 18:00:00,BUY,145.17,0.25,bear_high_vol,,
153,2024-05-01 10:00:00,SELL,147.72,,bull_high_vol,63750.000000000284,signal
154,2024-05-20 15:00:00,BUY,152.415,0.25,bear_high_vol,,
155,2024-05-21 15:00:00,SELL,151.2,,bear_high_vol,-30375.000000000084,time_exit
156,2024-05-21 16:00:00,BUY,150.98,0.25,bear_high_vol,,
157,2024-05-22 14:00:00,SELL,153.2,,none,55499.99999999997,signal
158,2024-05-23 17:00:00,BUY,150.04,0.25,bear_high_vol,,
159,2024-05-24 17:00:00,SELL,147.83,,none,-55249.99999999949,time_exit
160,2024-05-28 13:00:00,BUY,146.1,0.25,bear_high_vol,,
161,2024-05-29 11:00:00,SELL,144.52,,none,-39499.9999999996,signal
162,2024-06-04 15:00:00,BUY,146.3205,0.25,bear_high_vol,,
163,2024-06-04 16:00:00,SELL,146.5,,bear_high_vol,4487.499999999755,signal
164,2024-06-10 14:00:00,BUY,146.1,0.25,bear_high_vol,,
165,2024-06-10 18:00:00,SELL,147.0705,,bull_high_vol,24262.500000000386,signal
166,2024-06-25 15:00:00,BUY,147.68,0.25,bear_high_vol,,
167,2024-06-26 15:00:00,SELL,146.61,,bear_high_vol,-26749.99999999983,time_exit
168,2024-07-22 13:00:00,BUY,154.02,0.25,bear_high_vol,,
169,2024-07-23 13:00:00,SELL,152.375,,bear_high_vol,-41125.000000000255,time_exit
170,2024-07-23 14:00:00,BUY,151.825,0.25,bear_high_vol,,
171,2024-07-24 14:00:00,SELL,154.37,,bull_high_vol,63625.0000000004,time_exit
172,2024-08-27 14:00:00,BUY,162.72,0.25,bear_high_vol,,
173,2024-08-28 13:00:00,SELL,164.435,,bear_high_vol,42875.00000000009,signal
174,2024-09-05 14:00:00,BUY,165.85,0.25,bear_high_vol,,
175,2024-09-06 14:00:00,SELL,164.98,,none,-21750.000000000113,time_exit
176,2024-09-18 22:00:00,BUY,166.15,0.25,bear_high_vol,,
177,2024-09-19 12:00:00,SELL,166.4096,,bear_high_vol,6490.000000000151,signal
178,2024-09-19 13:00:00,BUY,165.565,0.25,bear_high_vol,,
179,2024-09-20 13:00:00,SELL,164.47,,none,-27374.99999999997,time_exit
180,2024-09-23 15:00:00,BUY,162.995,0.25,bear_high_vol,,
181,2024-09-24 11:00:00,SELL,163.2,,none,5124.999999999602,signal
182,2024-09-24 17:00:00,BUY,162.175,0.25,bear_high_vol,,
183,2024-09-24 20:00:00,SELL,163.02,,bear_high_vol,21124.99999999997,signal
184,2024-09-25 19:00:00,BUY,160.64,0.25,bear_high_vol,,
185,2024-09-26 14:00:00,SELL,161.27,,bear_high_vol,15750.000000000597,signal
186,2024-10-07 17:00:00,BUY,159.805,0.25,bear_high_vol,,
187,2024-10-08 17:00:00,SELL,159.18,,none,-15625.0,time_exit
188,2024-10-15 12:00:00,BUY,159.1,0.25,bear_high_vol,,
189,2024-10-15 13:00:00,SELL,164.645,,bull_high_vol,138625.0000000004,profit_target
190,2024-10-21 19:00:00,BUY,162.85,0.25,bear_high_vol,,
191,2024-10-22 17:00:00,SELL,163.5534,,bear_high_vol,17585.000000000407,signal
192,2024-10-24 19:00:00,BUY,163.65,0.25,bull_high_vol,,
193,2024-10-25 19:00:00,SELL,160.87,,bear_high_vol,-69500.00000000003,time_exit
194,2024-10-30 12:00:00,BUY,160.0,0.25,bear_high_vol,,
195,2024-10-30 15:00:00,SELL,161.23,,bear_high_vol,30749.999999999745,signal
196,2024-10-30 20:00:00,BUY,160.61,0.25,bear_high_vol,,
197,2024-10-31 20:00:00,SELL,159.86,,none,-18750.0,time_exit
198,2024-11-04 15:00:00,BUY,158.77,0.25,bear_high_vol,,
199,2024-11-05 15:00:00,SELL,157.68,,bear_high_vol,-27250.000000000084,time_exit
200,2024-11-06 15:00:00,BUY,157.57,0.25,bear_high_vol,,
201,2024-11-07 00:00:00,SELL,157.9,,none,8250.000000000313,signal
202,2024-11-11 20:00:00,BUY,155.08,0.25,bear_high_vol,,
203,2024-11-12 20:00:00,SELL,152.63,,none,-61250.00000000043,time_exit
204,2024-11-14 21:00:00,BUY,151.5,0.25,bear_high_vol,,
205,2024-11-15 15:00:00,SELL,152.46,,bear_high_vol,24000.0000000002,signal
206,2024-11-19 19:00:00,BUY,152.505,0.25,bear_high_vol,,
207,2024-11-19 23:00:00,SELL,153.2,,none,17374.99999999983,signal
208,2024-12-03 14:00:00,BUY,153.8081,0.25,bear_high_vol,,
209,2024-12-04 14:00:00,SELL,150.18,,bear_high_vol,-90702.49999999972,time_exit
210,2024-12-04 17:00:00,BUY,150.39,0.25,bear_high_vol,,
211,2024-12-05 13:00:00,SELL,150.49,,none,2500.0000000005684,signal
212,2024-12-05 16:00:00,BUY,149.355,0.25,bear_high_vol,,
213,2024-12-06 13:00:00,SELL,149.33,,none,-624.9999999994316,signal
214,2024-12-11 14:00:00,BUY,147.57,0.25,bear_high_vol,,
215,2024-12-12 14:00:00,SELL,146.93,,none,-15999.999999999658,time_exit
216,2024-12-16 16:00:00,BUY,145.97,0.25,bear_high_vol,,
217,2024-12-17 16:00:00,SELL,145.95,,bear_high_vol,-500.0000000002558,time_exit
