,timestamp,action,price,size,stop_loss,take_profit,regime,pnl,reason
0,2023-01-12 14:00:00,BUY,118.117,690,115.617,123.117,bear_high_vol,,
1,2023-01-12 16:00:00,SELL,121.23,690,,,bear_high_vol,2147.97,technical
2,2023-02-01 15:00:00,BUY,170.25,551,167.75,175.25,bull_high_vol,,
3,2023-02-01 17:00:00,SELL,174.35,551,,,bull_high_vol,2259.0999999999967,technical
4,2023-02-10 10:00:00,BUY,201.41,788,198.91,206.41,bear_high_vol,,
5,2023-02-10 11:00:00,SELL,202.28,788,,,bear_high_vol,685.5600000000036,technical
6,2023-02-17 10:00:00,BUY,200.33,1093,197.83,205.33,bear_high_vol,,
7,2023-02-17 14:00:00,SELL,203.0501,1093,,,bear_high_vol,2973.0692999999715,technical
8,2023-03-01 14:00:00,BUY,202.73,909,200.23,207.73,bear_high_vol,,
9,2023-03-01 22:00:00,SELL,197.57,909,,,bear_high_vol,-4690.439999999997,stop_or_target
10,2023-03-08 12:00:00,BUY,185.4,1519,182.9,190.4,bear_high_vol,,
11,2023-03-08 14:00:00,SELL,181.44,1519,,,bear_high_vol,-6015.2400000000125,stop_or_target
12,2023-03-10 10:00:00,BUY,173.0,858,170.5,178.0,bear_high_vol,,
13,2023-03-10 14:00:00,SELL,172.58,858,,,bear_high_vol,-360.35999999998927,stop_or_target
14,2023-03-28 13:00:00,BUY,188.4494,1105,185.9494,193.4494,bear_high_vol,,
15,2023-03-28 16:00:00,SELL,185.98,1105,,,bear_high_vol,-2728.687000000008,stop_or_target
16,2023-04-03 14:00:00,BUY,194.2591,737,191.7591,199.2591,bear_high_vol,,
17,2023-04-03 23:00:00,SELL,193.2,737,,,bear_high_vol,-780.5567000000005,technical
18,2023-04-06 12:00:00,BUY,182.366,1407,179.866,187.366,bear_high_vol,,
19,2023-04-06 15:00:00,SELL,185.0086,1407,,,bear_high_vol,3718.138199999982,technical
20,2023-04-12 14:00:00,BUY,183.1892,763,180.6892,188.1892,bear_high_vol,,
21,2023-04-12 18:00:00,SELL,181.61,763,,,bear_high_vol,-1204.9295999999893,stop_or_target
22,2023-04-13 10:00:00,BUY,181.7,2805,180.09580053546878,184.90839892906237,bear_high_vol,,
23,2023-04-13 13:00:00,SELL,183.7449,2805,,,bear_high_vol,5735.944500000035,technical
24,2023-04-17 15:00:00,BUY,183.41,713,180.91,188.41,bull_high_vol,,
25,2023-04-17 16:00:00,SELL,184.8199,713,,,bull_high_vol,1005.2586999999952,technical
26,2023-04-18 14:00:00,BUY,184.1221,1753,181.6221,189.1221,bear_high_vol,,
27,2023-04-18 16:00:00,SELL,184.99,1753,,,bear_high_vol,1521.4287000000352,technical
28,2023-04-20 11:00:00,BUY,167.11,2173,164.61,172.11,bear_high_vol,,
29,2023-04-20 15:00:00,SELL,163.8191,2173,,,bear_high_vol,-7151.125700000048,stop_or_target
30,2023-04-26 13:00:00,BUY,156.2482,1008,153.7482,161.2482,bear_high_vol,,
31,2023-04-26 19:00:00,SELL,153.64,1008,,,bear_high_vol,-2629.065600000011,stop_or_target
32,2023-04-27 11:00:00,BUY,153.73,3476,151.78791434786285,157.61417130427427,bear_high_vol,,
33,2023-04-27 13:00:00,SELL,154.11,3476,,,bear_high_vol,1320.8800000000829,technical
34,2023-05-04 13:00:00,BUY,161.57,1225,159.07,166.57,bull_high_vol,,
35,2023-05-04 17:00:00,SELL,162.1488,1225,,,bull_high_vol,709.0300000000013,technical
36,2023-05-11 13:00:00,BUY,167.7401,1734,165.2401,172.7401,bear_high_vol,,
37,2023-05-11 14:00:00,SELL,168.8501,1734,,,bear_high_vol,1924.7399999999743,technical
38,2023-05-24 10:00:00,BUY,183.35,2606,181.62297080940934,186.80405838118133,bear_high_vol,,
39,2023-05-24 13:00:00,SELL,179.95,2606,,,bear_high_vol,-8860.400000000014,stop_or_target
40,2023-05-24 14:00:00,BUY,179.2507,1419,176.7507,184.2507,bear_high_vol,,
41,2023-05-24 20:00:00,SELL,185.0,1419,,,bear_high_vol,8158.256700000007,stop_or_target
42,2023-05-25 13:00:00,BUY,183.5104,1155,181.0104,188.5104,bear_high_vol,,
43,2023-05-25 22:00:00,SELL,184.67,1155,,,bear_high_vol,1339.3379999999806,technical
44,2023-06-21 15:00:00,BUY,262.235,367,259.735,267.235,bull_high_vol,,
45,2023-06-21 16:00:00,SELL,258.77,367,,,bull_high_vol,-1271.6550000000116,stop_or_target
46,2023-06-23 13:00:00,BUY,255.28,589,252.78,260.28,bear_high_vol,,
47,2023-06-23 16:00:00,SELL,260.87,589,,,bear_high_vol,3292.510000000002,stop_or_target
48,2023-06-27 11:00:00,BUY,243.2,1845,240.7,248.2,bear_high_vol,,
49,2023-06-27 12:00:00,SELL,242.75,1845,,,bear_high_vol,-830.2499999999791,technical
50,2023-07-10 13:00:00,BUY,270.6882,537,268.1882,275.6882,bear_high_vol,,
51,2023-07-10 15:00:00,SELL,268.0408,537,,,bear_high_vol,-1421.6538000000025,stop_or_target
52,2023-07-20 12:00:00,BUY,279.0,707,276.5,284.0,bear_high_vol,,
53,2023-07-20 13:00:00,SELL,275.6,707,,,bear_high_vol,-2403.799999999984,stop_or_target
54,2023-07-20 14:00:00,BUY,270.0039,594,267.5039,275.0039,bear_high_vol,,
55,2023-07-20 16:00:00,SELL,266.805,594,,,bear_high_vol,-1900.1465999999884,stop_or_target
56,2023-07-21 10:00:00,BUY,267.07,1343,264.57,272.07,bear_high_vol,,
57,2023-07-21 13:00:00,SELL,261.5501,1343,,,bear_high_vol,-7413.225700000009,stop_or_target
58,2023-07-27 14:00:00,BUY,264.63,662,262.13,269.63,bull_high_vol,,
59,2023-07-27 15:00:00,SELL,266.3999,662,,,bull_high_vol,1171.6738000000046,technical
60,2023-07-28 11:00:00,BUY,258.42,3561,256.52422040023123,262.2115591995376,bear_high_vol,,
61,2023-07-28 13:00:00,SELL,262.2,3561,,,bear_high_vol,13460.579999999904,technical
62,2023-08-02 12:00:00,BUY,255.57,1164,253.07,260.57,bear_high_vol,,
63,2023-08-02 13:00:00,SELL,259.08,1164,,,bear_high_vol,4085.6399999999894,technical
64,2023-08-02 15:00:00,BUY,251.7601,831,249.2601,256.76009999999997,bear_high_vol,,
65,2023-08-03 09:00:00,SELL,255.3,831,,,bear_high_vol,2941.656900000014,technical
66,2023-08-03 11:00:00,BUY,253.29,1991,250.79,258.28999999999996,bear_high_vol,,
67,2023-08-03 13:00:00,SELL,256.69,1991,,,bear_high_vol,6769.4000000000115,technical
68,2023-08-07 13:00:00,BUY,246.02,607,243.52,251.02,bear_high_vol,,
69,2023-08-07 19:00:00,SELL,251.41,607,,,bear_high_vol,3271.729999999992,stop_or_target
70,2023-08-10 11:00:00,BUY,242.68,3507,240.75550894591015,246.5289821081797,bear_high_vol,,
71,2023-08-10 13:00:00,SELL,250.5,3507,,,bear_high_vol,27424.739999999976,stop_or_target
72,2023-08-11 13:00:00,BUY,239.5208,959,237.0208,244.5208,bear_high_vol,,
73,2023-08-11 17:00:00,SELL,242.03,959,,,bear_high_vol,2406.322799999993,technical
74,2023-08-17 10:00:00,BUY,227.6,1269,225.1,232.6,bear_high_vol,,
75,2023-08-17 13:00:00,SELL,223.13,1269,,,bear_high_vol,-5672.4299999999985,stop_or_target
76,2023-08-24 14:00:00,BUY,230.3515,657,227.8515,235.3515,bear_high_vol,,
77,2023-08-24 19:00:00,SELL,230.01,657,,,bear_high_vol,-224.3654999999976,stop_or_target
78,2023-09-01 13:00:00,BUY,252.69,675,250.19,257.69,bear_high_vol,,
79,2023-09-01 14:00:00,SELL,247.185,675,,,bear_high_vol,-3715.874999999997,stop_or_target
80,2023-09-01 15:00:00,BUY,246.305,736,243.805,251.305,bear_high_vol,,
81,2023-09-01 18:00:00,SELL,244.13,736,,,bear_high_vol,-1600.8000000000084,stop_or_target
82,2023-09-06 13:00:00,BUY,249.71,455,247.21,254.71,bull_high_vol,,
83,2023-09-06 14:00:00,SELL,246.12,455,,,bull_high_vol,-1633.4500000000016,stop_or_target
84,2023-09-15 13:00:00,BUY,272.25,802,269.75,277.25,bear_high_vol,,
85,2023-09-15 14:00:00,SELL,273.2496,802,,,bear_high_vol,801.6791999999894,technical
86,2023-09-18 12:00:00,BUY,271.6,964,269.1,276.6,bear_high_vol,,
87,2023-09-18 13:00:00,SELL,266.15,964,,,bear_high_vol,-5253.800000000044,stop_or_target
88,2023-09-19 13:00:00,BUY,261.935,875,259.435,266.935,bear_high_vol,,
89,2023-09-19 17:00:00,SELL,267.13,875,,,bear_high_vol,4545.624999999994,stop_or_target
90,2023-09-21 11:00:00,BUY,256.92,1993,254.42000000000002,261.92,bear_high_vol,,
91,2023-09-21 15:00:00,SELL,257.78,1993,,,bear_high_vol,1713.9799999999138,technical
92,2023-09-25 11:00:00,BUY,241.3,1607,238.8,246.3,bear_high_vol,,
93,2023-09-25 15:00:00,SELL,246.05,1607,,,bear_high_vol,7633.25,technical
94,2023-10-03 14:00:00,BUY,244.76,859,242.26,249.76,bear_high_vol,,
95,2023-10-04 08:00:00,SELL,245.26,859,,,bear_high_vol,429.5,stop_or_target
96,2023-10-06 12:00:00,BUY,252.1,807,249.6,257.1,bear_high_vol,,
97,2023-10-06 15:00:00,SELL,257.671,807,,,bear_high_vol,4495.796999999999,stop_or_target
98,2023-10-09 14:00:00,BUY,253.24,1161,250.74,258.24,bear_high_vol,,
99,2023-10-09 17:00:00,SELL,258.68,1161,,,bear_high_vol,6315.839999999997,stop_or_target
100,2023-10-18 14:00:00,BUY,247.7299,900,245.2299,252.7299,bear_high_vol,,
101,2023-10-18 16:00:00,SELL,243.03,900,,,bear_high_vol,-4229.909999999987,stop_or_target
102,2023-10-19 10:00:00,BUY,229.47,987,226.97,234.47,bear_high_vol,,
103,2023-10-19 11:00:00,SELL,226.12,987,,,bear_high_vol,-3306.4499999999944,stop_or_target
104,2023-10-19 13:00:00,BUY,223.7337,483,221.2337,228.7337,bear_high_vol,,
105,2023-10-19 15:00:00,SELL,221.17,483,,,bear_high_vol,-1238.2671000000055,stop_or_target
106,2023-10-27 11:00:00,BUY,208.72,1798,206.22,213.72,bull_high_vol,,
107,2023-10-27 14:00:00,SELL,208.177,1798,,,bull_high_vol,-976.3140000000114,stop_or_target
108,2023-10-30 14:00:00,BUY,199.4,600,196.9,204.4,bear_high_vol,,
109,2023-10-30 16:00:00,SELL,195.955,600,,,bear_high_vol,-2066.999999999996,stop_or_target
110,2023-11-09 14:00:00,BUY,216.9943,1089,214.4943,221.9943,bear_high_vol,,
111,2023-11-09 15:00:00,SELL,214.02,1089,,,bear_high_vol,-3239.0126999999993,stop_or_target
112,2023-11-22 15:00:00,BUY,232.3786,725,229.8786,237.3786,bear_high_vol,,
113,2023-11-24 09:00:00,SELL,232.63,725,,,bear_high_vol,182.26499999999248,max_hold_time
114,2023-12-01 10:00:00,BUY,237.8,1397,235.3,242.8,bear_high_vol,,
115,2023-12-01 12:00:00,SELL,234.6,1397,,,bear_high_vol,-4470.400000000024,stop_or_target
116,2023-12-01 13:00:00,BUY,234.35,1264,231.85,239.35,bear_high_vol,,
117,2023-12-01 16:00:00,SELL,237.34,1264,,,bear_high_vol,3779.3600000000115,technical
118,2023-12-21 10:00:00,BUY,250.06,1910,247.70341398175995,254.7731720364801,bear_high_vol,,
119,2023-12-21 14:00:00,SELL,249.8183,1910,,,bear_high_vol,-461.6470000000166,technical
120,2023-12-29 15:00:00,BUY,249.61,880,247.11,254.61,bear_high_vol,,
121,2024-01-02 09:00:00,SELL,250.33,880,,,bear_high_vol,633.599999999999,max_hold_time
122,2024-01-02 12:00:00,BUY,245.44,1431,242.94,250.44,bear_high_vol,,
123,2024-01-02 13:00:00,SELL,250.69,1431,,,bear_high_vol,7512.75,stop_or_target
124,2024-01-02 14:00:00,BUY,248.794,664,246.294,253.794,bear_high_vol,,
125,2024-01-02 15:00:00,SELL,248.92,664,,,bear_high_vol,83.6639999999843,technical
126,2024-01-03 12:00:00,BUY,244.5,2054,242.0,249.5,bear_high_vol,,
127,2024-01-03 13:00:00,SELL,244.92,2054,,,bear_high_vol,862.6799999999744,technical
128,2024-01-03 14:00:00,BUY,239.142,704,236.642,244.142,bear_high_vol,,
129,2024-01-03 20:00:00,SELL,238.42,704,,,bear_high_vol,-508.2880000000059,stop_or_target
130,2024-01-09 14:00:00,BUY,235.66,1194,233.16,240.66,bear_high_vol,,
131,2024-01-10 00:00:00,SELL,234.2,1194,,,bear_high_vol,-1743.2400000000096,technical
132,2024-01-10 14:00:00,BUY,232.6068,1210,230.1068,237.6068,bear_high_vol,,
133,2024-01-10 16:00:00,SELL,233.335,1210,,,bear_high_vol,881.1220000000185,technical
134,2024-01-11 12:00:00,BUY,233.95,2331,231.53732592775475,238.77534814449044,bear_high_vol,,
135,2024-01-11 13:00:00,SELL,230.42,2331,,,bear_high_vol,-8228.430000000002,stop_or_target
136,2024-01-11 14:00:00,BUY,228.0725,975,225.5725,233.0725,bear_high_vol,,
137,2024-01-11 22:00:00,SELL,225.65,975,,,bear_high_vol,-2361.9374999999854,stop_or_target
138,2024-01-16 13:00:00,BUY,214.99,1400,212.49,219.99,bear_high_vol,,
139,2024-01-16 14:00:00,SELL,218.69,1400,,,bear_high_vol,5179.999999999984,technical
140,2024-01-18 15:00:00,BUY,211.49,800,208.99,216.49,bear_high_vol,,
141,2024-01-19 09:00:00,SELL,208.95,800,,,bear_high_vol,-2032.0000000000164,stop_or_target
142,2024-01-25 10:00:00,BUY,191.85,767,189.35,196.85,bear_high_vol,,
143,2024-01-25 15:00:00,SELL,185.0599,767,,,bear_high_vol,-5208.006699999996,stop_or_target
144,2024-01-31 10:00:00,BUY,185.55,1761,183.05,190.55,bear_high_vol,,
145,2024-01-31 14:00:00,SELL,189.38,1761,,,bear_high_vol,6744.629999999972,technical
146,2024-02-05 15:00:00,BUY,175.6054,676,173.1054,180.6054,bear_high_vol,,
147,2024-02-05 17:00:00,SELL,181.9497,676,,,bear_high_vol,4288.746800000003,stop_or_target
148,2024-02-13 10:00:00,BUY,186.58,3603,185.3310476904587,189.07790461908266,bear_high_vol,,
149,2024-02-13 12:00:00,SELL,186.55,3603,,,bear_high_vol,-108.0900000000041,technical
150,2024-02-13 13:00:00,BUY,183.23,1044,180.73,188.23,bear_high_vol,,
151,2024-02-13 15:00:00,SELL,183.81,1044,,,bear_high_vol,605.520000000013,stop_or_target
152,2024-02-14 14:00:00,BUY,184.79,1589,182.29,189.79,bear_high_vol,,
153,2024-02-14 16:00:00,SELL,185.792,1589,,,bear_high_vol,1592.1780000000151,technical
154,2024-02-20 14:00:00,BUY,193.2808,920,190.7808,198.2808,bear_high_vol,,
155,2024-02-20 17:00:00,SELL,189.7,920,,,bear_high_vol,-3294.33600000001,stop_or_target
156,2024-02-22 14:00:00,BUY,192.92,1032,190.42,197.92,bear_high_vol,,
157,2024-02-22 17:00:00,SELL,196.47,1032,,,bear_high_vol,3663.6000000000117,technical
158,2024-02-29 15:00:00,BUY,200.38,745,197.88,205.38,bull_high_vol,,
159,2024-02-29 20:00:00,SELL,201.75,745,,,bull_high_vol,1020.6500000000034,technical
160,2024-03-04 11:00:00,BUY,199.52,3558,197.6229661501075,203.31406769978508,bear_high_vol,,
161,2024-03-04 14:00:00,SELL,193.29,3558,,,bear_high_vol,-22166.340000000066,stop_or_target
162,2024-03-04 15:00:00,BUY,191.265,953,188.765,196.265,bear_high_vol,,
163,2024-03-04 17:00:00,SELL,187.759,953,,,bear_high_vol,-3341.2180000000003,stop_or_target
164,2024-03-05 15:00:00,BUY,178.82,781,176.32,183.82,bear_high_vol,,
165,2024-03-06 00:00:00,SELL,180.9,781,,,bear_high_vol,1624.4800000000098,technical
166,2024-03-06 14:00:00,BUY,176.27,721,173.77,181.27,bear_high_vol,,
167,2024-03-06 21:00:00,SELL,175.2,721,,,bear_high_vol,-771.4700000000156,stop_or_target
168,2024-03-08 15:00:00,BUY,175.6523,579,173.1523,180.6523,bull_high_vol,,
169,2024-03-11 08:00:00,SELL,176.62,579,,,bull_high_vol,560.2983000000045,max_hold_time
170,2024-03-12 13:00:00,BUY,173.21,803,170.71,178.21,bear_high_vol,,
171,2024-03-12 15:00:00,SELL,178.1943,803,,,bear_high_vol,4002.392899999992,technical
172,2024-03-13 14:00:00,BUY,170.76,1065,168.26,175.76,bear_high_vol,,
173,2024-03-13 19:00:00,SELL,169.5,1065,,,bear_high_vol,-1341.8999999999903,stop_or_target
174,2024-03-15 13:00:00,BUY,161.475,1227,158.975,166.475,bear_high_vol,,
175,2024-03-15 18:00:00,SELL,163.51,1227,,,bear_high_vol,2496.9449999999956,technical
176,2024-04-02 13:00:00,BUY,165.92,547,163.42,170.92,bear_high_vol,,
177,2024-04-02 23:00:00,SELL,166.4,547,,,bear_high_vol,262.56000000000995,technical
178,2024-04-05 15:00:00,BUY,165.0101,582,162.5101,170.0101,bear_high_vol,,
179,2024-04-05 16:00:00,SELL,168.94,582,,,bear_high_vol,2287.201800000002,technical
180,2024-04-11 13:00:00,BUY,170.36,1215,167.86,175.36,bear_high_vol,,
181,2024-04-11 17:00:00,SELL,174.53,1215,,,bear_high_vol,5066.549999999985,technical
182,2024-04-15 13:00:00,BUY,165.2,860,162.7,170.2,bear_high_vol,,
183,2024-04-15 17:00:00,SELL,163.447,860,,,bear_high_vol,-1507.5799999999879,stop_or_target
184,2024-04-17 13:00:00,BUY,154.66,1232,152.16,159.66,bear_high_vol,,
185,2024-04-17 20:00:00,SELL,154.72,1232,,,bear_high_vol,73.9200000000028,stop_or_target
186,2024-04-18 11:00:00,BUY,152.09,2410,149.59,157.09,bear_high_vol,,
187,2024-04-18 21:00:00,SELL,149.34,2410,,,bear_high_vol,-6627.5,stop_or_target
188,2024-04-22 10:00:00,BUY,142.85,1620,140.35,147.85,bear_high_vol,,
189,2024-04-22 12:00:00,SELL,140.9,1620,,,bear_high_vol,-3158.999999999982,technical
190,2024-04-22 14:00:00,BUY,140.33,784,137.83,145.33,bear_high_vol,,
191,2024-04-23 13:00:00,SELL,145.0,784,,,bear_high_vol,3661.27999999999,technical
192,2024-05-02 11:00:00,BUY,183.1,1722,180.6,188.1,bull_high_vol,,
193,2024-05-02 13:00:00,SELL,178.36,1722,,,bull_high_vol,-8162.279999999967,stop_or_target
194,2024-05-07 13:00:00,BUY,179.13,837,176.63,184.13,bear_high_vol,,
195,2024-05-07 21:00:00,SELL,177.2199,837,,,bear_high_vol,-1598.7537,stop_or_target
196,2024-05-09 13:00:00,BUY,174.1201,1468,171.6201,179.1201,bear_high_vol,,
197,2024-05-10 12:00:00,SELL,172.6,1468,,,bear_high_vol,-2231.50680000002,technical
198,2024-05-10 14:00:00,BUY,168.17,1012,165.67,173.17,bear_high_vol,,
199,2024-05-13 08:00:00,SELL,169.45,1012,,,bear_high_vol,1295.360000000001,max_hold_time
200,2024-05-20 13:00:00,BUY,174.1,1336,171.6,179.1,bear_high_vol,,
201,2024-05-20 23:00:00,SELL,175.03,1336,,,bear_high_vol,1242.480000000009,technical
202,2024-05-31 14:00:00,BUY,176.28,966,173.78,181.28,bear_high_vol,,
203,2024-05-31 19:00:00,SELL,178.09,966,,,bear_high_vol,1748.4600000000023,technical
204,2024-06-05 13:00:00,BUY,173.2685,1493,170.7685,178.2685,bear_high_vol,,
205,2024-06-06 12:00:00,SELL,174.7,1493,,,bear_high_vol,2137.2294999999995,technical
206,2024-06-11 13:00:00,BUY,167.92,907,165.42,172.92,bear_high_vol,,
207,2024-06-11 23:00:00,SELL,170.55,907,,,bear_high_vol,2385.4100000000217,technical
208,2024-06-18 14:00:00,BUY,183.0679,898,180.5679,188.0679,bull_high_vol,,
209,2024-06-18 15:00:00,SELL,183.78,898,,,bull_high_vol,639.4657999999931,technical
210,2024-07-11 15:00:00,BUY,246.62,250,244.12,251.62,bear_high_vol,,
211,2024-07-11 17:00:00,SELL,242.745,250,,,bear_high_vol,-968.75,stop_or_target
212,2024-07-12 10:00:00,BUY,236.51,938,234.01,241.51,bear_high_vol,,
213,2024-07-12 13:00:00,SELL,246.15,938,,,bear_high_vol,9042.320000000014,stop_or_target
214,2024-07-23 14:00:00,BUY,247.285,483,244.785,252.285,bull_high_vol,,
215,2024-07-23 15:00:00,SELL,248.945,483,,,bull_high_vol,801.7799999999984,technical
216,2024-07-24 10:00:00,BUY,226.7,986,224.2,231.7,bear_high_vol,,
217,2024-07-24 13:00:00,SELL,215.8899,986,,,bear_high_vol,-10658.758599999977,stop_or_target
218,2024-07-30 15:00:00,BUY,223.07,656,220.57,228.07,bear_high_vol,,
219,2024-07-30 16:00:00,SELL,220.2007,656,,,bear_high_vol,-1882.2607999999877,stop_or_target
220,2024-08-01 14:00:00,BUY,225.0101,437,222.5101,230.0101,bull_high_vol,,
221,2024-08-01 16:00:00,SELL,221.57,437,,,bull_high_vol,-1503.3237000000004,stop_or_target
222,2024-08-05 11:00:00,BUY,189.25,838,186.75,194.25,bear_high_vol,,
223,2024-08-05 13:00:00,SELL,197.652,838,,,bear_high_vol,7040.875999999989,stop_or_target
224,2024-08-23 11:00:00,BUY,213.14,4244,211.5494934990431,216.32101300191377,bear_high_vol,,
225,2024-08-23 13:00:00,SELL,216.595,4244,,,bear_high_vol,14663.020000000053,stop_or_target
226,2024-08-27 13:00:00,BUY,209.42,804,206.92,214.42,bear_high_vol,,
227,2024-08-27 23:00:00,SELL,208.1,804,,,bear_high_vol,-1061.2799999999945,technical
228,2024-09-06 14:00:00,BUY,218.4,443,215.9,223.4,bear_high_vol,,
229,2024-09-06 16:00:00,SELL,214.97,443,,,bear_high_vol,-1519.490000000003,stop_or_target
230,2024-09-09 10:00:00,BUY,214.6,1492,212.1,219.6,bear_high_vol,,
231,2024-09-09 13:00:00,SELL,218.38,1492,,,bear_high_vol,5639.760000000002,technical
