timestamp,close,high,low,trades,open,volume,vwap
2024-11-26 00:00:00+00:00,93062.45,93128.459,92759.455,2,92986.507,0.593818057,92819.162859
2024-11-26 00:05:00+00:00,93299.118,93299.118,92865.41,0,93004.53,0.0,0.0
2024-11-26 00:10:00+00:00,93363.0545,93559.4,93172.656,4,93247.804,0.209627955,93536.393709
2024-11-26 00:15:00+00:00,93609.45,93672.14,93314.866,6,93423.025,0.31428741,93582.381744
2024-11-26 00:20:00+00:00,93811.09,93811.09,93575.022,2,93575.022,0.047058823,93756.203059
2024-11-26 00:25:00+00:00,94195.385,94239.75,93850.6895,1,93850.6895,0.007,94000.0
2024-11-26 00:30:00+00:00,94129.345,94218.655,94025.32,0,94174.109,0.0,0.0
2024-11-26 00:35:00+00:00,94198.73,94237.695,94070.245,1,94161.45,0.025823974,94199.21
2024-11-26 00:40:00+00:00,94246.35,94246.35,94091.465,0,94179.211,0.0,0.0
2024-11-26 00:45:00+00:00,94266.2275,94332.24,94205.421,1,94205.421,0.007,94250.0
2024-11-26 00:50:00+00:00,94018.5,94250.75,94018.5,0,94250.75,0.0,0.0
2024-11-26 00:55:00+00:00,93868.26,94062.22,93868.26,1,94000.0,0.007,94000.0
2024-11-26 01:00:00+00:00,93998.105,94019.5795,93892.345,0,93892.345,0.0,0.0
2024-11-26 01:05:00+00:00,94037.5905,94170.86,93926.76,0,93943.355,0.0,0.0
2024-11-26 01:10:00+00:00,94018.8135,94089.19,93925.0755,1,94089.19,0.041725828,93984.2
2024-11-26 01:15:00+00:00,94229.2,94229.2,93977.5275,0,93977.5275,0.0,0.0
2024-11-26 01:20:00+00:00,94252.9,94384.15,94250.0,2,94250.0,0.009,94279.811111
2024-11-26 01:25:00+00:00,94367.505,94410.757,94263.45,0,94310.6505,0.0,0.0
2024-11-26 01:30:00+00:00,94708.8,94708.8,94306.3,3,94306.3,0.0292,94353.903699
2024-11-26 01:35:00+00:00,94592.45,94819.63,94542.5895,2,94728.4,0.0073,94752.861507
2024-11-26 01:40:00+00:00,94533.7,94562.2615,94378.55,2,94562.2615,0.0076,94491.922974
2024-11-26 01:45:00+00:00,94682.1075,94722.7,94505.5915,1,94505.5915,0.00053,94662.6
2024-11-26 01:50:00+00:00,94778.7,94821.3585,94680.275,1,94722.35,0.007,94750.0
2024-11-26 01:55:00+00:00,94846.64,94846.64,94800.3365,0,94800.3365,0.0,0.0
2024-11-26 02:00:00+00:00,94809.599,94847.5,94779.5,0,94821.7945,0.0,0.0
2024-11-26 02:05:00+00:00,94687.836,95000.0,94687.836,2,94825.645,0.000168931,94940.783823
2024-11-26 02:10:00+00:00,94672.8545,94744.383,94618.387,1,94744.383,0.002307205,94618.387
2024-11-26 02:15:00+00:00,94676.48,94676.48,94605.855,0,94635.81,0.0,0.0
2024-11-26 02:20:00+00:00,94647.6065,94701.445,94590.9,0,94625.865,0.0,0.0
2024-11-26 02:25:00+00:00,94594.425,94717.002,94594.425,0,94677.4395,0.0,0.0
2024-11-26 02:30:00+00:00,94546.2,94595.7325,94536.1485,0,94560.75,0.0,0.0
2024-11-26 02:35:00+00:00,94711.741,94711.741,94598.425,0,94598.425,0.0,0.0
2024-11-26 02:40:00+00:00,94737.44,94737.44,94627.7,1,94677.236,0.00069825,94627.7
2024-11-26 02:45:00+00:00,94659.05,94729.8,94659.05,1,94662.78,0.002,94729.8
2024-11-26 02:50:00+00:00,94689.721,94737.795,94689.721,1,94691.5025,0.5,94737.795
2024-11-26 02:55:00+00:00,94625.8225,94751.7805,94625.8225,0,94751.7805,0.0,0.0
2024-11-26 03:00:00+00:00,94603.6965,94706.8,94603.6965,0,94652.5,0.0,0.0
2024-11-26 03:05:00+00:00,94492.4295,94599.717,94429.8125,2,94563.825,0.009571464,94526.789912
2024-11-26 03:10:00+00:00,94512.8905,94562.15,94341.128,1,94446.96,0.002,94423.9
2024-11-26 03:15:00+00:00,94512.4175,94578.0675,94467.3375,0,94578.0675,0.0,0.0
2024-11-26 03:20:00+00:00,94371.689,94454.1095,94317.05,0,94454.1095,0.0,0.0
2024-11-26 03:25:00+00:00,94370.383,94429.24,94314.148,1,94429.24,0.005152213,94429.24
2024-11-26 03:30:00+00:00,94441.8275,94442.255,94326.8875,0,94341.59,0.0,0.0
2024-11-26 03:35:00+00:00,94700.0,94700.0,94477.3125,0,94477.3125,0.0,0.0
2024-11-26 03:40:00+00:00,94656.675,94692.15,94574.0565,0,94653.1,0.0,0.0
2024-11-26 03:45:00+00:00,94697.145,94697.145,94697.145,0,94697.145,0.0,0.0
2024-11-26 03:50:00+00:00,94672.48,94696.06,94659.427,0,94659.427,0.0,0.0
2024-11-26 03:55:00+00:00,94518.95,94605.4185,94518.95,0,94605.4185,0.0,0.0
2024-11-26 04:00:00+00:00,94495.82,94552.5,94495.82,0,94552.5,0.0,0.0
2024-11-26 04:05:00+00:00,94124.0,94466.221,94115.2875,1,94466.221,0.007,94250.0
2024-11-26 04:10:00+00:00,94222.3735,94269.03,94162.137,0,94162.137,0.0,0.0
2024-11-26 04:15:00+00:00,94326.026,94326.026,94164.91,1,94285.347,0.002,94285.347
2024-11-26 04:20:00+00:00,94317.1515,94388.372,94182.3515,0,94388.372,0.0,0.0
2024-11-26 04:25:00+00:00,94308.938,94352.5825,94308.938,0,94352.5825,0.0,0.0
2024-11-26 04:30:00+00:00,94415.585,94415.585,94373.6475,0,94373.6475,0.0,0.0
2024-11-26 04:35:00+00:00,94463.774,94463.774,94452.8785,0,94452.8785,0.0,0.0
2024-11-26 04:40:00+00:00,94441.5095,94458.35,94391.005,1,94458.35,0.0001,94455.8
2024-11-26 04:45:00+00:00,94443.271,94452.7,94389.065,0,94398.053,0.0,0.0
2024-11-26 04:50:00+00:00,94317.709,94390.494,94317.709,0,94390.494,0.0,0.0
2024-11-26 04:55:00+00:00,94319.085,94361.659,94319.085,0,94361.659,0.0,0.0
2024-11-26 05:00:00+00:00,94303.275,94350.3,94273.9,0,94273.9,0.0,0.0
2024-11-26 05:05:00+00:00,94473.2755,94473.2755,94343.9395,0,94343.9395,0.0,0.0
2024-11-26 05:10:00+00:00,94408.9915,94443.25,94408.9915,0,94443.25,0.0,0.0
2024-11-26 05:15:00+00:00,94280.926,94455.5,94221.47,0,94455.5,0.0,0.0
2024-11-26 05:20:00+00:00,94396.9995,94396.9995,94317.09,0,94317.09,0.0,0.0
2024-11-26 05:25:00+00:00,94438.595,94438.595,94342.9295,2,94342.9295,0.547904096,94359.838268
