timestamp,close,high,low,trades,open,volume,vwap
2024-11-26 00:00:00+00:00,3413.8055,3417.325,3400.131,0,3412.21,0.0,0.0
2024-11-26 00:05:00+00:00,3420.5,3425.095,3400.175,0,3411.5,0.0,0.0
2024-11-26 00:10:00+00:00,3420.535,3429.85,3412.3695,0,3419.887,0.0,0.0
2024-11-26 00:15:00+00:00,3431.984,3435.1745,3412.8465,0,3419.12,0.0,0.0
2024-11-26 00:20:00+00:00,3430.4615,3435.37,3424.845,1,3430.1345,0.570763648,3435.37
2024-11-26 00:25:00+00:00,3446.6565,3449.2065,3428.351,0,3429.235,0.0,0.0
2024-11-26 00:30:00+00:00,3447.25,3448.3795,3441.933,0,3445.485,0.0,0.0
2024-11-26 00:35:00+00:00,3447.55,3452.445,3441.4745,1,3445.8145,0.2,3450.0
2024-11-26 00:40:00+00:00,3451.272,3451.272,3437.23,0,3449.8445,0.0,0.0
2024-11-26 00:45:00+00:00,3448.15,3449.215,3445.365,0,3449.215,0.0,0.0
2024-11-26 00:50:00+00:00,3433.65,3448.265,3433.65,0,3447.019,0.0,0.0
2024-11-26 00:55:00+00:00,3426.575,3437.485,3426.575,0,3431.81,0.0,0.0
2024-11-26 01:00:00+00:00,3431.615,3433.55,3425.035,0,3428.9505,0.0,0.0
2024-11-26 01:05:00+00:00,3437.322,3442.904,3430.3225,0,3430.3225,0.0,0.0
2024-11-26 01:10:00+00:00,3435.715,3439.985,3431.565,0,3438.7555,0.0,0.0
2024-11-26 01:15:00+00:00,3444.7,3444.7,3432.37,0,3433.945,0.0,0.0
2024-11-26 01:20:00+00:00,3449.44,3449.44,3444.562,1,3446.956,0.000272538,3444.562
2024-11-26 01:25:00+00:00,3452.395,3452.395,3448.6445,0,3451.0,0.0,0.0
2024-11-26 01:30:00+00:00,3462.5925,3462.5925,3453.365,0,3454.034,0.0,0.0
2024-11-26 01:35:00+00:00,3448.9,3461.4295,3448.9,0,3460.9625,0.0,0.0
2024-11-26 01:40:00+00:00,3445.4885,3450.3,3441.375,0,3450.3,0.0,0.0
2024-11-26 01:45:00+00:00,3457.325,3457.325,3444.63,0,3446.593,0.0,0.0
2024-11-26 01:50:00+00:00,3452.355,3458.4905,3452.355,0,3455.8795,0.0,0.0
2024-11-26 01:55:00+00:00,3450.33,3454.215,3450.33,0,3454.215,0.0,0.0
2024-11-26 02:00:00+00:00,3447.35,3450.66,3441.013,0,3448.9,0.0,0.0
2024-11-26 02:05:00+00:00,3448.6525,3453.1265,3446.7,0,3448.452,0.0,0.0
2024-11-26 02:10:00+00:00,3448.802,3451.007,3445.1545,0,3446.83,0.0,0.0
2024-11-26 02:15:00+00:00,3448.4745,3450.535,3445.472,0,3450.535,0.0,0.0
2024-11-26 02:20:00+00:00,3446.8735,3451.594,3446.8735,0,3450.757,0.0,0.0
2024-11-26 02:25:00+00:00,3441.53,3448.8,3441.53,0,3445.255,0.0,0.0
2024-11-26 02:30:00+00:00,3441.005,3443.51,3439.6885,0,3439.6885,0.0,0.0
2024-11-26 02:35:00+00:00,3446.482,3448.77,3440.7,0,3440.7,0.0,0.0
2024-11-26 02:40:00+00:00,3452.195,3456.6895,3445.1695,0,3445.1695,0.0,0.0
2024-11-26 02:45:00+00:00,3449.253,3455.585,3447.225,0,3454.0045,0.0,0.0
2024-11-26 02:50:00+00:00,3451.75,3454.535,3447.609,0,3447.609,0.0,0.0
2024-11-26 02:55:00+00:00,3446.318,3452.9085,3444.5215,1,3452.9085,0.00335986,3449.796
2024-11-26 03:00:00+00:00,3445.9365,3449.93,3444.0035,2,3447.255,0.003,3449.843333
2024-11-26 03:05:00+00:00,3436.622,3443.965,3436.622,0,3443.965,0.0,0.0
2024-11-26 03:10:00+00:00,3435.903,3439.0315,3427.615,0,3439.0315,0.0,0.0
2024-11-26 03:15:00+00:00,3432.12,3435.35,3429.9915,0,3434.145,0.0,0.0
2024-11-26 03:20:00+00:00,3425.755,3430.975,3425.539,0,3430.975,0.0,0.0
2024-11-26 03:25:00+00:00,3431.165,3431.165,3426.66,0,3426.94,0.0,0.0
2024-11-26 03:30:00+00:00,3435.13,3435.13,3427.215,0,3429.145,0.0,0.0
2024-11-26 03:35:00+00:00,3445.33,3446.54,3435.758,0,3435.758,0.0,0.0
2024-11-26 03:40:00+00:00,3444.4795,3445.0525,3441.08,0,3443.82,0.0,0.0
2024-11-26 03:45:00+00:00,3447.3155,3447.625,3443.378,0,3447.625,0.0,0.0
2024-11-26 03:50:00+00:00,3442.03,3448.682,3442.03,0,3448.682,0.0,0.0
2024-11-26 03:55:00+00:00,3437.289,3440.333,3434.7765,0,3440.333,0.0,0.0
