DATE TIME,MIL
2015-10-05,189948.0
2015-10-06,189271.0
2015-10-07,188783.0
2015-10-08,188431.0
2015-10-09,188024.0
2015-10-10,187375.0
2015-10-11,186678.0
2015-10-12,185901.0
2015-10-13,184990.0
2015-10-14,184139.0
2015-10-15,183475.0
2015-10-16,182918.0
2015-10-17,182546.0
2015-10-18,182254.0
2015-10-19,181911.0
2015-10-20,181595.0
2015-10-21,181253.0
2015-10-22,180884.0
2015-10-23,180332.0
2015-10-24,179622.0
2015-10-25,178838.0
2015-10-26,177977.0
2015-10-27,177011.0
2015-10-28,176131.0
2015-10-29,175252.0
2015-10-30,174399.0
2015-10-31,173733.0
2015-11-01,173118.0
2015-11-02,172964.0
2015-11-03,172759.0
2015-11-04,172452.0
2015-11-05,172094.0
2015-11-06,171812.0
2015-11-07,171557.0
2015-11-08,171202.0
2015-11-09,170974.0
2015-11-10,170694.0
2015-11-11,170314.0
2015-11-12,169755.0
2015-11-13,169197.0
2015-11-14,168669.0
2015-11-15,168392.0
2015-11-16,168115.0
2015-11-17,167662.0
2015-11-18,167058.0
2015-11-19,166531.0
2015-11-20,166008.0
2015-11-21,165460.0
2015-11-22,164937.0
2015-11-23,164438.0
2015-11-24,163942.0
2015-11-25,163374.0
2015-11-26,162831.0
2015-11-27,162436.0
2015-11-28,162609.0
2015-11-29,162634.0
2015-11-30,162683.0
2015-12-01,162880.0
2015-12-02,163029.0
2015-12-03,162856.0
2015-12-04,162609.0
2015-12-05,162362.0
2015-12-06,162066.0
2015-12-07,161918.0
2015-12-08,161769.0
2015-12-09,161525.0
2015-12-10,161209.0
2015-12-11,160771.0
2015-12-12,160187.0
2015-12-13,160674.0
2015-12-14,161525.0
2015-12-15,161942.0
2015-12-16,162658.0
2015-12-17,163547.0
2015-12-18,164613.0
2015-12-19,165734.0
2015-12-20,166556.0
2015-12-21,167662.0
2015-12-22,170111.0
2015-12-23,172042.0
2015-12-24,172759.0
2015-12-25,173323.0
2015-12-26,173758.0
2015-12-27,174245.0
2015-12-28,174710.0
2015-12-29,175614.0
2015-12-30,176312.0
2015-12-31,177038.0
2016-01-01,177533.0
2016-01-02,178238.0
2016-01-03,178786.0
2016-01-04,179229.0
2016-01-05,180095.0
2016-01-06,182227.0
2016-01-07,184564.0
2016-01-08,185151.0
2016-01-09,185982.0
2016-01-10,186625.0
2016-01-11,187294.0
2016-01-12,187997.0
2016-01-13,188539.0
2016-01-14,189379.0
2016-01-15,190220.0
2016-01-16,190876.0
2016-01-17,191505.0
2016-01-18,192353.0
2016-01-19,193672.0
2016-01-20,195244.0
2016-01-21,196326.0
2016-01-22,197244.0
2016-01-23,198469.0
2016-01-24,199760.0
2016-01-25,201023.0
2016-01-26,201926.0
2016-01-27,202719.0
2016-01-28,203511.0
2016-01-29,204363.0
2016-01-30,205362.0
2016-01-31,208343.0
2016-02-01,210945.0
2016-02-02,212775.0
2016-02-03,213770.0
2016-02-04,215323.0
2016-02-05,216501.0
2016-02-06,218448.0
2016-02-07,220472.0
2016-02-08,222143.0
2016-02-09,222983.0
2016-02-10,224364.0
2016-02-11,226330.0
2016-02-12,228486.0
2016-02-13,230133.0
2016-02-14,230960.0
2016-02-15,231575.0
2016-02-16,232744.0
2016-02-17,234876.0
2016-02-18,237674.0
2016-02-19,240618.0
2016-02-20,243426.0
2016-02-21,245840.0
2016-02-22,248137.0
2016-02-23,250766.0
2016-02-24,253573.0
2016-02-25,256529.0
2016-02-26,259704.0
2016-02-27,262505.0
2016-02-28,265028.0
2016-02-29,267531.0
2016-03-01,270250.0
2016-03-02,272408.0
2016-03-03,274650.0
2016-03-04,277413.0
2016-03-05,281910.0
2016-03-06,291241.0
2016-03-07,298861.0
2016-03-08,303885.0
2016-03-09,309075.0
2016-03-10,314242.0
2016-03-11,319662.0
2016-03-12,324985.0
2016-03-13,330057.0
2016-03-14,335372.0
2016-03-15,339084.0
2016-03-16,343440.0
2016-03-17,348879.0
2016-03-18,352878.0
2016-03-19,356531.0
2016-03-20,359536.0
2016-03-21,361279.0
2016-03-22,361637.0
2016-03-23,361717.0
2016-03-24,361279.0
2016-03-25,360445.0
2016-03-26,359654.0
2016-03-27,358270.0
2016-03-28,356099.0
2016-03-29,352956.0
2016-03-30,349035.0
2016-03-31,345491.0
2016-04-01,342163.0
2016-04-02,339852.0
2016-04-03,337012.0
2016-04-04,332027.0
2016-04-05,326106.0
2016-04-06,319958.0
2016-04-07,314352.0
2016-04-08,310864.0
2016-04-09,310754.0
2016-04-10,308966.0
2016-04-11,306673.0
2016-04-12,304862.0
2016-04-13,303885.0
2016-04-14,302986.0
2016-04-15,301655.0
2016-04-16,300003.0
2016-04-17,297897.0
2016-04-18,295834.0
2016-04-19,293317.0
2016-04-20,290537.0
2016-04-21,288227.0
2016-04-22,287563.0
2016-04-23,287982.0
2016-04-24,288820.0
2016-04-25,288995.0
2016-04-26,289449.0
2016-04-27,290537.0
2016-04-28,291487.0
2016-04-29,292719.0
2016-04-30,294558.0
2016-05-01,296188.0
2016-05-02,297219.0
2016-05-03,297719.0
2016-05-04,297719.0
2016-05-05,298790.0
2016-05-06,300684.0
2016-05-07,302662.0
2016-05-08,303705.0
2016-05-09,303885.0
2016-05-10,304247.0
2016-05-11,304355.0
2016-05-12,304609.0
2016-05-13,305406.0
2016-05-14,307325.0
2016-05-15,309404.0
2016-05-16,311339.0
2016-05-17,313139.0
2016-05-18,315308.0
2016-05-19,317481.0
2016-05-20,320923.0
2016-05-21,324947.0
2016-05-22,328664.0
2016-05-23,332557.0
2016-05-24,336059.0
2016-05-25,339699.0
2016-05-26,343324.0
2016-05-27,347127.0
2016-05-28,350721.0
2016-05-29,353938.0
2016-05-30,357122.0
2016-05-31,360010.0
2016-06-01,361916.0
2016-06-02,363111.0
2016-06-03,369962.0
2016-06-04,378933.0
2016-06-05,386377.0
2016-06-06,394157.0
2016-06-07,401670.0
2016-06-08,408333.0
2016-06-09,414670.0
2016-06-10,423027.0
2016-06-11,425999.0
2016-06-12,429024.0
2016-06-13,433652.0
2016-06-14,435910.0
2016-06-15,438395.0
2016-06-16,440528.0
2016-06-17,442358.0
2016-06-18,444728.0
2016-06-19,446612.0
2016-06-20,447872.0
2016-06-21,448996.0
2016-06-22,449356.0
2016-06-23,450213.0
2016-06-24,450530.0
2016-06-25,452023.0
2016-06-26,452928.0
2016-06-27,453380.0
2016-06-28,453380.0
2016-06-29,452521.0
2016-06-30,451616.0
2016-07-01,450665.0
2016-07-02,450168.0
2016-07-03,449401.0
2016-07-04,448457.0
2016-07-05,448052.0
2016-07-06,446208.0
2016-07-07,444325.0
2016-07-08,443163.0
2016-07-09,442224.0
2016-07-10,440439.0
2016-07-11,438618.0
2016-07-12,435821.0
2016-07-13,432856.0
2016-07-14,430035.0
2016-07-15,427092.0
2016-07-16,423813.0
2016-07-17,420073.0
2016-07-18,416052.0
2016-07-19,411967.0
2016-07-20,407268.0
2016-07-21,401501.0
2016-07-22,396373.0
2016-07-23,391361.0
2016-07-24,387039.0
2016-07-25,382129.0
2016-07-26,376645.0
2016-07-27,370688.0
2016-07-28,364305.0
2016-07-29,360050.0
2016-07-30,356610.0
2016-07-31,352838.0
2016-08-01,347555.0
2016-08-02,342279.0
2016-08-03,336745.0
2016-08-04,331345.0
2016-08-05,326595.0
2016-08-06,321368.0
2016-08-07,316082.0
2016-08-08,311046.0
2016-08-09,306420.0
2016-08-10,301331.0
2016-08-11,298183.0
2016-08-12,295869.0
2016-08-13,294381.0
2016-08-14,293247.0
2016-08-15,291558.0
2016-08-16,289100.0
2016-08-17,286865.0
2016-08-18,284815.0
2016-08-19,282978.0
2016-08-20,281119.0
2016-08-21,279124.0
2016-08-22,276865.0
2016-08-23,274140.0
2016-08-24,272341.0
2016-08-25,270149.0
2016-08-26,268067.0
2016-08-27,266093.0
2016-08-28,264298.0
2016-08-29,262505.0
2016-08-30,260890.0
2016-08-31,259177.0
2016-09-01,257576.0
2016-09-02,256464.0
2016-09-03,255454.0
2016-09-04,254157.0
2016-09-05,252407.0
2016-09-06,250766.0
2016-09-07,248712.0
2016-09-08,247466.0
2016-09-09,246413.0
2016-09-10,246031.0
2016-09-11,245745.0
2016-09-12,245459.0
2016-09-13,244474.0
2016-09-14,242761.0
2016-09-15,241595.0
2016-09-16,240523.0
2016-09-17,239893.0
2016-09-18,239206.0
2016-09-19,238268.0
2016-09-20,237143.0
2016-09-21,235652.0
2016-09-22,234039.0
2016-09-23,233083.0
2016-09-24,233021.0
2016-09-25,233175.0
2016-09-26,232806.0
2016-09-27,232344.0
2016-09-28,231790.0
2016-09-29,231144.0
2016-09-30,230929.0
2016-10-01,230683.0
2016-10-02,230960.0
2016-10-03,230255.0
2016-10-04,229096.0
2016-10-05,227876.0
2016-10-06,226996.0
2016-10-07,226905.0
2016-10-08,226693.0
2016-10-09,226390.0
2016-10-10,225724.0
2016-10-11,224635.0
2016-10-12,223494.0
2016-10-13,222503.0
2016-10-14,221753.0
2016-10-15,222113.0
2016-10-16,222023.0
2016-10-17,221305.0
2016-10-18,220472.0
2016-10-19,219727.0
2016-10-20,218983.0
2016-10-21,217829.0
2016-10-22,217180.0
2016-10-23,216442.0
2016-10-24,215352.0
2016-10-25,214034.0
2016-10-26,212397.0
2016-10-27,210770.0
2016-10-28,209610.0
2016-10-29,209092.0
2016-10-30,208890.0
2016-10-31,209265.0
2016-11-01,209812.0
2016-11-02,210451.0
2016-11-03,212600.0
2016-11-04,214883.0
2016-11-05,217091.0
2016-11-06,219549.0
2016-11-07,222173.0
2016-11-08,225179.0
2016-11-09,227998.0
2016-11-10,230530.0
2016-11-11,233175.0
2016-11-12,236055.0
2016-11-13,238956.0
2016-11-14,241469.0
2016-11-15,244601.0
2016-11-16,247945.0
2016-11-17,251699.0
2016-11-18,253865.0
2016-11-19,257118.0
2016-11-20,260825.0
2016-11-21,265028.0
2016-11-22,268569.0
2016-11-23,272747.0
2016-11-24,276146.0
2016-11-25,279090.0
2016-11-26,282151.0
2016-11-27,285543.0
2016-11-28,289553.0
2016-11-29,294593.0
2016-11-30,297254.0
2016-12-01,300003.0
2016-12-02,303238.0
2016-12-03,305949.0
2016-12-04,308418.0
2016-12-05,311780.0
2016-12-06,314462.0
2016-12-07,316229.0
2016-12-08,318034.0
2016-12-09,319291.0
2016-12-10,320885.0
2016-12-11,322184.0
2016-12-12,323789.0
2016-12-13,324910.0
2016-12-14,325993.0
2016-12-15,327498.0
2016-12-16,333580.0
2016-12-17,335487.0
2016-12-18,337318.0
2016-12-19,338892.0
2016-12-20,340352.0
2016-12-21,342125.0
2016-12-22,345336.0
2016-12-23,347945.0
2016-12-24,350525.0
2016-12-25,353270.0
2016-12-26,355746.0
2016-12-27,359377.0
2016-12-28,361677.0
2016-12-29,363350.0
2016-12-30,365184.0
2016-12-31,367309.0
2017-01-01,369962.0
2017-01-02,372706.0
2017-01-03,375264.0
2017-01-04,378156.0
2017-01-05,382006.0
2017-01-06,378851.0
2017-01-07,374248.0
2017-01-08,386211.0
2017-01-09,406543.0
2017-01-10,407651.0
2017-01-11,423507.0
2017-01-12,429947.0
2017-01-13,429816.0
2017-01-14,424119.0
2017-01-15,416138.0
2017-01-16,405820.0
2017-01-17,392654.0
2017-01-18,379914.0
2017-01-19,371657.0
2017-01-20,367148.0
2017-01-21,364943.0
2017-01-22,361637.0
2017-01-23,374045.0
2017-01-24,373923.0
2017-01-25,370204.0
2017-01-26,365184.0
2017-01-27,359496.0
2017-01-28,353310.0
2017-01-29,346582.0
2017-01-30,344213.0
2017-01-31,343208.0
2017-02-01,342395.0
2017-02-02,341197.0
2017-02-03,343246.0
2017-02-04,348801.0
2017-02-05,352917.0
2017-02-06,354095.0
2017-02-07,375223.0
2017-02-08,396708.0
2017-02-09,411881.0
2017-02-10,426611.0
2017-02-11,442448.0
2017-02-12,443699.0
2017-02-13,440573.0
2017-02-14,434980.0
2017-02-15,429288.0
2017-02-16,424600.0
2017-02-17,425212.0
2017-02-18,429596.0
2017-02-19,428276.0
2017-02-20,435777.0
2017-02-21,449266.0
2017-02-22,454694.0
2017-02-23,453290.0
2017-02-24,449131.0
2017-02-25,443610.0
2017-02-26,436663.0
2017-02-27,429156.0
2017-02-28,421159.0
2017-03-01,411839.0
2017-03-02,402770.0
2017-03-03,392904.0
2017-03-04,382994.0
2017-03-05,373395.0
2017-03-06,363310.0
2017-03-07,352446.0
2017-03-08,342318.0
2017-03-09,331194.0
2017-03-10,319736.0
2017-03-11,308783.0
2017-03-12,297504.0
2017-03-13,286236.0
2017-03-14,274344.0
2017-03-15,261714.0
2017-03-16,253151.0
2017-03-17,248137.0
2017-03-18,243140.0
2017-03-19,239081.0
2017-03-20,233698.0
2017-03-21,229004.0
2017-03-22,227540.0
2017-03-23,221513.0
2017-03-24,213946.0
2017-03-25,209092.0
2017-03-26,206675.0
2017-03-27,204277.0
2017-03-28,202860.0
2017-03-29,201332.0
2017-03-30,201135.0
2017-03-31,204248.0
2017-04-01,207652.0
2017-04-02,209121.0
2017-04-03,211235.0
2017-04-04,215264.0
2017-04-05,219727.0
2017-04-06,224004.0
2017-04-07,231483.0
2017-04-08,245681.0
2017-04-09,249159.0
2017-04-10,246860.0
2017-04-11,242761.0
2017-04-12,238612.0
2017-04-13,234969.0
2017-04-14,234442.0
2017-04-15,234256.0
2017-04-16,233175.0
2017-04-17,232283.0
2017-04-18,241784.0
2017-04-19,255260.0
2017-04-20,260133.0
2017-04-21,261714.0
2017-04-22,264265.0
2017-04-23,267531.0
2017-04-24,270587.0
2017-04-25,269643.0
2017-04-26,266728.0
2017-04-27,264530.0
2017-04-28,263634.0
2017-04-29,262704.0
2017-04-30,261319.0
2017-05-01,261352.0
2017-05-02,265294.0
2017-05-03,271767.0
2017-05-04,281807.0
2017-05-05,294522.0
2017-05-06,306420.0
2017-05-07,310462.0
2017-05-08,311083.0
2017-05-09,313691.0
2017-05-10,317592.0
2017-05-11,324387.0
2017-05-12,333656.0
2017-05-13,338930.0
2017-05-14,340736.0
2017-05-15,340621.0
2017-05-16,340045.0
2017-05-17,338623.0
2017-05-18,337394.0
2017-05-19,338777.0
2017-05-20,341197.0
2017-05-21,347205.0
2017-05-22,353938.0
2017-05-23,363151.0
2017-05-24,372665.0
2017-05-25,381759.0
2017-05-26,388903.0
2017-05-27,393154.0
2017-05-28,398512.0
2017-05-29,402643.0
2017-05-30,405227.0
2017-05-31,407481.0
2017-06-01,406159.0
2017-06-02,406287.0
2017-06-03,410209.0
2017-06-04,416613.0
2017-06-05,422202.0
2017-06-06,424949.0
2017-06-07,428584.0
2017-06-08,431443.0
2017-06-09,432723.0
2017-06-10,436974.0
2017-06-11,439195.0
2017-06-12,434405.0
2017-06-13,426174.0
2017-06-14,417217.0
2017-06-15,411281.0
2017-06-16,408547.0
2017-06-17,411495.0
2017-06-18,419118.0
2017-06-19,430563.0
2017-06-20,440306.0
2017-06-21,450394.0
2017-06-22,459753.0
2017-06-23,467793.0
2017-06-24,472891.0
2017-06-25,474383.0
2017-06-26,479524.0
2017-06-27,485018.0
2017-06-28,486475.0
2017-06-29,488033.0
2017-06-30,493243.0
2017-07-01,498008.0
2017-07-02,502273.0
2017-07-03,506268.0
2017-07-04,510573.0
2017-07-05,514904.0
2017-07-06,517494.0
2017-07-07,519696.0
2017-07-08,521414.0
2017-07-09,522054.0
2017-07-10,521365.0
2017-07-11,521857.0
2017-07-12,520430.0
2017-07-13,518864.0
2017-07-14,518473.0
2017-07-15,519647.0
2017-07-16,520479.0
2017-07-17,521020.0
2017-07-18,520971.0
2017-07-19,520479.0
2017-07-20,519941.0
2017-07-21,518766.0
2017-07-22,517689.0
2017-07-23,516123.0
2017-07-24,514466.0
2017-07-25,512860.0
2017-07-26,511254.0
2017-07-27,507622.0
2017-07-28,506171.0
2017-07-29,504871.0
2017-07-30,503139.0
2017-07-31,500974.0
2017-08-01,498008.0
2017-08-02,494717.0
2017-08-03,491437.0
2017-08-04,489026.0
2017-08-05,487560.0
2017-08-06,486334.0
2017-08-07,484219.0
2017-08-08,481916.0
2017-08-09,479243.0
2017-08-10,476015.0
2017-08-11,472752.0
2017-08-12,469692.0
2017-08-13,466964.0
2017-08-14,465029.0
2017-08-15,461859.0
2017-08-16,458701.0
2017-08-17,456197.0
2017-08-18,453969.0
2017-08-19,450937.0
2017-08-20,448547.0
2017-08-21,444996.0
2017-08-22,440484.0
2017-08-23,436929.0
2017-08-24,433298.0
2017-08-25,430211.0
2017-08-26,427704.0
2017-08-27,424949.0
2017-08-28,421898.0
2017-08-29,418210.0
2017-08-30,413769.0
2017-08-31,408845.0
2017-09-01,404761.0
2017-09-02,401375.0
2017-09-03,398091.0
2017-09-04,393571.0
2017-09-05,388489.0
2017-09-06,383817.0
2017-09-07,380159.0
2017-09-08,377501.0
2017-09-09,375467.0
2017-09-10,373761.0
2017-09-11,371535.0
2017-09-12,369881.0
2017-09-13,367549.0
2017-09-14,366387.0
2017-09-15,365023.0
2017-09-16,365505.0
2017-09-17,366186.0
2017-09-18,365585.0
2017-09-19,365064.0
2017-09-20,364385.0
2017-09-21,364305.0
2017-09-22,364584.0
2017-09-23,365264.0
2017-09-24,366387.0
2017-09-25,366587.0
2017-09-26,366226.0
2017-09-27,365344.0
2017-09-28,364783.0
2017-09-29,364743.0
2017-09-30,364743.0
2017-10-01,365264.0
2017-10-02,366026.0
2017-10-03,366988.0
2017-10-04,368431.0
2017-10-05,369357.0
2017-10-06,370930.0
2017-10-07,373151.0
2017-10-08,375020.0
2017-10-09,376035.0
2017-10-10,376360.0
2017-10-11,373598.0
2017-10-12,371374.0
2017-10-13,369357.0
2017-10-14,367950.0
2017-10-15,366387.0
2017-10-16,362673.0
2017-10-17,357399.0
2017-10-18,351976.0
2017-10-19,346582.0
2017-10-20,341815.0
2017-10-21,338892.0
2017-10-22,336402.0
2017-10-23,332785.0
2017-10-24,329040.0
2017-10-25,325134.0
2017-10-26,321664.0
2017-10-27,318623.0
2017-10-28,317334.0
2017-10-29,316376.0
2017-10-30,314279.0
2017-10-31,313838.0
2017-11-01,312662.0
2017-11-02,312037.0
2017-11-03,311743.0
2017-11-04,311633.0
2017-11-05,311743.0
2017-11-06,312956.0
2017-11-07,311853.0
2017-11-08,311229.0
2017-11-09,311890.0
2017-11-10,313213.0
2017-11-11,314389.0
2017-11-12,315934.0
2017-11-13,316708.0
2017-11-14,317076.0
2017-11-15,317997.0
2017-11-16,318846.0
2017-11-17,320329.0
2017-11-18,322481.0
2017-11-19,324424.0
2017-11-20,326031.0
2017-11-21,327460.0
2017-11-22,328890.0
2017-11-23,329944.0
2017-11-24,330815.0
2017-11-25,332027.0
2017-11-26,332292.0
2017-11-27,333732.0
2017-11-28,335487.0
2017-11-29,336974.0
2017-11-30,338546.0
2017-12-01,340390.0
2017-12-02,342279.0
2017-12-03,344058.0
2017-12-04,345569.0
2017-12-05,346738.0
2017-12-06,347867.0
2017-12-07,348762.0
2017-12-08,349976.0
2017-12-09,351152.0
2017-12-10,351740.0
2017-12-11,351505.0
2017-12-12,351113.0
2017-12-13,350682.0
2017-12-14,350564.0
2017-12-15,350721.0
2017-12-16,350486.0
2017-12-17,350447.0
2017-12-18,350211.0
2017-12-19,349937.0
2017-12-20,349192.0
2017-12-21,348607.0
2017-12-22,348529.0
2017-12-23,349270.0
2017-12-24,349858.0
2017-12-25,350133.0
2017-12-26,350643.0
2017-12-27,351544.0
2017-12-28,352407.0
2017-12-29,353585.0
2017-12-30,354410.0
2017-12-31,354567.0
2018-01-01,354842.0
2018-01-02,355038.0
2018-01-03,355313.0
2018-01-04,355510.0
2018-01-05,355313.0
2018-01-06,354960.0
2018-01-07,354881.0
2018-01-08,355353.0
2018-01-09,355746.0
2018-01-10,355746.0
2018-01-11,355824.0
2018-01-12,355903.0
2018-01-13,356374.0
2018-01-14,356846.0
2018-01-15,357043.0
2018-01-16,357241.0
2018-01-17,358190.0
2018-01-18,359852.0
2018-01-19,361040.0
2018-01-20,362036.0
2018-01-21,362036.0
2018-01-22,362633.0
2018-01-23,363589.0
2018-01-24,364584.0
2018-01-25,365825.0
2018-01-26,366988.0
2018-01-27,368752.0
2018-01-28,370043.0
2018-01-29,370648.0
2018-01-30,371051.0
2018-01-31,371858.0
2018-02-01,372221.0
2018-02-02,372383.0
2018-02-03,371535.0
2018-02-04,370648.0
2018-02-05,368953.0
2018-02-06,367068.0
2018-02-07,365705.0
2018-02-08,364027.0
2018-02-09,362195.0
2018-02-10,359892.0
2018-02-11,357399.0
2018-02-12,354842.0
2018-02-13,352172.0
2018-02-14,349584.0
2018-02-15,347516.0
2018-02-16,345647.0
2018-02-17,344445.0
2018-02-18,343285.0
2018-02-19,342009.0
2018-02-20,339852.0
2018-02-21,337394.0
2018-02-22,335258.0
2018-02-23,333656.0
2018-02-24,332330.0
2018-02-25,331042.0
2018-02-26,329982.0
2018-02-27,329228.0
2018-02-28,328664.0
2018-03-01,328589.0
2018-03-02,330322.0
2018-03-03,332557.0
2018-03-04,333277.0
2018-03-05,333885.0
2018-03-06,334381.0
2018-03-07,335258.0
2018-03-08,335678.0
2018-03-09,335868.0
2018-03-10,336326.0
2018-03-11,336707.0
2018-03-12,336822.0
2018-03-13,337165.0
