date,open,high,low,close,volume,average,barCount,localSymbol,expiry
2023-08-18,22.69499969482422,22.69499969482422,22.69499969482422,22.69499969482422,0.0,0.0,0.0,SI=F,
2023-08-21,22.78499984741211,23.304000854492188,22.78499984741211,23.304000854492188,3.0,0.0,0.0,SI=F,
2023-08-22,23.34499931335449,23.420000076293945,23.34499931335449,23.420000076293945,2.0,0.0,0.0,SI=F,
2023-08-23,24.363000869750977,24.363000869750977,24.363000869750977,24.363000869750977,2.0,0.0,0.0,SI=F,
2023-08-24,24.28499984741211,24.309999465942383,24.211000442504883,24.211000442504883,6.0,0.0,0.0,SI=F,
2023-08-25,24.07999992370605,24.21999931335449,24.07999992370605,24.21999931335449,11.0,0.0,0.0,SI=F,
2023-08-28,24.238000869750977,24.238000869750977,24.238000869750977,24.238000869750977,11.0,0.0,0.0,SI=F,
2023-08-29,24.777000427246094,24.777000427246094,24.777000427246094,24.777000427246094,52924.0,0.0,0.0,SI=F,
2023-08-30,24.780000686645508,25.059999465942383,24.56999969482422,24.733999252319336,7105.0,0.0,0.0,SI=F,
2023-08-31,24.665000915527344,24.700000762939453,24.450000762939453,24.472000122070312,738.0,0.0,0.0,SI=F,
2023-09-01,24.489999771118164,24.84000015258789,24.20499992370605,24.23200035095215,229.0,0.0,0.0,SI=F,
2023-09-05,24.20499992370605,24.325000762939453,23.53499984741211,23.558000564575195,150.0,0.0,0.0,SI=F,
2023-09-06,23.51499938964844,23.6200008392334,23.13500022888184,23.20599937438965,357.0,0.0,0.0,SI=F,
2023-09-07,23.09000015258789,23.125,22.905000686645508,22.950000762939453,97.0,0.0,0.0,SI=F,
2023-09-08,23.104999542236328,23.145000457763672,22.89200019836425,22.89200019836425,28.0,0.0,0.0,SI=F,
2023-09-11,22.924999237060547,23.13999938964844,22.924999237060547,23.10300064086914,138.0,0.0,0.0,SI=F,
2023-09-12,22.94499969482422,23.12700080871582,22.93000030517578,23.12700080871582,59.0,0.0,0.0,SI=F,
2023-09-13,22.825000762939453,22.915000915527344,22.81999969482422,22.91200065612793,10.0,0.0,0.0,SI=F,
2023-09-14,22.614999771118164,22.74799919128418,22.57999992370605,22.74799919128418,42.0,0.0,0.0,SI=F,
2023-09-15,22.709999084472656,23.184999465942383,22.709999084472656,23.1259994506836,34.0,0.0,0.0,SI=F,
2023-09-18,23.23200035095215,23.23200035095215,23.23200035095215,23.23200035095215,8.0,0.0,0.0,SI=F,
2023-09-19,23.194000244140625,23.194000244140625,23.194000244140625,23.194000244140625,0.0,0.0,0.0,SI=F,
2023-09-20,23.350000381469727,23.57900047302246,23.350000381469727,23.57900047302246,1.0,0.0,0.0,SI=F,
2023-09-21,23.030000686645508,23.444000244140625,23.030000686645508,23.444000244140625,64.0,0.0,0.0,SI=F,
2023-09-22,23.700000762939453,23.700000762939453,23.59600067138672,23.59600067138672,28.0,0.0,0.0,SI=F,
2023-09-25,23.59000015258789,23.61000061035156,23.145000457763672,23.145000457763672,66.0,0.0,0.0,SI=F,
2023-09-26,22.950000762939453,22.950000762939453,22.950000762939453,22.950000762939453,1.0,0.0,0.0,SI=F,
2023-09-27,22.47699928283692,22.47699928283692,22.47699928283692,22.47699928283692,421.0,0.0,0.0,SI=F,
2023-09-28,22.549999237060547,22.614999771118164,22.39999961853028,22.51499938964844,120.0,0.0,0.0,SI=F,
2023-09-29,22.77499961853028,23.459999084472656,22.23600006103516,22.23600006103516,120.0,0.0,0.0,SI=F,
2023-10-02,22.165000915527344,22.174999237060547,21.218000411987305,21.218000411987305,131.0,0.0,0.0,SI=F,
2023-10-03,20.979999542236328,21.17799949645996,20.78499984741211,21.17799949645996,34.0,0.0,0.0,SI=F,
