date,open,high,low,close,volume,average,barCount,localSymbol,expiry
2023-08-18 00:00:00-04:00,105.875,106.109375,105.8515625,105.953125,941552,0,0,ZF=F,
2023-08-21 00:00:00-04:00,105.9453125,105.9765625,105.546875,105.6171875,1097928,0,0,ZF=F,
2023-08-22 00:00:00-04:00,105.6015625,105.71875,105.4453125,105.5234375,1158583,0,0,ZF=F,
2023-08-23 00:00:00-04:00,105.484375,106.0703125,105.4609375,106.0,2252953,0,0,ZF=F,
2023-08-24 00:00:00-04:00,105.9375,106.015625,105.71875,105.78125,3274515,0,0,ZF=F,
2023-08-25 00:00:00-04:00,105.7421875,105.8203125,105.4296875,105.65625,3619774,0,0,ZF=F,
2023-08-28 00:00:00-04:00,105.6171875,105.8125,105.5234375,105.7578125,3256369,0,0,ZF=F,
2023-08-29 00:00:00-04:00,105.78125,106.328125,105.6640625,106.25,1964544,0,0,ZF=F,
2023-08-30 00:00:00-04:00,106.2578125,106.4609375,106.0859375,106.2890625,382697,0,0,ZF=F,
2023-08-31 00:00:00-04:00,106.3046875,106.453125,106.21875,106.40625,58437,0,0,ZF=F,
2023-09-01 00:00:00-04:00,106.3671875,106.78125,106.125,106.25,26033,0,0,ZF=F,
2023-09-05 00:00:00-04:00,106.171875,106.1953125,105.859375,105.8671875,6091,0,0,ZF=F,
2023-09-06 00:00:00-04:00,105.953125,105.9609375,105.5625,105.6015625,16098,0,0,ZF=F,
2023-09-07 00:00:00-04:00,105.7890625,105.875,105.5703125,105.8671875,992,0,0,ZF=F,
2023-09-08 00:00:00-04:00,105.8828125,106.0390625,105.765625,105.796875,1492,0,0,ZF=F,
2023-09-11 00:00:00-04:00,105.7578125,105.78125,105.671875,105.7421875,50,0,0,ZF=F,
2023-09-12 00:00:00-04:00,105.625,105.7265625,105.5859375,105.71875,128,0,0,ZF=F,
2023-09-13 00:00:00-04:00,105.5625,105.890625,105.4765625,105.828125,1786,0,0,ZF=F,
2023-09-14 00:00:00-04:00,105.8203125,105.953125,105.7421875,105.7421875,688,0,0,ZF=F,
2023-09-15 00:00:00-04:00,105.640625,105.6484375,105.609375,105.609375,83,0,0,ZF=F,
2023-09-18 00:00:00-04:00,105.4921875,105.578125,105.4921875,105.546875,75,0,0,ZF=F,
2023-09-19 00:00:00-04:00,105.421875,105.421875,105.3125,105.3125,19,0,0,ZF=F,
2023-09-20 00:00:00-04:00,105.34375,105.59375,105.3046875,105.390625,1182,0,0,ZF=F,
2023-09-21 00:00:00-04:00,104.9453125,104.9453125,104.90625,104.90625,84,0,0,ZF=F,
2023-09-22 00:00:00-04:00,104.96875,105.1171875,104.9453125,105.1171875,201,0,0,ZF=F,
2023-09-25 00:00:00-04:00,105.1171875,105.1171875,105.0859375,105.0859375,103,0,0,ZF=F,
2023-09-26 00:00:00-04:00,105.28125,105.28125,104.96875,104.96875,946,0,0,ZF=F,
2023-09-27 00:00:00-04:00,105.09375,105.09375,104.7109375,104.7109375,538,0,0,ZF=F,
2023-09-28 00:00:00-04:00,104.9921875,105.09375,104.9921875,104.9921875,10,0,0,ZF=F,
2023-09-29 00:00:00-04:00,105.203125,105.3828125,105.15625,105.15625,1740655,0,0,ZF=F,
2023-10-02 00:00:00-04:00,105.25,105.2578125,104.859375,104.9140625,1102946,0,0,ZF=F,
2023-10-03 00:00:00-04:00,104.953125,104.9921875,104.5234375,104.5625,1544228,0,0,ZF=F,
2023-10-04 00:00:00-04:00,104.5546875,104.953125,104.265625,104.9140625,1638515,0,0,ZF=F,
2023-10-05 00:00:00-04:00,104.875,105.1328125,104.8125,105.0703125,1187429,0,0,ZF=F,
2023-10-06 00:00:00-04:00,105.0546875,105.0625,104.3828125,104.7890625,1547614,0,0,ZF=F,
2023-10-09 00:00:00-04:00,105.015625,105.5859375,104.953125,105.4921875,574975,0,0,ZF=F,
2023-10-10 00:00:00-04:00,105.484375,105.5625,105.125,105.3359375,1492624,0,0,ZF=F,
2023-10-11 00:00:00-04:00,105.34375,105.6171875,105.2265625,105.3515625,1412245,0,0,ZF=F,
2023-10-12 00:00:00-04:00,105.4453125,105.640625,104.8984375,104.953125,1517018,0,0,ZF=F,
2023-10-13 00:00:00-04:00,104.9765625,105.375,104.9609375,105.171875,1037611,0,0,ZF=F,
2023-10-16 00:00:00-04:00,105.109375,105.1484375,104.859375,104.8828125,898727,0,0,ZF=F,
2023-10-17 00:00:00-04:00,104.8828125,104.90625,104.140625,104.2265625,1506998,0,0,ZF=F,
2023-10-18 00:00:00-04:00,104.234375,104.421875,103.9609375,104.0234375,1442247,0,0,ZF=F,
2023-10-19 00:00:00-04:00,103.9765625,104.140625,103.734375,103.921875,1751672,0,0,ZF=F,
2023-10-20 00:00:00-04:00,103.9453125,104.46875,103.921875,104.3515625,1375479,0,0,ZF=F,
2023-10-23 00:00:00-04:00,104.2265625,104.625,104.015625,104.6171875,1348524,0,0,ZF=F,
2023-10-24 00:00:00-04:00,104.578125,104.7265625,104.3203125,104.46875,1357179,0,0,ZF=F,
2023-10-25 00:00:00-04:00,104.4765625,104.5703125,104.0625,104.1171875,1288963,0,0,ZF=F,
2023-10-26 00:00:00-04:00,104.1015625,104.6171875,104.0078125,104.5703125,1533310,0,0,ZF=F,
2023-10-27 00:00:00-04:00,104.5390625,104.765625,104.4453125,104.6875,1158054,0,0,ZF=F,
2023-10-30 00:00:00-04:00,104.71875,104.71875,104.390625,104.5546875,1064494,0,0,ZF=F,
2023-10-31 00:00:00-04:00,104.46875,104.7734375,104.34375,104.4765625,1569552,0,0,ZF=F,
2023-11-01 00:00:00-04:00,104.3515625,105.15625,104.34375,104.953125,1921609,0,0,ZF=F,
2023-11-02 00:00:00-04:00,105.1484375,105.484375,105.0625,105.1796875,1928564,0,0,ZF=F,
2023-11-03 00:00:00-04:00,105.1640625,106.0,105.0703125,105.7890625,2137262,0,0,ZF=F,
2023-11-06 00:00:00-05:00,105.7265625,105.734375,105.2578125,105.2734375,1300338,0,0,ZF=F,
2023-11-07 00:00:00-05:00,105.359375,105.671875,105.3046875,105.5546875,1434178,0,0,ZF=F,
2023-11-08 00:00:00-05:00,105.5546875,105.65625,105.3671875,105.578125,1308850,0,0,ZF=F,
2023-11-09 00:00:00-05:00,105.625,105.6875,105.03125,105.1171875,1506719,0,0,ZF=F,
2023-11-10 00:00:00-05:00,105.140625,105.3515625,104.890625,104.984375,1176126,0,0,ZF=F,
2023-11-13 00:00:00-05:00,104.9296875,105.0546875,104.75,105.0,931827,0,0,ZF=F,
2023-11-14 00:00:00-05:00,104.984375,106.0546875,104.875,106.015625,1826707,0,0,ZF=F,
2023-11-15 00:00:00-05:00,105.90625,106.046875,105.46875,105.5703125,1763120,0,0,ZF=F,
2023-11-16 00:00:00-05:00,105.609375,106.0390625,105.578125,105.96875,1289098,0,0,ZF=F,
2023-11-17 00:00:00-05:00,105.9921875,106.21875,105.734375,105.8125,1305059,0,0,ZF=F,
2023-11-20 00:00:00-05:00,105.8125,105.9140625,105.6640625,105.859375,1355613,0,0,ZF=F,
2023-11-21 00:00:00-05:00,105.859375,106.0625,105.7890625,105.9453125,2704734,0,0,ZF=F,
2023-11-22 00:00:00-05:00,106.0078125,106.1484375,105.703125,105.8359375,3555818,0,0,ZF=F,
2023-11-23 00:00:00-05:00,105.8515625,105.921875,105.6484375,105.6875,3555818,0,0,ZF=F,
2023-11-24 00:00:00-05:00,105.8515625,105.921875,105.5546875,105.59375,2023994,0,0,ZF=F,
2023-11-27 00:00:00-05:00,105.6171875,106.0,105.46875,105.96875,6452185,0,0,ZF=F,
2023-11-28 00:00:00-05:00,105.9453125,106.4609375,105.8359375,106.4296875,2285467,0,0,ZF=F,
2023-11-29 00:00:00-05:00,106.4453125,106.8203125,106.4140625,106.671875,531542,0,0,ZF=F,
2023-11-30 00:00:00-05:00,106.6875,106.8203125,106.3046875,106.3671875,49293,0,0,ZF=F,
2023-12-01 00:00:00-05:00,106.5390625,107.046875,106.375,106.96875,10832,0,0,ZF=F,
2023-12-04 00:00:00-05:00,106.90625,106.90625,106.578125,106.625,5827,0,0,ZF=F,
2023-12-05 00:00:00-05:00,106.78125,107.0546875,106.7421875,107.0234375,4070,0,0,ZF=F,
