timestamp,open,high,low,close,volume
2023-12-27 11:15:00-05:00,475.455,475.475,475.2,475.47,1214804.0
2023-12-27 11:30:00-05:00,475.47,475.93,475.41,475.875,2112852.0
2023-12-27 11:45:00-05:00,475.875,475.9,475.71,475.775,813147.0
2023-12-27 12:00:00-05:00,475.77,475.93,475.57,475.875,872025.0
2023-12-27 12:15:00-05:00,475.88,476.07,475.78,475.84,860302.0
2023-12-27 12:30:00-05:00,475.84,475.97,475.29,475.4204,892398.0
2023-12-27 12:45:00-05:00,475.42,475.62,475.37,475.55,960173.0
2023-12-27 13:00:00-05:00,475.54,476.66,475.54,476.24,2793927.0
2023-12-27 13:15:00-05:00,476.25,476.52,476.11,476.2399,1510867.0
2023-12-27 13:30:00-05:00,476.25,476.46,476.14,476.44,1045764.0
2023-12-27 13:45:00-05:00,476.44,476.49,476.01,476.02,2446126.0
2023-12-27 14:00:00-05:00,476.02,476.0203,474.89,475.11,3085125.0
2023-12-27 14:15:00-05:00,475.12,476.02,474.97,475.8062,1982054.0
2023-12-27 14:30:00-05:00,475.8,475.83,475.19,475.32,3721483.0
2023-12-27 14:45:00-05:00,475.32,475.57,475.19,475.51,1575580.0
2023-12-27 15:00:00-05:00,475.51,475.8799,475.3888,475.69,1851018.0
2023-12-27 15:15:00-05:00,475.665,475.935,475.36,475.645,2048697.0
2023-12-27 15:30:00-05:00,475.63,476.02,475.35,475.3913,2169986.0
2023-12-27 15:45:00-05:00,475.4,476.57,475.16,476.51,9818616.0
2023-12-27 16:00:00-05:00,476.5,476.64,476.31,476.51,2215834.0
2023-12-28 09:30:00-05:00,476.85,477.385,476.81,476.86,2322084.0
2023-12-28 09:45:00-05:00,476.86,477.28,476.8,477.19,1110176.0
2023-12-28 10:00:00-05:00,477.18,477.2,476.805,476.92,1289085.0
2023-12-28 10:15:00-05:00,476.925,477.3,476.9,477.2687,1275706.0
2023-12-28 10:30:00-05:00,477.27,477.42,477.15,477.24,1615166.0
2023-12-28 10:45:00-05:00,477.24,477.5,476.955,477.08,1541349.0
2023-12-28 11:00:00-05:00,477.08,477.14,476.76,476.99,1177583.0
2023-12-28 11:15:00-05:00,476.99,477.0099,476.59,476.8593,1211865.0
2023-12-28 11:30:00-05:00,476.88,477.04,476.71,476.9709,1119955.0
2023-12-28 11:45:00-05:00,476.98,477.07,476.8294,476.8601,773371.0
2023-12-28 12:00:00-05:00,476.86,477.19,476.78,476.96,1067059.0
2023-12-28 12:15:00-05:00,476.955,477.09,476.88,476.905,809606.0
2023-12-28 12:30:00-05:00,476.9,477.21,476.86,477.1918,2143618.0
2023-12-28 12:45:00-05:00,477.2,477.41,477.04,477.2791,889088.0
2023-12-28 13:00:00-05:00,477.27,477.33,476.43,476.896,3441236.0
2023-12-28 13:15:00-05:00,476.89,477.225,476.88,477.04,1888502.0
2023-12-28 13:30:00-05:00,477.0382,477.55,476.98,477.08,1478937.0
2023-12-28 13:45:00-05:00,477.09,477.22,476.9197,477.0199,1100759.0
2023-12-28 14:00:00-05:00,477.02,477.405,476.9999,477.2801,1272461.0
2023-12-28 14:15:00-05:00,477.28,477.42,477.169,477.35,3265759.0
2023-12-28 14:30:00-05:00,477.36,477.5,477.16,477.25,3073419.0
2023-12-28 14:45:00-05:00,477.25,477.33,477.075,477.195,3755521.0
2023-12-28 15:00:00-05:00,477.2,477.21,476.62,476.8895,2588490.0
2023-12-28 15:15:00-05:00,476.88,477.17,476.64,476.9,1450247.0
2023-12-28 15:30:00-05:00,476.9,477.345,476.8952,477.305,2556479.0
2023-12-28 15:45:00-05:00,477.29,477.31,476.26,476.68,13811380.0
2023-12-28 16:00:00-05:00,476.68,476.82,476.66,476.73,788036.0
2023-12-29 09:30:00-05:00,476.49,476.93,476.41,476.87,2862880.0
2023-12-29 09:45:00-05:00,476.875,476.88,476.665,476.76,1354314.0
2023-12-29 10:00:00-05:00,476.76,477.03,476.585,476.6,1671495.0
2023-12-29 10:15:00-05:00,476.605,476.72,476.475,476.705,2695598.0
2023-12-29 10:30:00-05:00,476.71,476.76,475.81,475.9,4509947.0
2023-12-29 10:45:00-05:00,475.9,476.01,475.04,475.4403,4294157.0
2023-12-29 11:00:00-05:00,475.45,475.685,474.73,474.735,4305422.0
2023-12-29 11:15:00-05:00,474.75,474.76,473.9,473.95,5512400.0
2023-12-29 11:30:00-05:00,473.94,474.285,473.77,474.121,2973339.0
2023-12-29 11:45:00-05:00,474.12,474.49,473.96,474.2,2659241.0
2023-12-29 12:00:00-05:00,474.2,474.56,473.58,473.6701,2674786.0
2023-12-29 12:15:00-05:00,473.67,474.0,473.3,473.5899,2694062.0
2023-12-29 12:30:00-05:00,473.58,474.12,473.51,474.08,1697014.0
2023-12-29 12:45:00-05:00,474.065,474.58,473.94,474.48,2227698.0
2023-12-29 13:00:00-05:00,474.48,475.104,474.305,474.88,2091165.0
2023-12-29 13:15:00-05:00,474.88,474.91,474.36,474.5,2029406.0
2023-12-29 13:30:00-05:00,474.49,475.21,474.475,475.035,1495453.0
2023-12-29 13:45:00-05:00,475.04,475.32,474.825,475.05,2349609.0
2023-12-29 14:00:00-05:00,475.06,475.24,474.89,475.0001,2480258.0
