DATE TIME,AGP
2018-04-06,39.0
2018-04-07,37.0
2018-04-08,36.0
2018-04-09,44.0
2018-04-10,42.0
2018-04-11,36.0
2018-04-12,22.0
2018-04-13,30.0
2018-04-14,37.0
2018-04-15,34.0
2018-04-16,19.0
2018-04-17,23.0
2018-04-18,27.0
2018-04-19,24.0
2018-04-20,36.0
2018-04-21,41.0
2018-04-22,43.0
2018-04-23,43.0
2018-04-24,45.0
2018-04-25,47.0
2018-04-26,47.0
2018-04-27,40.0
2018-04-28,36.0
2018-04-29,31.0
2018-04-30,28.0
2018-05-01,30.0
2018-05-02,34.0
2018-05-03,39.0
2018-05-04,44.0
2018-05-05,45.0
2018-05-06,47.0
2018-05-07,50.0
2018-05-08,51.0
2018-05-09,46.0
2018-05-10,44.0
2018-05-11,36.0
2018-05-12,31.0
2018-05-13,36.0
2018-05-14,37.0
2018-05-15,39.0
2018-05-16,36.0
2018-05-17,39.0
2018-05-18,41.0
2018-05-19,41.0
2018-05-20,41.0
2018-05-21,37.0
2018-05-22,39.0
2018-05-23,42.0
2018-05-24,42.0
2018-05-25,37.0
2018-05-26,35.0
2018-05-27,40.0
2018-05-28,47.0
2018-05-29,48.0
2018-05-30,47.0
2018-05-31,40.0
2018-06-01,46.0
2018-06-02,51.0
2018-06-03,54.0
2018-06-04,52.0
2018-06-05,50.0
2018-06-06,47.0
2018-06-07,46.0
2018-06-08,50.0
2018-06-09,44.0
2018-06-10,46.0
2018-06-11,54.0
2018-06-12,56.0
2018-06-13,55.0
2018-06-14,52.0
2018-06-15,50.0
2018-06-16,48.0
2018-06-17,40.0
2018-06-18,46.0
2018-06-19,53.0
2018-06-20,57.0
2018-06-21,56.0
2018-06-22,57.0
2018-06-23,58.0
2018-06-24,59.0
