Date,WaterYear,DayOfYear,Month,Day,WaterYearType,TotalIn,Inflow,BaseFlow,KondolfFlow,Diversion,Level,Spill,NetInflow
1952-07-31,1952,305,7,31,1,2709934,9572,657,694.2145,6063,517585.7855,2113.785499999998,2157.7855
1952-08-01,1952,306,8,1,1,2721914,11980,599,694.2145,6119,517587.7855,4565.785499999998,4567.7855
1952-08-02,1952,307,8,2,1,2730604,8690,599,694.2145,6220,517486.7855,1277.7854999999981,1176.7855
1952-08-03,1952,308,8,3,1,2737826,7222,599,694.2145,6228,517187.571,0.0,-299.21450000000004
1952-08-04,1952,309,8,4,1,2743880,6054,597,694.2145,6260,515690.3565,0.0,-1497.2145
1952-08-05,1952,310,8,5,1,2749908,6028,597,694.2145,6264,514163.142,0.0,-1527.2145
1952-08-06,1952,311,8,6,1,2755761,5853,597,694.2145,6250,512474.9275,0.0,-1688.2145
1952-08-07,1952,312,8,7,1,2760329,4568,595,694.2145,6248,509505.713,0.0,-2969.2145
1952-08-08,1952,313,8,8,1,2765189,4860,595,694.2145,6228,506848.4985,0.0,-2657.2145
1952-08-09,1952,314,8,9,1,2769920,4731,595,694.2145,6234,504056.284,0.0,-2792.2145
1952-08-10,1952,315,8,10,1,2775140,5220,595,694.2145,6280,501707.0695,0.0,-2349.2145
1952-08-11,1952,316,8,11,1,2779281,4141,595,694.2145,6369,498189.855,0.0,-3517.2145
1952-08-12,1952,317,8,12,1,2783547,4266,597,694.2145,6343,494821.6405,0.0,-3368.2145
1952-08-13,1952,318,8,13,1,2787762,4215,498,694.2145,6294,491550.426,0.0,-3271.2145
1952-08-14,1952,319,8,14,1,2791709,3947,306,694.2145,6301,488196.2115,0.0,-3354.2145
1952-08-15,1952,320,8,15,1,2795668,3959,490,694.2145,6355,484615.997,0.0,-3580.2145
1952-08-16,1952,321,8,16,1,2799498,3830,490,694.2145,6298,480963.7825,0.0,-3652.2145
1952-08-17,1952,322,8,17,1,2803148,3650,494,694.2145,6288,477137.56799999997,0.0,-3826.2145
1952-08-18,1952,323,8,18,1,2806679,3531,476,694.2145,6272,473226.35349999997,0.0,-3911.2145
1952-08-19,1952,324,8,19,1,2810216,3537,447,694.2145,6210,469412.13899999997,0.0,-3814.2145
1952-08-20,1952,325,8,20,1,2813931,3715,447,694.2145,6171,465814.92449999996,0.0,-3597.2145
1952-08-21,1952,326,8,21,1,2817505,3574,447,694.2145,6127,462120.70999999996,0.0,-3694.2145
1952-08-22,1952,327,8,22,1,2821063,3558,443,694.2145,5986,458555.49549999996,0.0,-3565.2145
1952-08-23,1952,328,8,23,1,2824651,3588,443,694.2145,5972,455034.28099999996,0.0,-3521.2145
1952-08-24,1952,329,8,24,1,2828140,3489,443,694.2145,5990,451396.06649999996,0.0,-3638.2145
1952-08-25,1952,330,8,25,1,2830469,2329,443,694.2145,6077,446510.85199999996,0.0,-4885.2145
1952-08-26,1952,331,8,26,1,2833904,3435,445,694.2145,6054,442752.63749999995,0.0,-3758.2145
1952-08-27,1952,332,8,27,1,2837381,3477,437,694.2145,6119,438979.42299999995,0.0,-3773.2145
1952-08-28,1952,333,8,28,1,2840793,3412,429,694.2145,6212,435056.20849999995,0.0,-3923.2145
1952-08-29,1952,334,8,29,1,2844272,3479,429,694.2145,6224,431187.99399999995,0.0,-3868.2145
1952-08-30,1952,335,8,30,1,2847600,3328,429,694.2145,6133,427259.77949999995,0.0,-3928.2145
1952-08-31,1952,336,8,31,1,2850103,2503,429,694.2145,6075,422564.56499999994,0.0,-4695.2145
1952-09-01,1952,337,9,1,1,2852531,2428,431,694.2145,6077,417790.35049999994,0.0,-4774.2145
1952-09-02,1952,338,9,2,1,2854467,1936,429,694.2145,5901,412702.13599999994,0.0,-5088.2145
1952-09-03,1952,339,9,3,1,2857343,2876,423,694.2145,5550,408910.92149999994,0.0,-3791.2145
1952-09-04,1952,340,9,4,1,2860322,2979,417,694.2145,5421,405357.70699999994,0.0,-3553.2145
1952-09-05,1952,341,9,5,1,2863349,3027,415,694.2145,5391,401884.49249999993,0.0,-3473.2145
1952-09-06,1952,342,9,6,1,2866729,3380,415,694.2145,5260,398895.27799999993,0.0,-2989.2145
1952-09-07,1952,343,9,7,1,2869583,2854,415,694.2145,4877,395763.06349999993,0.0,-3132.2145
1952-09-08,1952,344,9,8,1,2872221,2638,415,694.2145,4485,392806.84899999993,0.0,-2956.2145
1952-09-09,1952,345,9,9,1,2875002,2781,415,694.2145,4078,390400.6344999999,0.0,-2406.2145
1952-09-10,1952,346,9,10,1,2878080,3078,415,694.2145,4011,388358.4199999999,0.0,-2042.2145
1952-09-11,1952,347,9,11,1,2881327,3247,413,694.2145,4064,386434.2054999999,0.0,-1924.2145
1952-09-12,1952,348,9,12,1,2884485,3158,415,694.2145,3818,384664.9909999999,0.0,-1769.2145
1952-09-13,1952,349,9,13,1,2887726,3241,413,694.2145,3644,383154.7764999999,0.0,-1510.2145
1952-09-14,1952,350,9,14,1,2890800,3074,413,694.2145,3414,381707.5619999999,0.0,-1447.2145
1952-09-15,1952,351,9,15,1,2893196,2396,413,694.2145,2753,380243.3474999999,0.0,-1464.2145
1952-09-16,1952,352,9,16,1,2895872,2676,413,694.2145,2463,379349.1329999999,0.0,-894.2145
1952-09-17,1952,353,9,17,1,2899151,3279,413,694.2145,2358,379162.9184999999,0.0,-186.21450000000004
1952-09-18,1952,354,9,18,1,2901985,2834,409,694.2145,2315,378578.7039999999,0.0,-584.2145
1952-09-19,1952,355,9,19,1,2904724,2739,409,694.2145,2156,378058.4894999999,0.0,-520.2145
1952-09-20,1952,356,9,20,1,2907408,2684,409,694.2145,2174,377465.2749999999,0.0,-593.2145
1952-09-21,1952,357,9,21,1,2910054,2646,409,694.2145,2077,376931.0604999999,0.0,-534.2145
1952-09-22,1952,358,9,22,1,2911718,1664,409,694.2145,2108,375383.8459999999,0.0,-1547.2145
1952-09-23,1952,359,9,23,1,2914402,2684,395,694.2145,2099,374879.6314999999,0.0,-504.21450000000004
1952-09-24,1952,360,9,24,1,2917304,2902,385,694.2145,2053,374649.4169999999,0.0,-230.21450000000004
1952-09-25,1952,361,9,25,1,2920287,2983,389,694.2145,2061,374488.2024999999,0.0,-161.21450000000004
1952-09-26,1952,362,9,26,1,2923209,2922,389,694.2145,2087,374239.9879999999,0.0,-248.21450000000004
1952-09-27,1952,363,9,27,1,2925688,2479,389,694.2145,2039,373596.7734999999,0.0,-643.2145
1952-09-28,1952,364,9,28,1,2928503,2815,389,694.2145,1952,373376.5589999999,0.0,-220.21450000000004
1952-09-29,1952,365,9,29,1,2931339,2836,373,694.2145,2612,372533.3444999999,0.0,-843.2145
1952-09-30,1952,366,9,30,1,2934467,3128,373,694.2145,2888,371706.1299999999,0.0,-827.2145
