0,605,2991,1369,1396,982,2660,2444,3148,986,895,930,2170,4580,1222,4249,1375,7995,1392,4731,2079,1896,1371,2523,2654,3350,0,595,5915,2565,6125,1458,2555,4066,4905,3491,4334,2243,984,1071,1345,2176,1622,4566,1077,4923,3308,4588,4383,3041,2539,1670,2025,2626,1886,3043,3364,1089,1896
0,569,2991,1105,1174,980,2392,2412,3199,932,926,1012,2376,4278,1073,3884,1361,8099,1404,3854,1619,1751,1432,2856,1825,2983,0,728,6466,2545,6288,1319,2608,4056,4861,3507,4362,2184,1065,1263,1440,2273,1452,4225,1079,5262,3039,4679,4056,2922,2660,1928,1970,2725,1418,3183,3340,1144,1831
0,557,2989,807,891,968,2378,2249,3211,960,988,1023,2519,4342,1055,3959,1420,7934,1361,3727,1870,1710,1418,3013,1541,2678,0,821,6881,2606,6226,1150,2727,3858,4889,3572,4302,1972,1140,1329,1561,2333,1258,4310,1148,5397,3233,4395,3751,3191,2953,2114,1825,2481,1523,3646,2813,1242,1440
0,563,2908,799,895,996,2192,2015,3162,1448,1020,1014,2438,4306,1095,4141,1490,8089,1099,3505,2077,1950,1355,2916,1357,2414,0,815,7131,2049,5944,1188,2757,3834,3636,3497,4725,2071,1204,1353,1571,2176,1224,4465,982,5413,3059,3981,3715,3412,3162,2130,1434,2162,1807,3848,2317,1226,1190
0,547,2575,789,910,1220,1718,1624,3211,1662,1004,1002,2243,5179,1148,4153,1488,8035,954,3485,2031,2281,1210,2507,1315,2505,0,811,7371,1581,5883,1261,3080,3878,2882,3209,4788,2162,1277,1369,1371,1952,1250,4526,595,5585,2606,4616,3715,3515,3136,1886,1150,2192,2007,3818,2142,1069,1186
0,510,2489,781,928,1216,1501,1624,3293,2059,877,938,2049,5171,1260,3987,1430,7702,962,3513,2146,2362,1031,2134,1408,2844,230,764,7396,1519,6095,1107,3501,3808,2406,3082,5280,2263,1218,1329,1206,2089,1436,4417,432,5256,2678,5155,3858,3777,2739,1678,1301,2269,2027,3761,2162,984,1359
0,512,2493,734,857,1150,1472,1472,3283,2475,692,883,2079,5266,1279,3866,1323,6712,1305,3429,2136,2358,952,2138,1440,2924,397,619,7176,1513,6327,1117,3683,3663,2390,2924,4596,2301,1059,1234,1341,2307,1611,4249,349,4893,2975,5457,4082,3679,2241,1835,1595,2642,1819,3451,2194,986,1480
0,496,2517,704,780,1097,1444,1103,3215,2481,597,912,2283,4816,1230,3642,1198,5457,1382,3368,1991,2136,960,1565,1331,2553,399,470,7012,1450,6538,1285,4562,3578,2360,2755,4205,2265,998,1382,1341,2348,1496,4019,315,5100,3074,5528,4050,2664,2378,2235,1730,2743,1404,2910,2166,1105,1482
0,494,2531,694,744,1045,1500,1081,2739,2438,597,926,2293,4602,1093,3336,1224,5387,1329,3320,1827,1952,1055,1127,1184,2279,399,498,7037,1436,6543,1240,4616,3677,2329,2682,3919,2100,996,1468,1432,2390,1359,3818,317,5562,3372,5248,3834,1942,2569,2416,2013,2652,1135,2745,2323,1184,1424
0,478,2471,680,746,1037,1928,1039,2461,2380,597,916,2327,4358,936,3326,1277,5191,1317,3086,1698,2049,1071,1188,1244,1694,399,534,7263,1583,6242,1041,4786,3812,2297,2408,3578,1833,1111,1583,1480,2382,1248,3709,468,5740,3314,4818,3539,2146,2456,2444,2198,2392,1206,2820,2446,1127,1271
